GroupID|RecordID|SF|SFUI|LF|LFUI|Source|LFEUI|Good
G172333|R353149|PDGFR|S054132|PDGF receptors|L025656|ADAM||1
G172333|R051922|PDGFR|S054132|PDGF receptor|L025655|UMLS|E0759443|1
G172407|R353383|PEC|S054280|phycoerythrocyanin|L128712|ADAM||1
G172407|R010133|PEC|S054280|phycoerythrocyanin|L128712|UMLS|E0527270|1
G172419|R353475|PEI|S054424|Patient Enablement Instrument|L026144|ADAM||1
G172419|R037788|PEI|S054424|Patient Enablement Instrument|L026144|UMLS|E0699958|1
G172445|R353572|PERG|S054491|Pattern electroretinogram|L026185|ADAM||1
G172445|R353573|PERG|S054491|pattern electroretinograms|L125170|ADAM||1
G172445|R353574|PERG|S054491|pattern-electroretinogram|L125186|ADAM||1
G172445|R010139|PERG|S054491|pattern electroretinogram|L125169|UMLS|E0046017|1
G172445|R010140|PERG|S054491|pattern reversal electroretinogram|L125177|UMLS|E0610888|1
G172445|R010141|PERG|S054491|pattern-reversal electroretinogram|L125189|UMLS|E0610888|1
G172474|R354066|PF|S054573|purpura fulminans|L136849|ADAM||1
G172474|R188122|PF|S054573|purpura fulminans|L136849|UMLS|E0215560|1
G172555|R354150|PGE-2|S054739|prostaglandin|L135028|ADAM||1
G172555|R354151|PGE-2|S054739|prostaglandins|L135207|ADAM||1
G172557|R354197|PGF|S054755|primary graft failure|L133914|ADAM||1
G172557|R157246|PGF|S054755|primary graft failure|L133914|UMLS|E0691692|1
G172582|R354400|PGS|S054865|prostaglandin synthase|L135165|ADAM||1
G172582|R277717|PGS|S054865|prostaglandin synthase|L135165|UMLS|E0759524|1
G172610|R354520|PHA|S054900|primary hyperaldosteronism|L133936|ADAM||1
G172610|R010452|PHA|S054900|primary hyperaldosteronism|L133936|UMLS|E0699196|1
G172625|R383000|PHE|S054950|phenylephrine|L127556|ADAM||1
G172625|R011255|PHE|S054950|phenylephrine|L127556|UMLS|E0047233|1
G172639|R354602|PHL|S054977|Primary hepatic lymphoma|L027472|ADAM||1
G172639|R256989|PHL|S054977|primary hepatic lymphoma|L133931|UMLS|E0745411|1
G172651|R358839|PHR|S055018|percentage hepatic replacement|L125913|ADAM||1
G172651|R256906|PHR|S055018|percentage hepatic replacement|L125913|UMLS|E0745387|1
G172655|R354637|PHS|S055022|Pallister-Hall syndrome|L025862|ADAM||1
G172655|R010483|PHS|S055022|Pallister-Hall syndrome|L025862|UMLS|E0346977|1
G172739|R354931|PIP|S055244|peak inflation pressures|L125251|ADAM||1
G172739|R093759|PIP|S055244|peak inflation pressure|L125250|UMLS|E0628779|1
G172760|R354993|PImax|S055307|maximal inspiratory pressure|L107822|ADAM||1
G172760|R115339|PImax|S055307|maximum inspiratory pressure|L107943|UMLS|E0238465|1
G172760|R115340|PImax|S055307|maximal inspiratory pressure|L107822|UMLS|E0607589|1
G172762|R355109|PK|S055317|penetrating keratoplasty|L125479|ADAM||1
G172762|R019627|PK|S055317|penetrating keratoplasty|L125479|UMLS|E0200008|1
G172767|R383252|PK-A|S055323|cAMP-dependent protein kinase|L052716|ADAM||1
G172767|R383253|PK-A|S055323|cAMP-dependent protein kinases|L052717|ADAM||1
G172778|R355068|PKG|S055415|protein kinase G|L135607|ADAM||1
G172778|R157431|PKG|S055415|protein kinase G|L135607|UMLS|E0691824|1
G172789|R355416|PL|S055473|placental lactogen|L129117|ADAM||1
G172789|R010598|PL|S055473|placental lactogen|L129117|UMLS|E0579477|1
G172828|R355215|PLE|S055657|paraneoplastic limbic encephalitis|L124422|ADAM||1
G172828|R049375|PLE|S055657|paraneoplastic limbic encephalitis|L124422|UMLS|E0700742|1
G172839|R355255|PLI|S055675|pancreastatin-like immunoreactivity|L123895|ADAM||1
G172839|R188890|PLI|S055675|pancreastatin-like immunoreactivity|L123895|UMLS|E0700798|1
G172849|R383277|PLMA|S055687|ProSeal laryngeal mask airway|L027507|ADAM||1
G172849|R119699|PLMA|S055687|ProSeal laryngeal mask airway|L027507|UMLS|E0659637|1
G172872|R355374|PLV|S055736|partial liquid ventilation|L124695|ADAM||1
G172872|R188285|PLV|S055736|partial liquid ventilation|L124695|UMLS|E0700461|1
G172891|R355833|PM|S055749|perfect match|L126063|ADAM||1
G172891|R010701|PM|S055749|perfect match|L126063|UMLS|E0699615|1
G172944|R355639|PMNC|S055852|polymorphonuclear cells|L130954|ADAM||1
G172944|R149235|PMNC|S055852|polymorphonuclear cell|L130953|UMLS|E0683331|1
G172977|R355782|PMs|S055913|poor metabolisers|L131263|ADAM||1
G172977|R355783|PMs|S055913|poor metabolizers|L131265|ADAM||1
G172980|R356064|PN|S055915|peripheral neuropathy|L126501|ADAM||1
G172980|R027113|PN|S055915|peripheral neuropathy|L126501|UMLS|E0209541|1
G172994|R356026|PNA|S055922|p-nitroanisole|L123462|ADAM||1
G172994|R010740|PNA|S055922|p-nitroanisole|L123462|UMLS|E0586837|1
G173005|R355946|PNE|S055960|plasma norepinephrine concentration|L129367|ADAM||1
G173005|R229616|PNE|S055960|plasma norepinephrine concentration|L129367|UMLS|E0728167|1
G173026|R355986|PNPase|S056006|polynucleotide phosphorylase|L131014|ADAM||1
G173026|R053950|PNPase|S056006|polynucleotide phosphorylase|L131014|UMLS|E0048802|1
G173056|R356165|POC|S056048|particulate organic carbon|L124827|ADAM||1
G173056|R188853|POC|S056048|particulate organic carbon|L124827|UMLS|E0700767|1
G173065|R356222|POM|S056083|particulate organic matter|L124828|ADAM||1
G173065|R187337|POM|S056083|particulate organic matter|L124828|UMLS|E0699903|1
G173110|R356747|PP|S056157|Precautionary Principle|L027389|ADAM||1
G173110|R010844|PP|S056157|precautionary principle|L133059|UMLS|E0701261|1
G173111|R356755|PP|S056157|prone position|L134884|ADAM||1
G173111|R010845|PP|S056157|prone position|L134884|UMLS|E0050357|1
G173154|R356428|PPF|S056287|papillary plasma flow|L124065|ADAM||1
G173154|R187971|PPF|S056287|papillary plasma flow|L124065|UMLS|E0700280|1
G173167|R356457|PPJ|S056310|Pure pancreatic juice|L027944|ADAM||1
G173167|R277831|PPJ|S056310|pure pancreatic juice|L136757|UMLS|E0759631|1
G173203|R356619|PPV|S056366|portal venous pressure|L131486|ADAM||1
G173203|R037147|PPV|S056366|portal venous pressure|L131486|UMLS|E0436819|1
G173214|R356788|PQ|S056393|primaquine|L133799|ADAM||1
G173214|R245701|PQ|S056393|primaquine|L133799|UMLS|E0209650|1
G173220|R357132|PR|S056407|partial remission|L124723|ADAM||1
G173220|R357133|PR|S056407|partial remissions|L124724|ADAM||1
G173220|R077788|PR|S056407|partial remission|L124723|UMLS|E0583130|1
G173284|R357039|PRP|S056615|psychological refractory period|L136274|ADAM||1
G173284|R010893|PRP|S056615|psychological refractory period|L136274|UMLS|E0668038|1
G173312|R357576|PS|S056708|population spike|L131295|ADAM||1
G173312|R357577|PS|S056708|population spikes|L131297|ADAM||1
G173312|R041143|PS|S056708|population spike|L131295|UMLS|E0578975|1
G173323|R357224|PSA|S056729|population spike amplitude|L131296|ADAM||1
G173323|R010940|PSA|S056729|population spike amplitude|L131296|UMLS|E0699344|1
G173343|R357282|PSD|S056764|periodic synchronous discharge|L126361|ADAM||1
G173343|R357283|PSD|S056764|periodic synchronous discharges|L126362|ADAM||1
G173343|R029325|PSD|S056764|periodic synchronous discharge|L126361|UMLS|E0700114|1
G173396|R357511|PSV|S056875|primary systemic vasculitides|L134025|ADAM||1
G173396|R010960|PSV|S056875|primary systemic vasculitis|L134026|UMLS|E0700012|1
G173405|R358022|PT|S056893|permeability transition|L126710|ADAM||1
G173405|R010975|PT|S056893|permeability transition|L126710|UMLS|E0635649|1
G173413|R358026|PT|S056893|pertussis toxoid|L127163|ADAM||1
G173413|R010988|PT|S056893|pertussis toxoid|L127163|UMLS|E0635652|1
G173418|R358004|PT|S056893|pancreas transplantation|L123888|ADAM||1
G173418|R011001|PT|S056893|pancreas transplantation|L123888|UMLS|E0045201|1
G173430|R383850|PTA|S056908|phosphotungstic acid|L128490|ADAM||1
G173430|R011049|PTA|S056908|phosphotungstic acid|L128490|UMLS|E0047519|1
G173447|R357657|PTCA|S056928|percutaneous transluminal coronary angiography|L126041|ADAM||1
G173447|R026798|PTCA|S056928|percutaneous transluminal coronary angiography|L126041|UMLS|E0699242|1
G173457|R357723|PTE|S056950|parathyroid extract|L124480|ADAM||1
G173457|R193626|PTE|S056950|parathyroid extract|L124480|UMLS|E0590910|1
G173493|R357898|PTS|S057075|peroxisomal targeting signal|L126815|ADAM||1
G173493|R357899|PTS|S057075|peroxisome targeting signal|L126948|ADAM||1
G173493|R155118|PTS|S057075|peroxisomal targeting signal|L126815|UMLS|E0690198|1
G173493|R155119|PTS|S057075|peroxisome targeting signal|L126948|UMLS|E0690199|1
G173493|R155120|PTS|S057075|peroxisome-targeting signal|L126986|UMLS|E0690199|1
G173511|R357882|PTr|S057153|tracheal pressure|L158877|ADAM||1
G173511|R193747|PTr|S057153|tracheal pressure|L158877|UMLS|E0635668|1
G173536|R358377|PV|S057214|Plasma viscosity|L026948|ADAM||1
G173536|R043636|PV|S057214|plasma viscosity|L129424|UMLS|E0440739|1
G173560|R358189|PVD|S057257|posterior vitreous detachment|L132267|ADAM||1
G173560|R049426|PVD|S057257|posterior vitreous detachment|L132267|UMLS|E0482927|1
G173583|R309708|CNSLD|S014541|chronic non-specific lung disease|L057609|ADAM||1
G173583|R309709|CNSLD|S014541|chronic nonspecific lung disease|L057614|ADAM||1
G173583|R309710|CNSLD|S014541|chronic nonspecific lung diseases|L057615|ADAM||1
G173583|R287400|CNSLD|S014541|chronic nonspecific lung disease|L057614|UMLS|E0718322|1
G173583|R287401|CNSLD|S014541|chronic non-specific lung disease|L057609|UMLS|E0718322|1
G173613|R358436|PWM|S057340|pokeweed mitogen|L129931|ADAM||1
G173613|R358437|PWM|S057340|Pokeweed-Mitogen|L027121|ADAM||1
G173613|R035707|PWM|S057340|pokeweed mitogen|L129931|UMLS|E0418590|1
G173620|R359184|PY|S057365|pyridine|L136946|ADAM||1
G173620|R070907|PY|S057365|pyridine|L136946|UMLS|E0051445|1
G173651|R351376|Pa-IgG|S057406|platelet-associated IgG|L129675|ADAM||1
G173651|R351377|Pa-IgG|S057406|platelet associated IgG|L129582|ADAM||1
G173747|R353408|Peep|S057662|positive end-expiratory pressure|L131559|ADAM||1
G173747|R353409|Peep|S057662|positive end expiratory pressure|L131558|ADAM||1
G173747|R353410|Peep|S057662|positive end-expiratory pressures|L131561|ADAM||1
G173759|R310089|CO|S014567|corn oil|L061702|ADAM||1
G173759|R002721|CO|S014567|corn oil|L061702|UMLS|E0019055|1
G173759|R002722|CO|S014567|corn-oil|L061708|UMLS|E0019055|1
G173778|R354105|Pgc|S057835|nucleus reticularis paragigantocellularis|L120340|ADAM||1
G173778|R187471|Pgc|S057835|nucleus reticularis paragigantocellularis|L120340|UMLS|E0043201|1
G173783|R354323|Pgp|S057846|P-glycoprotein|L025584|ADAM||1
G173783|R354324|Pgp|S057846|P glycoprotein|L025578|ADAM||1
G173783|R354325|Pgp|S057846|P-glycoproteins|L025588|ADAM||1
G173783|R186239|Pgp|S057846|P-glycoprotein|L025584|UMLS|E0694317|1
G173814|R383254|Pk-A|S058035|cAMP-dependent protein kinase|L052716|ADAM||1
G173814|R383255|Pk-A|S058035|cAMP-dependent protein kinases|L052717|ADAM||1
G173877|R359045|Prlr|S058362|prolactin receptor|L134671|ADAM||1
G173877|R359046|Prlr|S058362|prolactin receptors|L134673|ADAM||1
G173884|R356994|Pro|S058369|propafenone|L134897|ADAM||1
G173884|R187949|Pro|S058369|propafenone|L134897|UMLS|E0301995|1
G173899|R357347|Psg|S058529|pregnancy-specific glycoprotein|L133277|ADAM||1
G173899|R357348|Psg|S058529|pregnancy-specific glycoproteins|L133290|ADAM||1
G173913|R387768|PtdIns-(4,5)P2|S058582|phosphatidylinositol 4,5-bisphosphate|L127862|ADAM||1
G173913|R387769|PtdIns-(4,5)P2|S058582|phosphatidylinositol-4,5-bisphosphate|L127894|ADAM||1
G173942|R359183|Py|S058694|pyridine|L136946|ADAM||1
G173942|R189254|Py|S058694|pyridine|L136946|UMLS|E0051445|1
G173944|R359179|Py|S058694|pyrene|L136932|ADAM||1
G173944|R189255|Py|S058694|pyrene|L136932|UMLS|E0070203|1
G173960|R359332|Q-LES-Q|S058739|Quality of Life Enjoyment and Satisfaction Questionnaire|L028058|ADAM||1
G173960|R190301|Q-LES-Q|S058739|Quality of Life Enjoyment and Satisfaction Questionnaire|L028058|UMLS|E0701534|1
G173977|R359240|QB|S058809|secondary quinone acceptor|L144333|ADAM||1
G173977|R189893|QB|S058809|secondary quinone acceptor|L144333|UMLS|E0701368|1
G173984|R359256|QCPCR|S058826|quantitative competitive polymerase chain reaction|L137226|ADAM||1
G173984|R359257|QCPCR|S058826|Quantitative-competitive polymerase chain reaction|L028088|ADAM||1
G174031|R359479|QTL|S058994|quantitative trait loci|L137328|ADAM||1
G174031|R359480|QTL|S058994|quantitative trait locus|L137329|ADAM||1
G174031|R189887|QTL|S058994|quantitative trait locus|L137329|UMLS|E0701361|1
G174036|R359486|QTcd|S059005|corrected QT dispersion|L061918|ADAM||1
G174036|R190461|QTcd|S059005|corrected QT dispersion|L061918|UMLS|E0701609|1
G174067|R362272|R--M|S059117|restriction-modification|L141586|ADAM||1
G174067|R362273|R--M|S059117|Restriction modification|L028901|ADAM||1
G174073|R384147|R-IL2|S059163|recombinant interleukin-2|L139668|ADAM||1
G174073|R384148|R-IL2|S059163|recombinant interleukin 2|L139641|ADAM||1
G174086|R359642|R1|S059516|relaxation rate|L140672|ADAM||1
G174086|R359643|R1|S059516|relaxation rates|L140673|ADAM||1
G174106|R359694|RAEB-T|S059641|refractory anemia with excess of blasts in transformation|L140252|ADAM||1
G174106|R054750|RAEB-T|S059641|refractory anemia with excess blasts in transformation|L140251|UMLS||1
G174129|R359763|RANTES|S059709|regulated on activation normal T cell expressed and secreted|L140403|ADAM||1
G174129|R359764|RANTES|S059709|regulated upon activation normal T-cell expressed and secreted|L140406|ADAM||1
G174129|R051362|RANTES|S059709|regulated on activation normal T expressed and secreted|L140404|UMLS||1
G174139|R359788|RAP|S059713|rapamycin|L138123|ADAM||1
G174139|R196224|RAP|S059713|rapamycin|L138123|UMLS|E0319268|1
G174149|R359850|RAS|S059763|retinoic acid syndrome|L141860|ADAM||1
G174149|R011392|RAS|S059763|retinoic acid syndrome|L141860|UMLS|E0708060|1
G174156|R360075|RB|S059800|Repetition blindness|L028824|ADAM||1
G174156|R061567|RB|S059800|repetition blindness|L140999|UMLS|E0532471|1
G174160|R360088|RB|S059800|retinoblastoma protein|L141772|ADAM||1
G174160|R061586|RB|S059800|retinoblastoma protein|L141772|UMLS|E0765487|1
G174167|R359970|RBC|S059820|erythrocyte count|L073761|ADAM||1
G174167|R359971|RBC|S059820|erythrocyte counts|L073762|ADAM||1
G174179|R360021|RBL-2H3|S059859|rat basophilic leukemia cells|L138380|ADAM||1
G174179|R360022|RBL-2H3|S059859|rat basophilic leukemia cell|L138378|ADAM||1
G174184|R360054|RBV|S059893|relative bioavailability|L140557|ADAM||1
G174184|R157042|RBV|S059893|relative bioavailability|L140557|UMLS|E0691618|1
G174209|R360188|RCM|S059941|radiographic contrast media|L137891|ADAM||1
G174209|R360189|RCM|S059941|radiographic contrast medium|L137892|ADAM||1
G174209|R042417|RCM|S059941|radiographic contrast medium|L137892|UMLS|E0436889|1
G174215|R360194|RCNMV|S059946|red clover necrotic mosaic dianthovirus|L140065|ADAM||1
G174215|R057220|RCNMV|S059946|red clover necrotic mosaic dianthovirus|L140065|UMLS|E0425987|1
G174227|R360230|RCS|S059960|Repeated cold stress|L028822|ADAM||1
G174227|R011402|RCS|S059960|repeated cold stress|L140989|UMLS||1
G174271|R360374|REA|S060044|restriction endonuclease analysis|L141552|ADAM||1
G174271|R023221|REA|S060044|restriction endonuclease analysis|L141552|UMLS|E0708493|1
G174273|R360370|REA|S060044|Rapid Epidemiological Assessment|L028475|ADAM||1
G174273|R023224|REA|S060044|rapid epidemiological assessment|L138156|UMLS|E0708496|1
G174286|R384391|REL|S060088|Recommended Exposure Limit|L028679|ADAM||1
G174286|R197264|REL|S060088|recommended exposure limit|L139864|UMLS|E0708726|1
G174290|R360421|REMs|S060131|rapid eye movement sleep|L138162|ADAM||1
G174290|R360422|REMs|S060131|rapid-eye-movement sleep|L138227|ADAM||1
G174296|R360454|RER+|S060149|replication error|L141062|ADAM||1
G174296|R360455|RER+|S060149|replication errors|L141065|ADAM||1
G174306|R360630|RF|S060175|regurgitant fraction|L140488|ADAM||1
G174306|R011424|RF|S060175|regurgitant fraction|L140488|UMLS|E0580860|1
G174319|R360573|RFI|S060202|relative fluorescence intensity|L140586|ADAM||1
G174319|R197625|RFI|S060202|relative fluorescence intensity|L140586|UMLS|E0708957|1
G174334|R360683|RGM|S060252|reactive gaseous mercury|L138707|ADAM||1
G174334|R198133|RGM|S060252|reactive gaseous mercury|L138707|UMLS|E0709195|1
G174391|R360804|RIHP|S060375|renal interstitial hydrostatic pressure|L140822|ADAM||1
G174391|R135572|RIHP|S060375|renal interstitial hydrostatic pressure|L140822|UMLS|E0671720|1
G174399|R360832|RIP-140|S060424|receptor interacting protein 140|L139004|ADAM||1
G174399|R360833|RIP-140|S060424|receptor-interacting protein 140|L139143|ADAM||1
G174423|R360963|RL|S060477|rat liver|L138462|ADAM||1
G174423|R035588|RL|S060477|rat liver|L138462|UMLS|E0709733|1
G174453|R360989|RMCP-II|S060549|rat mast cell protease II|L138481|ADAM||1
G174453|R136717|RMCP-II|S060549|rat mast cell protease II|L138481|UMLS|E0675660|1
G174457|R360995|RMDQ|S060558|Roland-Morris Disability Questionnaire|L029276|ADAM||1
G174457|R360996|RMDQ|S060558|Roland Morris Disability Questionnaire|L029272|ADAM||1
G174471|R361045|RMSd|S060594|root-mean-square deviation|L143217|ADAM||1
G174471|R361046|RMSd|S060594|root mean square deviation|L143180|ADAM||1
G174471|R361047|RMSd|S060594|root-mean-square deviations|L143218|ADAM||1
G174471|R361048|RMSd|S060594|root mean square deviations|L143181|ADAM||1
G174474|R361016|RMg|S060601|nucleus raphe magnus|L120332|ADAM||1
G174474|R227279|RMg|S060601|nucleus raphe magnus|L120332|UMLS|E0043200|1
G174499|R361152|ROA|S060714|radiographic osteoarthritis|L137894|ADAM||1
G174499|R011497|ROA|S060714|radiographic osteoarthritis|L137894|UMLS|E0710037|1
G174504|R361157|ROB|S060718|rat osteoblasts|L138499|ADAM||1
G174504|R200154|ROB|S060718|rat osteoblast|L138497|UMLS|E0710081|1
G174536|R361429|RP|S060823|regulatory particle|L140459|ADAM||1
G174536|R034368|RP|S060823|regulatory particle|L140459|UMLS|E0710218|1
G174537|R361435|RP|S060823|relative power|L140626|ADAM||1
G174537|R034371|RP|S060823|relative power|L140626|UMLS|E0710229|1
G174561|R361308|RPE|S060842|retinal pigment epithelial|L141722|ADAM||1
G174561|R027012|RPE|S060842|retinal pigmented epithelium|L141733|UMLS|E0759207|1
G174561|R027013|RPE|S060842|retinal-pigmented epithelium|L141747|UMLS|E0759207|1
G174561|R200928|RPE|S060842|retinal pigment epithelial|L141722|UMLS|E0748114|1
G174561|R200929|RPE|S060842|retinal pigmented epithelial|L141731|UMLS|E0759209|1
G174593|R361400|RPV|S061041|rinderpest virus|L142989|ADAM||1
G174593|R201234|RPV|S061041|rinderpest virus|L142989|UMLS|E0209728|1
G174617|R361497|RRI|S061077|Recurrent respiratory infections|L028693|ADAM||1
G174617|R201359|RRI|S061077|recurrent respiratory infection|L140000|UMLS|E0710529|1
G174619|R361511|RRM|S061079|reduced renal mass|L140136|ADAM||1
G174619|R100516|RRM|S061079|reduced renal mass|L140136|UMLS|E0636147|1
G174625|R361520|RRP|S061082|relative refractory period|L140633|ADAM||1
G174625|R201374|RRP|S061082|relative refractory period|L140633|UMLS|E0202296|1
G174654|R361603|RSDR|S061118|Reproducibility relative standard deviations|L028829|ADAM||1
G174654|R146912|RSDR|S061118|reproducibility relative standard deviation|L141121|UMLS|E0678264|1
G174666|R361646|RSP|S061147|regulated secretory pathway|L140405|ADAM||1
G174666|R022069|RSP|S061147|regulated secretory pathway|L140405|UMLS|E0710683|1
G174689|R361888|RT|S061179|renal transplant|L140863|ADAM||1
G174689|R361889|RT|S061179|renal transplants|L140867|ADAM||1
G174689|R201637|RT|S061179|renal transplant|L140863|UMLS|E0223583|1
G174691|R361879|RT|S061179|reactive thrombocytosis|L138744|ADAM||1
G174691|R201639|RT|S061179|reactive thrombocytosis|L138744|UMLS|E0546048|1
G174702|R361764|RTE|S061215|recent thymic emigrants|L138905|ADAM||1
G174702|R157544|RTE|S061215|recent thymic emigrant|L138904|UMLS|E0691992|1
G174726|R387868|RUBISCO|S061284|ribulose-1,5-bisphosphate carboxylase/oxygenase|L142653|ADAM||1
G174726|R387869|RUBISCO|S061284|ribulose 1,5-bisphosphate carboxylase/oxygenase|L142644|ADAM||1
G174726|R387870|RUBISCO|S061284|ribulose 1,5-bisphosphate carboxylase-oxygenase|L142643|ADAM||1
G174726|R387871|RUBISCO|S061284|ribulose-1,5-bisphosphate carboxylase-oxygenase|L142652|ADAM||1
G174756|R361980|RVI|S061367|regulatory volume increase|L140487|ADAM||1
G174756|R096753|RVI|S061367|regulatory volume increase|L140487|UMLS|E0632727|1
G174770|R362027|RVV|S061397|Russell's viper venom|L029449|ADAM||1
G174770|R201834|RVV|S061397|Russell's viper venom|L029449|UMLS|E0200287|1
G174770|R201835|RVV|S061397|Russell viper venom|L029448|UMLS|E0710926|1
G174794|R359833|Rast|S061672|radioallergosorbent test|L137851|ADAM||1
G174794|R359834|Rast|S061672|radioallergosorbent tests|L137856|ADAM||1
G174857|R361460|Rp|S062006|ribosomal protein|L142533|ADAM||1
G174857|R361461|Rp|S062006|ribosomal proteins|L142617|ADAM||1
G174936|R362440|S1|S063037|myosin head|L115057|ADAM||1
G174936|R362441|S1|S063037|myosin heads|L115058|ADAM||1
G174956|R362952|SA|S063115|spontaneous activity|L150274|ADAM||1
G174956|R042520|SA|S063115|spontaneous activity|L150274|UMLS|E0710991|1
G174972|R362950|SA|S063115|Spontaneous abortion|L031570|ADAM||1
G174972|R362951|SA|S063115|spontaneous abortions|L150273|ADAM||1
G174972|R042552|SA|S063115|spontaneous abortion|L150272|UMLS|E0057381|1
G174987|R362537|SAARDs|S063156|slow-acting antirheumatic drugs|L147842|ADAM||1
G174987|R362538|SAARDs|S063156|slow acting antirheumatic drugs|L147776|ADAM||1
G175003|R362599|SAD|S063179|source to axis distance|L149371|ADAM||1
G175003|R024728|SAD|S063179|source-to-axis distance|L149375|UMLS|E0483349|1
G175024|R362675|SAI|S063243|State Anxiety Inventory|L031839|ADAM||1
G175024|R070922|SAI|S063243|State Anxiety Inventory|L031839|UMLS|E0711241|1
G175041|R362755|SAM|S063269|sinusoidal amplitude modulation|L147420|ADAM||1
G175041|R050439|SAM|S063269|sinusoidal amplitude modulation|L147420|UMLS|E0711283|1
G175055|R362815|SAP|S063303|stable angina pectoris|L150640|ADAM||1
G175055|R096791|SAP|S063303|stable angina pectoris|L150640|UMLS|E0632814|1
G175061|R362817|SAP|S063303|standard automated perimetry|L150727|ADAM||1
G175061|R096821|SAP|S063303|standard automated perimetry|L150727|UMLS|E0756826|1
G175075|R362866|SAS|S063374|supravalvular aortic stenosis|L153520|ADAM||1
G175075|R202508|SAS|S063374|supravalvular aortic stenosis|L153520|UMLS|E0711359|1
G175075|R202509|SAS|S063374|subvalvular aortic stenosis|L152563|UMLS|E0058752|1
G175090|R363121|SB|S063410|sleep bruxism|L147695|ADAM||1
G175090|R202951|SB|S063410|sleep bruxism|L147695|UMLS|E0711586|1
G175103|R309979|COT|S014777|carnitine octanoyltransferase|L054496|ADAM||1
G175103|R056835|COT|S014777|carnitine octanoyltransferase|L054496|UMLS|E0517209|1
G175103|R056836|COT|S014777|carnitine octanoyl transferase|L054495|UMLS|E0517209|1
G175107|R362995|SBB|S063423|Sudan black B|L032234|ADAM||1
G175107|R203095|SBB|S063423|Sudan black B|L032234|UMLS|E0201177|1
G175163|R363190|SCA|S063525|subclavian artery|L152222|ADAM||1
G175163|R156201|SCA|S063525|subclavian artery|L152222|UMLS|E0058386|1
G175268|R363468|SCOR|S063755|skin conductance orienting response|L147612|ADAM||1
G175268|R030876|SCOR|S063755|skin conductance orienting response|L147612|UMLS|E0355354|1
G175291|R363605|SCW|S063824|streptococcal cell wall|L151689|ADAM||1
G175291|R363606|SCW|S063824|streptococcal cell walls|L151690|ADAM||1
G175309|R363928|SD|S063842|spasmodic dysphonia|L149467|ADAM||1
G175309|R020277|SD|S063842|spasmodic dysphonia|L149467|UMLS|E0216602|1
G175358|R364195|SE|S063961|Salmonella enteritidis|L030023|ADAM||1
G175358|R011754|SE|S063961|Salmonella enteritidis|L030023|UMLS|E0005301|1
G175393|R364013|SEE|S064006|standard error of the estimate|L150771|ADAM||1
G175393|R205954|SEE|S064006|standard error of estimate|L150766|UMLS||1
G175434|R310025|COXIII|S014813|cytochrome c oxidase subunit III|L064086|ADAM||1
G175434|R056806|COXIII|S014813|cytochrome c oxidase subunit III|L064086|UMLS|E0753933|1
G175434|R056807|COXIII|S014813|cytochrome-c oxidase subunit III|L064112|UMLS|E0753933|1
G175444|R364426|SF|S064168|skin fibroblasts|L147621|ADAM||1
G175444|R020346|SF|S064168|skin fibroblast|L147620|UMLS|E0210240|1
G175465|R364316|SFD|S064208|Sorsby's fundus dystrophy|L031375|ADAM||1
G175465|R206347|SFD|S064208|Sorsby's fundus dystrophy|L031375|UMLS|E0508905|1
G175465|R206348|SFD|S064208|Sorsby fundus dystrophy|L031374|UMLS|E0508908|1
G175477|R310473|CP|S014816|Caeruloplasmin|L008400|ADAM||1
G175477|R310515|CP|S014816|ceruloplasmin|L056001|ADAM||1
G175477|R002764|CP|S014816|ceruloplasmin|L056001|UMLS|E0016076|1
G175477|R002765|CP|S014816|caeruloplasmin|L052819|UMLS|E0016076|1
G175493|R364582|SG|S064291|stratum granulosum|L151640|ADAM||1
G175493|R027603|SG|S064291|stratum granulosum|L151640|UMLS|E0334345|1
G175501|R364482|SGC|S064306|spiral ganglion cell|L150095|ADAM||1
G175501|R364483|SGC|S064306|spiral ganglion cells|L150096|ADAM||1
G175501|R206585|SGC|S064306|spiral ganglion cell|L150095|UMLS|E0713313|1
G175516|R384816|SGaw|S064369|specific airway conductance|L149551|ADAM||1
G175516|R109845|SGaw|S064369|specific airway conductance|L149551|UMLS|E0644246|1
G175516|R109846|SGaw|S064369|specific airways conductance|L149553|UMLS|E0644247|1
G175541|R364678|SHIV|S064434|immunodeficiency virus|L093210|ADAM||1
G175541|R364679|SHIV|S064434|immunodeficiency viruses|L093211|ADAM||1
G175548|R385215|SHP2|S064457|protein tyrosine phosphatase-2|L135754|ADAM||1
G175548|R385216|SHP2|S064457|protein tyrosine phosphatase 2|L135733|ADAM||1
G175563|R365092|SI|S064496|special intervention|L149516|ADAM||1
G175563|R011866|SI|S064496|special intervention|L149516|UMLS|E0582606|1
G175572|R365080|SI|S064496|silica|L146742|ADAM||1
G175572|R011898|SI|S064496|silica|L146742|UMLS|E0055914|1
G175576|R310468|CP|S014816|C peptide|L007809|ADAM||1
G175576|R002779|CP|S014816|C peptide|L007809|UMLS|E0200515|1
G175576|R002780|CP|S014816|C-peptide|L007878|UMLS|E0200515|1
G175579|R368016|SIA|S064502|sialic acid|L146442|ADAM||1
G175579|R207248|SIA|S064502|sialic acid|L146442|UMLS|E0055791|1
G175642|R310554|CP|S014816|coat protein|L058683|ADAM||1
G175642|R002759|CP|S014816|coat protein|L058683|UMLS|E0580462|1
G175642|R002760|CP|S014816|coat-protein|L058689|UMLS|E0580462|1
