GroupID|RecordID|SF|SFUI|NormSF|LF|LFUI|NormLF|Source|SFEUI|LFEUI|Type|PrefSF|Score|Count|Frequency|UMLS.CUI|error|action
|R268603|MA|S042972|ma|Mexican American|L021922|Mexican American|UMLS|E0751362|E0751339|acronym||||||duplicate|retire
|R268604|MA|S042972|ma|Mexican-American|L021927|Mexican American|UMLS|E0751362|E0751339|acronym||||||duplicate|retire
|R268644|MC|S043496|mc|Magister Chirurgiae|L021178||UMLS|E0751392||acronym||||||duplicate|retire
|R268645|MC|S043496|mc|Medical Corps|L021553|Medical Corps|UMLS|E0751392|E0208792|acronym||||||duplicate|retire
|R269252|BAS|S008583|bas|basiliximab|L048755|basiliximab|UMLS|E0751857|E0506734|abbreviation||||||duplicate|retire
|R269338|LOS|S041021|los|losartan|L104623|losartan|UMLS|E0751904|E0310464|abbreviation||||||duplicate|retire
|R269525|Alb|S007184|alb|albumen|L040668|albumen|UMLS|E0752077|E0007940|abbreviation||||||duplicate|retire
|R269526|Alb|S007184|alb|albumin|L040669|albumen|UMLS|E0752077|E0007940|abbreviation||||||duplicate|retire
|R269527|Alb|S007184|alb|albumine|L040691|albumen|UMLS|E0752077|E0007940|abbreviation||||||duplicate|retire
|R269528|Alb|S007184|alb|albendazole|L040657|albendazole|UMLS|E0752077|E0007931|abbreviation||||||duplicate|retire
|R269529|Alb|S007184|alb|Albanian|L004207|Albanian|UMLS|E0752078|E0000192|abbreviation||||||duplicate|retire
|R269737|TCM|S069395|tcm|central memory T cell|L055575|central memory T cell|UMLS|E0752192|E0752191|acronym||||||duplicate|retire
|R269738|TCM|S069395|tcm|central memory T-cell|L055576|central memory T cell|UMLS|E0752192|E0752191|acronym||||||duplicate|retire
|R269885|Ins|S037702|ins|insertion|L095106|insertion|UMLS|E0752449|E0034781|abbreviation||||||duplicate|retire
|R269988|RTH|S061226|rth|retention test Homburg|L141615|retention test Homburg|UMLS|E0752658|E0578465|acronym||||||duplicate|retire
|R270522|IFNα|S035237|ifnα|interferon alfa|L095980|interferon alfa|UMLS|E0753070|E0035056|abbreviation||||||duplicate|retire
|R270523|IFNα|S035237|ifnα|interferon alpha|L095988|interferon alfa|UMLS|E0753070|E0035056|abbreviation||||||duplicate|retire
|R270524|IFNα|S035237|ifnα|interferon-alfa|L096096|interferon alfa|UMLS|E0753070|E0035056|abbreviation||||||duplicate|retire
|R270525|IFNα|S035237|ifnα|interferon-alpha|L096101|interferon alfa|UMLS|E0753070|E0035056|abbreviation||||||duplicate|retire
|R270526|IFNα|S035237|ifnα|interferon α|L096067||UMLS|E0753070|E0035056|abbreviation||||||duplicate|retire
|R270527|IFNα|S035237|ifnα|interferon-α|L096172||UMLS|E0753070|E0035056|abbreviation||||||duplicate|retire
|R270528|IFN α|S035051|ifn α|interferon alfa|L095980|interferon alfa|UMLS|E0753070|E0035056|abbreviation||||||duplicate|retire
|R270529|IFN α|S035051|ifn α|interferon alpha|L095988|interferon alfa|UMLS|E0753070|E0035056|abbreviation||||||duplicate|retire
|R270530|IFN α|S035051|ifn α|interferon-alfa|L096096|interferon alfa|UMLS|E0753070|E0035056|abbreviation||||||duplicate|retire
|R270531|IFN α|S035051|ifn α|interferon-alpha|L096101|interferon alfa|UMLS|E0753070|E0035056|abbreviation||||||duplicate|retire
|R270532|IFN α|S035051|ifn α|interferon α|L096067||UMLS|E0753070|E0035056|abbreviation||||||duplicate|retire
|R270533|IFN α|S035051|ifn α|interferon-α|L096172||UMLS|E0753070|E0035056|abbreviation||||||duplicate|retire
|R270534|IFN-α|S035163|ifn_α|interferon alfa|L095980|interferon alfa|UMLS|E0753070|E0035056|abbreviation||||||duplicate|retire
|R270535|IFN-α|S035163|ifn_α|interferon alpha|L095988|interferon alfa|UMLS|E0753070|E0035056|abbreviation||||||duplicate|retire
|R270536|IFN-α|S035163|ifn_α|interferon-alfa|L096096|interferon alfa|UMLS|E0753070|E0035056|abbreviation||||||duplicate|retire
|R270537|IFN-α|S035163|ifn_α|interferon-alpha|L096101|interferon alfa|UMLS|E0753070|E0035056|abbreviation||||||duplicate|retire
|R270538|IFN-α|S035163|ifn_α|interferon α|L096067||UMLS|E0753070|E0035056|abbreviation||||||duplicate|retire
|R270539|IFN-α|S035163|ifn_α|interferon-α|L096172||UMLS|E0753070|E0035056|abbreviation||||||duplicate|retire
|R270606|MII|S044449|mii|metaphase II|L109635|metaphase II|UMLS|E0753092|E0586968|abbreviation||||||duplicate|retire
|R270607|MII|S044449|mii|meta-phase II|L109376||UMLS|E0753092|E0586968|abbreviation||||||duplicate|retire
|R270608|MII|S044449|mii|metarhodopsin II|L109641|metarhodopsin II|UMLS|E0753092|E0753087|abbreviation||||||duplicate|retire
|R270609|MII|S044449|mii|metarhodopsin-II|L109642|metarhodopsin II|UMLS|E0753092|E0753087|abbreviation||||||duplicate|retire
|R270631|DPV|S019827|dpv|day post vaccination|L064690||UMLS|E0753098||acronym||||||duplicate|retire
|R272759|LAI|S039867|lai|long-acting injectable|L104427|long acting injectable|UMLS|E0755235|E0755234|acronym||||||duplicate|retire
|R272973|APC|S005276|apc|anterior piriform cortex|L043173|anterior piriform cortex|UMLS|E0755440|E0755439|acronym||||||duplicate|retire
|R272998|AHR|S004360|ahr|adjusted hazard ratio|L039803|adjusted hazard ratio|UMLS|E0755492|E0744416|acronym||||||duplicate|retire
|R273088|BS|S009845|bs|Bachelor of Science|L006490||UMLS|E0755597|E0000709|acronym||||||duplicate|retire
|R273089|BS|S009845|bs|Bachelor of Surgery|L006492||UMLS|E0755597|E0000710|acronym||||||duplicate|retire
|R273119|BSH|S009891|bsh|bile salt hydrolase|L049989|bile salt hydrolase|UMLS|E0755636|E0755635|acronym||||||duplicate|retire
|R273121|BTC|S010012|btc|benzenetricarboxylate|L049113|benzenetricarboxylate|UMLS|E0755639|E0553441|acronym||||||duplicate|retire
|R273122|BTC|S010012|btc|benzene tricarboxylate|L049104|benzenetricarboxylate|UMLS|E0755639|E0553441|acronym||||||duplicate|retire
|R273123|BTC|S010012|btc|benzene-tricarboxylate|L049110|benzenetricarboxylate|UMLS|E0755639|E0553441|acronym||||||duplicate|retire
|R273492|CEL|S013350|cel|celecoxib|L055166|celecoxib|UMLS|E0755989|E0354479|abbreviation||||||duplicate|retire
|R273493|CEL|S013350|cel|cellulose|L055448|cellulose|UMLS|E0755989|E0015775|abbreviation||||||duplicate|retire
|R273494|CEL|S013350|cel|cellulase|L055445|cellulase|UMLS|E0755989|E0015766|abbreviation||||||duplicate|retire
|R273556|CCR|S012767|ccr|clinical complete response|L058262|clinical complete response|UMLS|E0756045|E0756044|acronym||||||duplicate|retire
|R273892|DDA|S018549|dda|dideoxyadenosine|L066882|dideoxyadenosine|UMLS|E0756381|E0022526|acronym||||||duplicate|retire
|R273905|DOP|S019648|dop|degree of polarization|L065153||UMLS|E0756382||acronym||||||duplicate|retire
|R273912|DF|S018767|df|degree of freedom|L065148||UMLS|E0756384||acronym||||||duplicate|retire
|R274215|EPG|S022557|epg|egg per gram|L070781||UMLS|E0756704||acronym||||||duplicate|retire
|R274664|EH|S022025|eh|essential hypertensive|L073952|essential hypertensive|UMLS|E0757110|E0757109|acronym||||||duplicate|retire
|R275317|GDL|S027463|gdl|glucono-delta-lactone|L082095||UMLS|E0757613|E0757610|acronym||||||duplicate|retire
|R275318|GDL|S027463|gdl|glucono-δ-lactone|L082096||UMLS|E0757613|E0757610|acronym||||||duplicate|retire
|R275495|HPD|S032206|hpd|hematoporphyrin derivative|L085914|hematoporphyrin derivative|UMLS|E0757706|E0201379|acronym||||||duplicate|retire
|R275496|HPD|S032206|hpd|haematoporphyrin derivative|L084419|hematoporphyrin derivative|UMLS|E0757706|E0201379|acronym||||||duplicate|retire
|R275536|HSP|S032645|hsp|heatshock protein|L085676|heatshock protein|UMLS|E0757768|E0030987|acronym||||||duplicate|retire
|R275537|HSP|S032645|hsp|heat shock protein|L085547|heatshock protein|UMLS|E0757768|E0030987|acronym||||||duplicate|retire
|R275538|HSP|S032645|hsp|heat-shock protein|L085630|heatshock protein|UMLS|E0757768|E0030987|acronym||||||duplicate|retire
|R275642|HOA|S032004|hoa|hydrophobic acid|L091375|hydrophobic acid|UMLS|E0757831|E0686357|abbreviation||||||duplicate|retire
|R275776|HER|S030978|her|heroin|L087119|heroin|UMLS|E0757958|E0031437|abbreviation||||||duplicate|retire
|R276561|MOB|S044989|mob|mobility|L112248|mobility|UMLS|E0758632|E0040630|abbreviation||||||duplicate|retire
|R276562|MOB|S044989|mob|mobilisation|L112246|mobilisation|UMLS|E0758632|E0040631|abbreviation||||||duplicate|retire
|R276563|MOB|S044989|mob|mobilization|L112250|mobilisation|UMLS|E0758632|E0040631|abbreviation||||||duplicate|retire
|R276567|MOB|S044989|mob|mobilisation|L112246|mobilisation|UMLS|E0758633|E0040631|abbreviation||||||duplicate|retire
|R276568|MOB|S044989|mob|mobilization|L112250|mobilisation|UMLS|E0758633|E0040631|abbreviation||||||duplicate|retire
|R276569|Mob|S046599|mob|mobilisation|L112246|mobilisation|UMLS|E0758633|E0040631|abbreviation||||||duplicate|retire
|R276570|Mob|S046599|mob|mobilization|L112250|mobilisation|UMLS|E0758633|E0040631|abbreviation||||||duplicate|retire
|R276595|MFS|S044180|mfs|midwall fractional shortening|L111227|midwall fractional shortening|UMLS|E0758645|E0758643|acronym||||||duplicate|retire
|R276596|MFS|S044180|mfs|mid-wall fractional shortening|L111111||UMLS|E0758645|E0758643|acronym||||||duplicate|retire
|R276879|MED|S043920|med|minimal effective dose|L111493|minimal effective dose|UMLS|E0758859|E0208823|acronym||||||duplicate|retire
|R276890|MWA|S045873|mwa|migraine with aura|L111234||UMLS|E0758868||acronym||||||duplicate|retire
|R276891|MWA|S045873|mwa|migraine without aura|L111235||UMLS|E0758868||acronym||||||duplicate|retire
|R276903|MY|S045902|my|million years|L111377||UMLS|E0758878||acronym||||||duplicate|retire
|R276956|DOB|S019605|dob|dobutamine|L068943|dobutamine|UMLS|E0758938|E0023653|abbreviation||||||duplicate|retire
|R276986|MPB|S045122|mpb|mobilised peripheral blood|L112247||UMLS|E0758961|E0758960|acronym||||||duplicate|retire
|R276987|MPB|S045122|mpb|mobilized peripheral blood|L112251||UMLS|E0758961|E0758960|acronym||||||duplicate|retire
|R277152|RBM|S059868|rbm|reticular basement membrane|L141621|reticular basement membrane|UMLS|E0759105|E0759099|acronym||||||duplicate|retire
|R277154|RBM|S059868|rbm|reconstituted basement membrane|L139875||UMLS|E0759106|E0759100|acronym||||||duplicate|retire
|R277611|PED|S054294|ped|pediatrician|L125370|pediatrician|UMLS|E0759391|E0046123|abbreviation||||||duplicate|retire
|R277612|PED|S054294|ped|paediatrician|L123683|pediatrician|UMLS|E0759391|E0046123|abbreviation||||||duplicate|retire
|R277613|PED|S054294|ped|pædiatrician|L137113||UMLS|E0759391|E0046123|abbreviation||||||duplicate|retire
|R277948|VPT|S075472|vpt|very preterm|L166610|very preterm|UMLS|E0759730|E0760778|acronym||||||duplicate|retire
|R278333|CSCC|S015335|cscc|cutaneous squamous cell carcinoma|L063194|cutaneous squamous cell carcinoma|UMLS|E0759977|E0759975|acronym||||||duplicate|retire
|R278644|ION|S036580|ion|infraorbital nerve|L094556|infraorbital nerve|UMLS|E0760317|E0201555|acronym||||||duplicate|retire
|R278647|CPH|S014907|cph|cyclophosphamid|L063540|cyclophosphamid|UMLS|E0760322|E0020341|abbreviation||||||duplicate|retire
|R278648|CPH|S014907|cph|cyclophosphamide|L063541|cyclophosphamid|UMLS|E0760322|E0020341|abbreviation||||||duplicate|retire
|R278649|CPH|S014907|cph|cyclo-phosphamide|L063468||UMLS|E0760322|E0020341|abbreviation||||||duplicate|retire
|R278650|CPH|S014907|cph|cyclophos-phamide|L063539||UMLS|E0760322|E0020341|abbreviation||||||duplicate|retire
|R278659|LDHA|S040223|ldha|lactate dehydrogenase A|L100496|lactate dehydrogenase A|UMLS|E0760332|E0760331|acronym||||||duplicate|retire
|R278660|LDHA|S040223|ldha|lactate dehydrogenase-A|L100506|lactate dehydrogenase A|UMLS|E0760332|E0760331|acronym||||||duplicate|retire
|R278683|MOR|S045055|mor|matched odds ratio|L107490||UMLS|E0760382|E0760378|acronym||||||duplicate|retire
|R278741|NPG|S049146|npg|n-propyl gallate|L115192||UMLS|E0760434||acronym||||||duplicate|retire
|R278908|BNC1|S009514|bnc1|basonuclin|L048780|basonuclin|UMLS|E0760556|E0407941|abbreviation||||||duplicate|retire
|R278909|BNC1|S009514|bnc1|basonuclin 1|L048781|basonuclin 1|UMLS|E0760556|E0760553|abbreviation||||||duplicate|retire
|R279763|ARA|S005572|ara|arachidonic acid|L046124|arachidonic acid|UMLS|E0760900|E0010231|abbreviation||||||duplicate|retire
|R279772|LEN|S040391|len|lenalidomide|L102265|lenalidomide|UMLS|E0760911|E0668115|abbreviation||||||duplicate|retire
|R280573|US|S073935|us|unique short|L164265||UMLS|E0761031||acronym||||||duplicate|retire
|R281157|E1|S021192|e1|estrone|L074189|estrone|UMLS|E0761203|E0026224|abbreviation||||||duplicate|retire
|R281158|E1|S021192|e1|oestrone|L121206|estrone|UMLS|E0761203|E0026224|abbreviation||||||duplicate|retire
|R281407|CSID|S015399|csid|Community Screening Instrument for Dementia|L010090||UMLS|E0761222|E0761219|acronym||||||duplicate|retire
|R281408|CSID|S015399|csid|Community Screening Interview for Dementia|L010091||UMLS|E0761222|E0761220|acronym||||||duplicate|retire
|R281721|COL II|S014652|col ii|collagen type II|L059140|collagen type II|UMLS|E0761334|E0017808|abbreviation||||||duplicate|retire
|R281726|Col II|S017031|col ii|collagen type II|L059140|collagen type II|UMLS|E0761334|E0017808|abbreviation||||||duplicate|retire
|R281736|COL-II|S014656|col_ii|collagen type II|L059140|collagen type II|UMLS|E0761334|E0017808|abbreviation||||||duplicate|retire
|R281741|Col-II|S017033|col_ii|collagen type II|L059140|collagen type II|UMLS|E0761334|E0017808|abbreviation||||||duplicate|retire
|R281995|MS|S045425|ms|saturation magnetisation|L143819|saturation magnetisation|UMLS|E0761438|E0761437|acronym||||||duplicate|retire
|R281996|MS|S045425|ms|saturation magnetization|L143820|saturation magnetisation|UMLS|E0761438|E0761437|acronym||||||duplicate|retire
|R282015|PLAD|S055503|plad|proximal left anterior descending coronary artery|L136037||UMLS|E0761443|E0761441|acronym||||||duplicate|retire
|R282145|SSDP|S065917|ssdp|single stranded DNA binding protein|L147155|single stranded DNA binding protein|UMLS|E0761490|E0715153|acronym||||||duplicate|retire
|R282146|SSDP|S065917|ssdp|single-stranded DNA binding protein|L147311|single stranded DNA binding protein|UMLS|E0761490|E0715153|acronym||||||duplicate|retire
|R282147|SSDP|S065917|ssdp|single-stranded DNA-binding protein|L147314|single stranded DNA binding protein|UMLS|E0761490|E0715153|acronym||||||duplicate|retire
|R282148|SSDP|S065917|ssdp|single-stranded-DNA-binding protein|L147324|single stranded DNA binding protein|UMLS|E0761490|E0715153|acronym||||||duplicate|retire
|R282242|DRO|S019907|dro|droperidol|L069766|droperidol|UMLS|E0761542|E0023982|abbreviation||||||duplicate|retire
|R282265|NI|S048450|ni|nematic-isotropic|L116001||UMLS|E0761567||acronym||||||duplicate|retire
|R282558|GLI|S027884|gli|glioblastoma|L081853|glioblastoma|UMLS|E0761743|E0029864|abbreviation||||||duplicate|retire
|R282949|FASI|S024301|fasi|fatty acid synthase 1|L076633|fatty acid synthase 1|UMLS|E0761851|E0761850|acronym||||||duplicate|retire
|R282950|FASI|S024301|fasi|fatty acid synthase I|L076634|fatty acid synthase 1|UMLS|E0761851|E0761850|acronym||||||duplicate|retire
|R283034|FHL3|S024808|fhl3|four and a half LIM only protein 3|L079263||UMLS|E0761865|E0761863|acronym||||||duplicate|retire
|R283035|FHL3|S024808|fhl3|four and a half LIM-only protein 3|L079266||UMLS|E0761865|E0761863|acronym||||||duplicate|retire
|R283036|FHL3|S024808|fhl3|four-and-a-half LIM-only protein 3|L079282||UMLS|E0761865|E0761863|acronym||||||duplicate|retire
|R283037|FHL3|S024808|fhl3|four and a half LIM domain protein 3|L079259||UMLS|E0761865|E0761862|acronym||||||duplicate|retire
|R283038|FHL3|S024808|fhl3|four and a half LIM domain protein-3|L079261||UMLS|E0761865|E0761862|acronym||||||duplicate|retire
|R283039|FHL3|S024808|fhl3|four-and-a-half LIM domain protein 3|L079278||UMLS|E0761865|E0761862|acronym||||||duplicate|retire
|R283040|FHL3|S024808|fhl3|four-and-a-half LIM domain protein-3|L079280||UMLS|E0761865|E0761862|acronym||||||duplicate|retire
|R283277|FAP1|S024270|fap1|Fas associated phosphatase-1|L014066||UMLS|E0761965|E0761964|acronym||||||duplicate|retire
|R283278|FAP1|S024270|fap1|Fas-associated phosphatase 1|L014086||UMLS|E0761965|E0761964|acronym||||||duplicate|retire
|R283279|FAP1|S024270|fap1|Fas-associated phosphatase-1|L014087||UMLS|E0761965|E0761964|acronym||||||duplicate|retire
|R283284|FAP-1|S024266|fap_1|Fas-associated phosphatase 1|L014086||UMLS|E0761965|E0761964|acronym||||||duplicate|retire
|R283285|FAP-1|S024266|fap_1|Fas-associated phosphatase-1|L014087||UMLS|E0761965|E0761964|acronym||||||duplicate|retire
|R284012|AP|S005189|ap|anterior posterior|L043180|anterior posterior|UMLS|E0762525|E0762524|acronym||||||duplicate|retire
|R284013|AP|S005189|ap|anterior-posterior|L043223|anterior posterior|UMLS|E0762525|E0762524|acronym||||||duplicate|retire
|R284014|AP|S005189|ap|anterior/posterior|L043226|anterior posterior|UMLS|E0762525|E0762524|acronym||||||duplicate|retire
|R284015|AP|S005189|ap|anteroposterior|L043259|anteroposterior|UMLS|E0762525|E0009349|acronym||||||duplicate|retire
|R284016|AP|S005189|ap|antero-posterior|L043235||UMLS|E0762525|E0009349|acronym||||||duplicate|retire
|R284017|A-P|S002241|a_p|anterior posterior|L043180|anterior posterior|UMLS|E0762525|E0762524|acronym||||||duplicate|retire
|R284018|A-P|S002241|a_p|anterior-posterior|L043223|anterior posterior|UMLS|E0762525|E0762524|acronym||||||duplicate|retire
|R284019|A-P|S002241|a_p|anterior/posterior|L043226|anterior posterior|UMLS|E0762525|E0762524|acronym||||||duplicate|retire
|R284020|A-P|S002241|a_p|anteroposterior|L043259|anteroposterior|UMLS|E0762525|E0009349|acronym||||||duplicate|retire
|R284021|A-P|S002241|a_p|antero-posterior|L043235||UMLS|E0762525|E0009349|acronym||||||duplicate|retire
|R284097|CHK|S013734|chk|choline kinase|L057065|choline kinase|UMLS|E0762580|E0331084|acronym||||||duplicate|retire
|R284098|CHK|S013734|chk|checkpoint kinase|L056236|checkpoint kinase|UMLS|E0762580|E0743517|abbreviation||||||duplicate|retire
|R284525|OSR1|S051619|osr1|odd-skipped related 1|L120991||UMLS|E0762949|E0762947|acronym||||||duplicate|retire
|R284580|BTCP|S010015|btcp|breakthrough cancer pain|L051980|breakthrough cancer pain|UMLS|E0763024|E0763023|acronym||||||duplicate|retire
|R284581|BTCP|S010015|btcp|break-through cancer pain|L051962||UMLS|E0763024|E0763023|acronym||||||duplicate|retire
|R284668|PICH|S055161|pich|primary intracerebral hemorrhage|L133952|primary intracerebral hemorrhage|UMLS|E0763209|E0699961|acronym||||||duplicate|retire
|R284669|PICH|S055161|pich|primary intracerebral haemorrhage|L133951|primary intracerebral hemorrhage|UMLS|E0763209|E0699961|acronym||||||duplicate|retire
|R284670|PICH|S055161|pich|primary intra-cerebral hemorrhage|L133950||UMLS|E0763209|E0699961|acronym||||||duplicate|retire
|R284671|PICH|S055161|pich|primary intra-cerebral haemorrhage|L133949||UMLS|E0763209|E0699961|acronym||||||duplicate|retire
|R284809|DCO|S018510|dco|diffusing capacity for carbon monoxide|L067305||UMLS|E0763228||acronym||||||duplicate|retire
|R284810|DCO|S018510|dco|carbon monoxide diffusing capacity|L053850||UMLS|E0763228|E0763225|acronym||||||duplicate|retire
|R284811|DCO|S018510|dco|carbon monoxide-diffusing capacity|L053860||UMLS|E0763228|E0763225|acronym||||||duplicate|retire
|R284812|DCO|S018510|dco|carbon-monoxide diffusing capacity|L053896||UMLS|E0763228|E0763225|acronym||||||duplicate|retire
|R284813|DCO|S018510|dco|carbon-monoxide-diffusing capacity|L053897||UMLS|E0763228|E0763225|acronym||||||duplicate|retire
|R284968|GI|S027765|gi|gastrointestinal|L080989|gastrointestinal|UMLS|E0763318|E0029411|acronym||||||duplicate|retire
|R284969|GI|S027765|gi|gastro intestinal|L080906|gastrointestinal|UMLS|E0763318|E0029411|acronym||||||duplicate|retire
|R284970|GI|S027765|gi|gastro-intestinal|L080927|gastrointestinal|UMLS|E0763318|E0029411|acronym||||||duplicate|retire
|R285197|MAb|S043379|mab|microsomal antibody|L110891|microsomal antibody|UMLS|E0763466|E0040160|abbreviation||||||duplicate|retire
|R285255|CRP|S015252|crp|C reactive protein|L007812|C reactive protein|UMLS|E0763504|E0200482|acronym||||||duplicate|retire
|R285256|CRP|S015252|crp|C-reactive protein|L007883|C reactive protein|UMLS|E0763504|E0200482|acronym||||||duplicate|retire
|R285257|CRP|S015252|crp|C-reactive-protein|L007886|C reactive protein|UMLS|E0763504|E0200482|acronym||||||duplicate|retire
|R285280|ROL|S060747|rol|retinol|L141918|retinol|UMLS|E0763523|E0053182|abbreviation||||||duplicate|retire
|R285414|RT|S061179|rt|radiotherapy|L137978|radiotherapy|UMLS|E0763613|E0051872|acronym||||||duplicate|retire
|R285415|RT|S061179|rt|radio therapy|L137772|radiotherapy|UMLS|E0763613|E0051872|acronym||||||duplicate|retire
|R285416|RT|S061179|rt|radio-therapy|L137841|radiotherapy|UMLS|E0763613|E0051872|acronym||||||duplicate|retire
|R285420|RT|S061179|rt|transepithelial resistance|L159481|transepithelial resistance|UMLS|E0763614|E0691991|acronym||||||duplicate|retire
|R285421|RT|S061179|rt|trans-epithelial resistance|L159051||UMLS|E0763614|E0691991|acronym||||||duplicate|retire
|R285422|Rt|S062130|rt|transepithelial resistance|L159481|transepithelial resistance|UMLS|E0763614|E0691991|acronym||||||duplicate|retire
|R285423|Rt|S062130|rt|trans-epithelial resistance|L159051||UMLS|E0763614|E0691991|acronym||||||duplicate|retire
|R285532|HYD|S033062|hyd|hydralazine|L091242|hydralazine|UMLS|E0763664|E0032337|abbreviation||||||duplicate|retire
|R285533|HYD|S033062|hyd|hydrallazin|L091243|hydralazine|UMLS|E0763664|E0032337|abbreviation||||||duplicate|retire
|R285534|HYD|S033062|hyd|hydrallazine|L091244|hydralazine|UMLS|E0763664|E0032337|abbreviation||||||duplicate|retire
|R285791|T3|S068769|t3|triiodothyronin|L160981|triiodothyronin|UMLS|E0763756|E0062174|abbreviation||||||duplicate|retire
|R285792|T3|S068769|t3|triiodothyronine|L160982|triiodothyronin|UMLS|E0763756|E0062174|abbreviation||||||duplicate|retire
|R285793|T3|S068769|t3|tri-iodothyronin|L160649||UMLS|E0763756|E0062174|abbreviation||||||duplicate|retire
|R285794|T3|S068769|t3|tri-iodothyronine|L160650||UMLS|E0763756|E0062174|abbreviation||||||duplicate|retire
|R285795|T3|S068769|t3|triiodo-thyronine|L160978||UMLS|E0763756|E0062174|abbreviation||||||duplicate|retire
|R286209|SEE|S064006|see|standard error of estimate|L150766||UMLS|E0763848||acronym||||||duplicate|retire
|R286224|T4|S068848|t4|thyroxin|L157282|thyroxin|UMLS|E0763864|E0060995|abbreviation||||||duplicate|retire
|R286225|T4|S068848|t4|thyroxine|L157294|thyroxin|UMLS|E0763864|E0060995|abbreviation||||||duplicate|retire
|R286226|T4|S068848|t4|tetraiodothyronine|L155810|tetraiodothyronine|UMLS|E0763864|E0068331|abbreviation||||||duplicate|retire
|R286387|CA1P|S012049|ca1p|2-carboxyarabinitol-1-phosphate|L001212||UMLS|E0763923||acronym||||||duplicate|retire
|R286402|CAP2|S012236|cap2|cyclase-associated protein 2|L063242||UMLS|E0763937|E0763935|acronym||||||duplicate|retire
|R286992|APM|S005362|apm|aminopeptidase M|L042081|aminopeptidase M|UMLS|E0764169|E0764168|acronym||||||duplicate|retire
|R286993|APM|S005362|apm|aminopeptidase-M|L042085|aminopeptidase M|UMLS|E0764169|E0764168|acronym||||||duplicate|retire
|R286994|APM|S005362|apm|amino-peptidase M|L041943||UMLS|E0764169|E0764168|acronym||||||duplicate|retire
|R287520|CRP|S015252|crp|cyclic adenosine monophosphate receptor protein|L063302|cyclic adenosine monophosphate receptor protein|UMLS|E0764933|E0764932|acronym||||||duplicate|retire
|R287521|CRP|S015252|crp|cyclic AMP receptor protein|L063266|cyclic AMP receptor protein|UMLS|E0764933|E0020288|acronym||||||duplicate|retire
|R287522|CRP|S015252|crp|cAMP receptor protein|L052706|cAMP receptor protein|UMLS|E0764933|E0500733|acronym||||||duplicate|retire
|R287523|CRP|S015252|crp|c-AMP receptor protein|L052669||UMLS|E0764933|E0500733|acronym||||||duplicate|retire
|R288584|MEB|S043904|meb|mebendazol|L108270|mebendazol|UMLS|E0766054|E0039190|abbreviation||||||duplicate|retire
|R288585|MEB|S043904|meb|mebendazole|L108271|mebendazol|UMLS|E0766054|E0039190|abbreviation||||||duplicate|retire
|R289984|HUC|S032911|huc|human umbilical cord|L091063|human umbilical cord|UMLS|E0766748|E0766747|acronym||||||duplicate|retire
|R292744|TRG|S071486|trg|triglyceride|L160940|triglyceride|UMLS|E0769380|E0068412|abbreviation||||||duplicate|retire
|R292745|TRG|S071486|trg|tri-glyceride|L160646||UMLS|E0769380|E0068412|abbreviation||||||duplicate|retire
|R292754|GCK|S027365|gck|glucokinase|L082092|glucokinase|UMLS|E0769734|E0067124|abbreviation||||||duplicate|retire
|R292776|CRN|S015244|crn|creatinine|L062548|creatinine|UMLS|E0769753|E0019653|abbreviation||||||duplicate|retire
|R292808|ES|S023018|es|excretory-secretory|L075036||UMLS|E0769780||acronym||||||duplicate|retire
|R293145|CSP|S015433|csp|cold shock protein|L058977|cold shock protein|UMLS|E0770974|E0770973|acronym||||||duplicate|retire
|R293146|CSP|S015433|csp|cold-shock protein|L059005|cold shock protein|UMLS|E0770974|E0770973|acronym||||||duplicate|retire
|R296838|ACAT|S003468|acat|acyl-CoA|L039161|acylCoA|ADAM||||ACAT|21|22|||duplicate|retire
|R348284|NQO1|S049264|nqo1|NAD(P)H|L023603||ADAM||||NQO1|58|64|||duplicate|retire
|R348285|NQO1|S049264|nqo1|NAD(P)H|L023603||ADAM||||NQO1|7|64|||duplicate|retire
|R348286|Nqo1|S050439|nqo1|NAD(P)H|L023603||ADAM||||NQO1|58|1|||duplicate|retire
|R348287|Nqo1|S050439|nqo1|NAD(P)H|L023603||ADAM||||NQO1|7|1|||duplicate|retire
|R348288|NQO1|S049264|nqo1|NAD(P)H|L023603||ADAM||||NQO1|11|11|||duplicate|retire
|R394966|anf|S078860|anf|antinuclear factor|L045269|antinuclear factor|Berman|||||||||duplicate|retire
|R395026|azt|S081219|azt|azidothymidine|L048233|azidothymidine|Berman|||||||||duplicate|retire
|R395084|bmr|S082137|bmr|basal metabolic rate|L048609|basal metabolic rate|Berman|||||||||duplicate|retire
|R395260|ddi|S084709|ddi|dideoxyinosine|L066890|dideoxyinosine|Berman|||||||||duplicate|retire
|R395377|ebv|S085623|ebv|epstein barr virus|L073488|Epstein Barr virus|Berman|||||||||duplicate|retire
|R395389|ecmo|S085657|ecmo|extracorporeal membrane oxygenation|L075771|extracorporeal membrane oxygenation|Berman|||||||||duplicate|retire
|R395403|edrf|S085720|edrf|endothelium derived relaxing factor|L072515||Berman|||||||||duplicate|retire
|R395415|efa|S085740|efa|essential fatty acid|L073942|essential fatty acid|Berman|||||||||duplicate|retire
|R395427|emfe|S085849|emfe|endomyocardial fibroelastosis|L072226||Berman|||||||||duplicate|retire
