LF1|LF2|Synonym
matrix metalloprotease 3|matrix metalloproteinase 3|Y
virologic failure|virological failure|Y
dimethylsulfide|dimethylsulfate|N
interaural time difference|inter-aural time difference|Y
International Psychoanalytical Association|International Psychogeriatric Association|N
positive cofactor 4|positive coactivator 4|Y
primary cerebral lymphoma|primary cardiac lymphoma|N
metabolic bone disease|metastatic bone disease|N
laterodorsal tegmental|laterodorsal tegmental nucleus|Y
marmoset chorionic gonadotropin|chorionic gonadotropin|N
zonula occludens 3|zonula occludens 3 protein|Y
lymphoid protein tyrosine phosphatase|lymphoid tyrosine phosphatase|Y
fronto-temporal dementia|fronto-temporal degeneration|Y
Equid herpesvirus 2|equine herpesvirus 2|Y
depressive spectrum disease|depression spectrum disease|Y
thymus-expressed chemokine|Thymus-expressed chemokine|Y
alpha glycerophosphate dehydrogenase|alpha glycerol-3-phosphate dehydrogenase|Y
thymus independent type 1 antigen|T-independent type-1 antigen|Y
m-chlorophenylbiguanide|meta-chlorophenyl-biguanide|Y
right lower lid|right lower lobe|N
olive mill wastewater|olive mill waste|Y
malnutrition, inflammation and atherosclerosis syndrome|malnutrition-inflammation-atherosclerosis syndrome|Y
differential display reverse transcriptase polymerase chain reaction|differential display reverse transcription polymerase chain reaction|Y
light-harvesting chlorophyll a/b-binding protein-II|light-harvesting chlorophyll a/b protein II|Y
N terminal probrain natriuretic peptide|N-terminal proB-type natriuretic peptide|Y
laser assisted in-situ keratomileusis|laser in situ keratomileusis|Y
IL-2 receptor alpha-chain|IL-2 receptor-alpha|Y
methanotrophic bacterium|methanogenic bacterium|N
p-nitroacetophenone|para-nitroacetophenone|Y
pro-collagen type III peptide|pro-collagen III peptide|Y
sarcoplasmic reticular|sarcoplasmatic reticulum|Y
continuous medical education|continuing medical education|Y
rifampicin|rifampin|Y
Kirsten rat sarcoma viral oncogene|Kirsten rat sarcoma viral oncogene homolog|Y
peripheral obstructive arterial disease|peripheral occlusive arterial disease|Y
resonance Raman scattering|resonance Rayleigh scattering|N
cottontail rabbit papillomavirus|cotton-tail rabbit papilloma virus|Y
N,N,N',N'-tetramethylethylenediamine|tetramethylethylenediamine|Y
trimethylamine N-oxide reductase|trimethylamine oxide reductase|Y
immune complex dissociated|immune complex dissociation|Y
B cell prolymphocytic leukemia|prolymphocytic leukemia|Y
tuberomamillary nucleus|tubero-mammillary nucleus|Y
hydroxyurea|hydroxy-urea|Y
insulin sensitive|insulin sensitivity|Y
American Society of Anesthesiologists grade 2|American Society of Anaesthesiologists Status 2|Y
crude mortality ratio|crude mortality rate|N
cortical magnetic stimulation|cervical magnetic stimulation|N
time-resolved fluorescence resonance energy transfer|time resolved fluorescence resonance energy transfer|Y
locus control region|long control region|N
glycerolphosphate acyltransferase|glycerophosphate acyltransferase|Y
blood lead concentration|blood lactate concentration|N
porcine circovirus 1|porcine circovirus type 1|N
retinal pigmented epithelium cell|retinal pigment epithelial cell|Y
radioimmunoprecipitation|radio-immune precipitation|Y
retinoid X receptor-β|retinoid X receptor beta|Y
transforming growth factor-beta type II receptor|type II transforming growth factor beta receptor|Y
brain-type natriuretic peptide|brain natriuretic peptide|Y
human adenovirus type A|human adenovirus serotype A|Y
pre B acute lymphoblastic leukemia|precursor B cell acute lymphoblastic leukemia|Y
local-regional control|loco-regional control|Y
American Society of Anesthesiology Class 4|American Society of Anaesthesiology grade IV|Y
severe combined immunodeficiency|severe combined immune deficiency|Y
biomedical engineering technician|biomedical equipment technician|N
thoracic radiotherapy|thoracic radiation therapy|Y
mitotic phase cell|mitosis phase cell|Y
octachlorodibenzo-p-dioxin|octachlorodibenzodioxin|Y
triphenylphosphate|triphenylphosphite|N
activator protein 1|activation protein 1|Y
sustained virological response rate|sustained virological responder|N
proliferative index|proliferating index|Y
slow action potential|sensory action potential|N
quantitative reverse transcription polymerase chain reaction|quantitative reverse transcriptase polymerase chain reaction|Y
inositol trisphosphate receptor|Inositol 1,4,5-trisphosphate receptors|Y
Tourette syndrome|Turner syndrome|N
systemic inflammatory response syndrome|systemic inflammatory reaction syndrome|Y
renal pelvic dilatation|renal pelvis dilatation|Y
Gadolinium diethylene triamine pentaacetic acid|gadolinium-diethylenetriamine pentaacetic acid|Y
resonance enhanced multiphoton ionisation|resonance-enhanced multi-photon ionisation|Y
large tumor antigen|large T antigen|Y
South African|South America|N
intra-vaginally|intravaginal|Y
verbal rating scale|verbal rating score|Y
postpercutaneous transluminal coronary angioplasty|post-percutaneous transluminal coronary angiogram|Y
relative biological effect|relative biological effectiveness|Y
immunohistochemical|immunohistochemically|Y
near infrared fluorescence imaging|near-infra-red fluorescent imaging|Y
antiretroviral|anti-retroviral drug|Y
single-photon emission computerised tomography|single photon emission computer tomography|Y
smooth lipo-polysaccharide|smooth lipopolysaccharide|Y
interleukine-13 receptor α 1-subunit|interleukine-13 receptor α 1|Y
hormone resistant prostate cancer|hormone refractory prostate cancer|Y
electropneumography|electro-pneumogram|Y
antimicrobial resistant organism|antibiotic resistant organism|Y
American Society of Anesthesiologists physical status III|American Society of Anesthesiology physical status III|Y
diphtheria toxin|diphtheria toxoid|Y
director|direction|N
computed tomographic enterography|computed tomography enterography|Y
angiotensin receptor blocker|angiotensin II receptor blocker|Y
living donor lobar lung transplant|living donor lobar lung transplantation|Y
tungsten oxide|tungsten trioxide|Y
Mini Mental State Evaluation|MiniMental State Examination|Y
living related donor transplant|living related donor transplantation|Y
nucleolar organising region|nucleolar organiser region|Y
dehydrotestosterone|dihydro-testosterone|N
average peak flow velocity|average peak velocity|Y
white matter|white male|N
pulmonary vein stenosis|pulmonary valve stenosis|N
malonyl CoA:acyl carrier protein transacylase|malonyl coenzyme A:acyl carrier protein transacylase|Y
American Society of Anesthesiology Class 2|American Society of Anaesthesiology physical status II|Y
percutaneous coronary intervention|percutaneous intervention|Y
Von Hippel Lindau|Von Hippel Lindau gene|N
Kunitz protease inhibitor|protease inhibitor|N
murine beta-defensin 4|mouse beta-defensin 4|Y
Choristoneura fumiferana nuclear polyhedrosis virus|Choristoneura fumiferana nucleopolyhedrosis virus|Y
autoimmune polyglandular syndrome type 1|autoimmune polyendocrine syndrome type 1|Y
glucose transporter type 1 deficiency syndrome|glucose transporter 1 deficiency syndrome|Y
T cell intracellular antigen 1|intracellular antigen|N
ponto-geniculo-occipital|pontogeniculo-occipital|Y
stress related mucosal damage|stress related mucosal disease|Y
von Hippel-Lindau tumor suppressor protein|von Hippel-Lindau tumour-suppressor protein|Y
Bournemouth Disability Questionnaire|Brief Disability Questionnaire|N
apnea and hypopnoea index|apnea hypopnea index|Y
non-rapid eye movement|non-rapid-eye-movement|Y
δ-sleep-inducing peptide|delta sleep inducing peptide|Y
post-mortem computed tomography|postmortem computed tomographic|Y
Inductively coupled plasma-mass spectroscopy|inductively coupled plasma mass spectrometry|Y
dopamine 3 receptor|dopamine D3 receptor|Y
intact parathyroid hormone|intact parathormone|Y
coronary artery calcification score|coronary artery calcium score|Y
GTP binding protein alpha(i1) subunit|G-protein alpha(i1) subunit|Y
ethyldehydroxysparsomycin|ethyldeshydroxysparsomycin|Y
cytochrome P450 3A4|cytochrome P-450 isoform 3A4|Y
Stichodactyla helianthus neurotoxin|Stichodactyla helianthus toxin|Y
glutamine synthase|glutamine synthetase|Y
IL4 receptor alpha|IL4 receptor alpha chain|Y
human parainfluenza virus 3|human parainfluenza virus type 3|Y
dimethylglyoxime|dimethylglycine|N
volume flow rate|volumetric flow rate|Y
multirow detector computed tomography|multi-detector-row computed tomography|Y
glucosephosphate|glycerophosphate|N
American Society of Anaesthesiologists status 3|American Society of Anesthesiology physical status 3|Y
post-radiotherapy|postradiotherapy|Y
Parastrongylus costaricensis|Phaseolus costaricensis|N
PGI(2) synthase|PGI synthase|Y
type 2 corticotrophin-releasing hormone receptor|corticotrophin-releasing-hormone receptor-2|Y
cyclic AMP responsive element|cyclic AMP response element|Y
ultrasonically activated shears|ultrasonically-activated scalpel|N
inferior myocardial infarction|impending myocardial infarction|N
geranylgeranylpyrophosphate|geranylgeranyl diphosphate|Y
diethylenetriaminepentaacetate|diethylenetriaminepentacetic acid|N
plasminogen activator antigen|tissue plasminogen activator antigen|Y
human adenovirus 40|human adenovirus type 40|Y
lymphovascular space involvement|lymph vascular space involvement|Y
histamine methyltransferase|histone methyltransferase|N
interdigestive myo-electric complex|interdigestive motor complex|Y
glucocerebrosidase|glucocerebrosidase gene|N
Haloarcula marismortui|Halobacterium marismortui|Y
major cytogenetic remission|major cytogenetic response|Y
microelectromechanical system|micro electromechanical systems|Y
vanilloid receptor type 1|vanilloid receptor 1|Y
trifluoroacetylated|trifluoroacetate|Y
visually evoked cortical potential|visual evoked cortical potential|Y
simian retrovirus|simian type D retrovirus|N
routine electroencephalogram|resting electroencephalography|N
chronic inflammatory demyelinating polyradiculoneuropathy|chronic inflammatory demyelinating polyneuropathy|Y
neu laxova syndrome|Neu-Laxova syndrome|Y
percutaneous nephrolitholapaxy|percutaneous nephrolithotripsy|Y
beta amyloid precursor protein cleaving enzyme|beta-site amyloid precursor protein cleaving enzyme 1|Y
mega-dalton|megadalton|Y
zona reticularis|zona reticulata|Y
reconstituted human epidermis|reconstituted human epithelium|N
meta-chlorophenyl piperazine|m-chlorophenylpiperazine|Y
alternative reading frame|alternate reading frame|Y
Fugl-Meyer assessment|Fugl-Meyer Assessment Scale|Y
real time quantitative reverse-transcription polymerase chain reaction|real time quantitative reverse transcriptase polymerase chain reaction|Y
functional electrical stimulation|field electrical stimulation|N
lactosaminated human serum albumin|lactosylated human serum albumin|N
postmeiotic segregation 1|postmeiotic segregation increased 1|Y
mucus|mucous|Y
monoamino oxidase B|monoamine oxidase B|Y
pulmonary arterial wedge pressure|pulmonary artery wedge pressure|Y
plaque forming unit|plaque-forming units|Y
copy number variant|copy number variation|Y
negative likelihood ratio|positive likelihood ratio|N
G protein alpha3 inhibitory subunit|G protein alpha i3 subunit|Y
human parathyroid hormone-related peptide|human parathyroid hormone-related protein|Y
tetracycline resistant|tetracycline resistance|Y
insulin-like growth factor I receptor|insulinlike growth factor receptor|Y
epidermal growth factor receptor|epithelial growth factor receptor|Y
essential hypertension|low renin essential hypertension|N
American Society of Anaesthesiology status IV|American Society of Anaesthesiologists grade 4|Y
valvular calcification|vascular calcification|N
maximum expiratory flow volume curve|maximal expiratory flow volume curve|Y
magnetoencephalograph|magnetoencephalogram|Y
perchloroethene|perchloroethylene|Y
computed tomography perfusion|computed tomography perfusion imaging|Y
nucleus reticularis lateralis|nucleus recessus lateralis|N
nonselective cation channel|non-selective cation|Y
interleukine-13 receptor α-1 chain|interleukin-13 receptor α 1|Y
slight|slightly|Y
adenine nucleotide translocator 2|adenine nucleotide translocase 2|Y
maximal voluntary ventilation|maximum voluntary ventilation|Y
double balloon endoscope|double balloon enteroscope|Y
very low birthweight|low birthweight|N
insulinlike growth factor 1 receptor|insulin-like growth factor receptor-I|Y
magnesium adenosinetriphosphatase|adenosinetriphosphatase|N
ubiquitin carboxyl-terminal hydrolase L5|ubiquitin carboxyterminal hydrolase L5|Y
laryngoonychocutaneous syndrome|laryngo-onychocutaneous syndrome|Y
acute lymphatic leukemia|acute lymphoid leukemia|Y
human acquired immune deficiency syndrome|human acquired immunodeficiency syndrome|Y
medial superior olivary nucleus|medial superior olive|Y
digitally reconstructed radiograph|digitally-reconstructed radiograph|Y
transient receptor potential channel 3|transient receptor potential canonical 3|Y
intrauterine growth restricted|intra-uterine-growth-retarded|Y
histamine H(3)-receptor|histamine 3 receptor|Y
tumor control dose|50% tumor control dose|Y
extracellular signal-regulated kinase|extracellular-signal-regulated kinase 2|N
heart transplantation|heart transplant|Y
membrane potential|transmembrane potential|Y
aldehyde dehydrogenase class 1|aldehyde dehydrogenase|N
reversive post-optokinetic nystagmus|reverse post-optokinetic nystagmus|Y
anti-matrix metallopeptidase 3 antibody|anti-matrix metalloproteinase-3 antibody|Y
American Health Foundation|American Hepatic Foundation|N
uroporphyrinogen|uroporphyrinogen I|N
propionic acidemia|propionic acid|N
fluorine-18-fluorodeoxyglucose positron emission tomography|fluorodeoxyglucose positron emission tomography|Y
stromal derived factor 1alpha|stromal cell-derived factor-1alpha|Y
intensity modulated radiotherapy|intensity modulated radiation therapy|Y
Saint George Respiratory Questionnaire|St George Respiratory Questionnaire|Y
knee extension|knee extensor|N
3,4-dihydroxyphenylacetic acid|dihydroxyphenylacetic acid|Y
laser scanning confocal microscopy|laser scanning confocal microscope|Y
platelet-derived growth factor receptors|platelet derived growth factor receptor|Y
protease-activated receptor-2|protease-activated receptor 2|Y
trans-oesophageal echo|trans-oesophageal echocardiogram|Y
microtubule|microtubular|Y
multi-detector-row computed tomography scan|multi-detector computed tomography scan|Y
maleic acid|maslinic acid|N
unspecified respiratory disease|upper respiratory disease|N
alpha-1,3 galactosyltransferase|alpha-glucosyltransferase|N
American Society of Anaesthesiologists status 5|American Society of Anesthesiologists physical status 5|Y
thyroid-binding globulin|thyroxin binding globulin|Y
myeloid differentiation protein 2|myeloid differentiation factor 2|Y
American Society of Anesthesiologists Class 1|American Society of Anaesthesiology class I|Y
S-adenosylhomocysteine|adenosylhomocysteine|Y
myeloid cell leukemia sequence 1 protein|myeloid cell leukemia 1 protein|Y
minimum local anesthetic concentration|minimum local analgesic concentration|Y
capillary filtration coefficient|capillary filtration capacity|N
vitellogenin binding protein|victorin binding protein|N
staphylococcal enterotoxin B|Staphylococcus aureus enterotoxin B|Y
coronary microvascular endothelial cell|microvascular endothelial cell|N
transforming growth factor-beta|type β transforming growth factor|Y
Employee Retirement Income Security Act of 1974|Employee Retirement Income Security Act|Y
entero-haemorrhagic Escherichia coli|entero-haemorrhagic E coli|Y
presenilin 1-associated protein|presenilin associated protein|Y
American Academy of Optometry|American Academy of Ophthalmology|N
autoimmune hemolytic anemia|acute hemolytic anemia|N
X-ray absorption near edge spectroscopy|X-ray absorption near edge structure spectroscopy|Y
hepatitis B viral infection|hepatitis B virus infection|Y
estrogen receptor alpha|estrogen receptor 1|N
cannabinoid type 1 receptor|cannabinoid receptor|Y
X-linked inhibitor of apoptosis protein|X-linked inhibitor-of-apoptosis protein|Y
X-linked lymphoproliferative disorder|X-linked lympho-proliferative disease|Y
multiple congenital abnormality|multiple congenital anomaly|Y
left upper lobe|left upper lobectomy|N
Csk binding protein|CREB binding protein|N
supravalvular aortic stenosis|subvalvular aortic stenosis|N
synthetic oviductal fluid|synthetic oviduct fluid|Y
transcription factor E3|transcription factor μE3|Y
laparoscopic-assisted gastrectomy|laparoscopy-assisted gastrectomy|Y
computed tomography angiogram|computed tomography angiography|Y
anti-perinuclear factor|antiperinuclear factor|Y
scavenger receptor|class A scavenger receptor|N
gravitoinertial acceleration|gravito-inertial acceleration|Y
St George Respiratory Questionnaire|George's Respiratory Questionnaire|Y
cytotoxic T lymphocyte antigen 4|cytotoxic T lymphocyte-associated antigen 4|Y
receptor-linked protein-tyrosine-phosphatase alpha|receptor-like protein tyrosine phosphatase-α|Y
computed tomography arterial portography|computed tomography during arterial portography|Y
insulin-like growth factor II mRNA-binding protein|insulin-like growth factor-II messenger RNA-binding protein|Y
peripheral electrical stimulation|programmed electrical stimulation|N
major-histocompatibility-complex class I-related chain A|major histocompatibility complex class I chain related gene A|Y
excision repair cross-complementing 2|excision repair cross complementation group 2|Y
phosphorylcholine|phosphatidylcholine|N
myocyte specific enhancer factor 2C|myocyte specific enhancer binding factor 2C|Y
respiratory care|respiratory chain|N
University of Washington Quality of Life Questionnaire|University of Washington quality-of-life questionnaire|Y
RNA arbitrarily primed polymerase chain reaction|arbitrarily primed polymerase chain reaction|N
bradykinin 2 receptor|bradykinin B(2) receptor|Y
fragile histidine triad|fragile histidine triad gene|N
adult thymectomy|adult thymectomized|Y
thermoluminescent detector|thermoluminescent dosimetry|Y
insulin-like growth factor-II mRNA-binding protein-3|insulin-like growth factor II messenger RNA-binding protein 3|Y
12-lead electrocardiography|12 lead electrocardiogram|Y
insulin related substrate|insulin receptor substrate|Y
maximum oxygen uptake|maximal oxygen uptake|Y
age-associated memory impairment|age associated memory impairment|Y
human adenovirus type D|human adenovirus serotype D|Y
vasodilator-stimulated phosphoprotein|vasodilator stimulated phosphoprotein|Y
liquid chromatography negative ion electrospray tandem mass spectrometry|liquid chromatography-electrospray ionization tandem mass spectrometry|Y
thermo-luminescent dosimetry|thermoluminescent dosimetry|Y
left ventricular end-diastolic volume|Left ventricular end-diastolic volume|Y
amyloid precursor-like protein 2|Amyloid precursor-like protein 2|Y
substance P immunoreactivity|substance P like immunoreactive|N
biventricular|bi-ventricular|Y
transforming growth factor beta receptor type I|transforming growth factor-β receptor 1|Y
isolated perfused rat kidney model|isolated perfused kidney model|Y
human adenovirus 17|human adenovirus serotype 17|Y
mechanism|mechanic|N
partially hepatectomized|partial hepatectomy|Y
sustained response|sustained responder|Y
angiotensin II receptor type 1|angiotensin II receptor 1|Y
acetyl-leucinyl-leucinyl-methional|acetyl-leucyl-leucyl-methional|Y
International Committee on Taxonomy of Viruses|International Committee for the Taxonomy of Viruses|Y
peak pressure|paw pressure|N
gastroesophageal reflux disease|gastro-esophageal reflux disease|Y
hypothalamopituitary adrenal axis|hypothalamic-pituitary-adrenal|Y
computer-assisted semen analysis|computer-assisted semen analyzer|Y
Secreted Frizzled-related protein 1|secreted frizzled related protein-1|Y
American Society of Anesthesiology grade 5|American Society of Anaesthesiologists Grade V|Y
American Society of Anesthesiology status 4|American Society of Anesthesiology physical status IV|Y
corneal endothelial cell|cerebral endothelial cell|N
human immunodeficiency virus 1 RNA level|human immunodeficiency virus type 1 RNA level|Y
left ventricular diastolic diameter|left ventricular enddiastolic dimension|Y
orthophenylenediamine|o-phenylenediamine|Y
group 1 metabotropic glutamate receptor|metabotropic glutamate receptor 1|Y
cranial computed tomography|cranial computerised tomography|Y
myocyte-specific enhancer binding factor 2|myocyte enhancer binding factor 2|Y
internal derangement|internal drainage|N
ventral posteromedial thalamic nucleus|ventroposteromedial thalamic nucleus|Y
p-chloromercuriphenylsulfonic acid|parachloromercuriphenylsulfonate|N
O-methylhydroxylamine|o-methylhydroxylamine|Y
serous otitis media|secretory otitis media|Y
hydroxylysylnorleucine|hydroxylysinonorleucine|Y
nitric oxide synthetase|nitric oxide synthase|Y
maximal tolerated dose|maximally-tolerated dose|Y
radiology information system|radiologic information system|Y
major histocompatability complex|major histo-compatibility complex|Y
donor lymphocyte infusion|donor leukocyte infusion|Y
transactivation domain|transcription activation domain|Y
canonical correlation analysis|canonical correspondence analysis|N
oxolinic acid|oxalic acid|N
micro-vessel density|microvessel density|Y
severe chronic neutropenia|severe congenital neutropenia|N
balloon mitral valvotomy|balloon mitral valvuloplasty|Y
poly(3-hydroxybutyrate)depolymerase|poly-beta-hydroxybutyrate depolymerase|Y
cell-mediated cytolysis|complement-mediated cytolysis|N
trefoil factor 3|trefoil factor family 3|Y
beta-APP cleaving enzyme|beta APP-cleaving enzyme 1|Y
aortic occlusive disease|arterial occlusive disease|N
soyabean trypsin inhibitor|soybean trypsin inhibitor|Y
computed tomographic arthrography|computed tomography angiography|Y
guanidinium hydrochloride|guanidinium chloride|Y
Disease Activity Score|Disease Activity Score 28|Y
T2 weighted imaging|T2-weighted images|Y
four-and-a-half LIM domain protein 3|four and a half LIM only protein 3|Y
late gadolinium enhancement cardiac magnetic resonance|late gadolinium enhanced cardiac magnetic resonance|Y
Hamilton Anxiety Rating Scale|Hamilton Anxiety Scale|Y
S-nitroso human serum albumin|S-nitrosylated human serum albumin|Y
maple sugar urine disease|maple syrup urine disease|Y
human adenovirus type 47|human adenovirus 47|Y
15-item Patient Health Questionnaire|Patient Health Questionnaire 15|Y
interleukin-5 receptor α subunit|interleukine-5 receptor-α|Y
diethyl-stilboestrol|diethylstilbesterol|Y
13carbon urea breath test|carbon 13 urea breath test|Y
supraventricular tachyarrhythmia|supraventricular tachycardia|Y
American Society of Anesthesiology status 5|American Society of Anesthesiology physical status 5|Y
individual patient data|individual patient datum|Y
self-expandable metallic stent|self-expanding metallic stent|Y
dimethylphthalate|dimethylphosphate|N
transitional zone|transition zone|Y
portal venous blood|peripheral venous blood|N
trypanosome lymphocyte triggering factor|lymphocyte triggering factor|N
American Society of Anesthesiologists Grade 3|American Society of Anaesthesiologists Class III|Y
therapeutic ultrasound|thoracic ultrasound|N
hypobaric hypoxia|hypoxic hypoxia|Y
propylthiouracil|6-n-propylthiouracil|Y
human immunodeficiency virus 1 infection|human immunodeficiency virus type 1 infection|Y
Crocidura occidentalis|Cercis occidentalis|N
Peroxisome proliferator-activated receptor gamma coactivator-1|peroxisome proliferator-activated receptor gamma coactivator-1|Y
Epstein-Barr nuclear antigen 1|Epstein-Barr virus nuclear antigen 1|Y
antihuman lymphocyte globulin|antilymphocytic globulin|Y
diffuse type gastric cancer|diffuse gastric cancer|Y
organophosphate-induced delayed neuropathy|organophosphorus ester-induced delayed neurotoxicity|Y
ventral posteromedial nucleus|ventral posterior medial nucleus|Y
physical therapy|physical therapist|N
American Society of Anaesthesiology grade V|American Society of Anesthesiologists Grade V|Y
cyclic guanidine monophosphate|cyclic guanosine 3',5'-monophosphate|N
human brain microvascular endothelial cell|human brain microvessel endothelial cell|Y
high-resolution computerized tomography|high resolution computed tomographic|Y
coccygeal vertebra 3|3rd coccygeal vertebra|Y
lipoamide dehydrogenase|dihydrolipoamide dehydrogenase|N
castration refractory prostate cancer|castration resistant prostate cancer|Y
monounsaturated fatty acid|monounsaturated fat|Y
ruminally undegradable protein|rumen undegradable protein|Y
pathologic complete remission|pathologic complete response|Y
American Society of Anaesthesiologists grade 3|American Society of Anaesthesiologists Class 3|Y
lymphocytic choriomeningitis|lymphocytic meningitis|N
magnetic resonance angiogram|magnetic resonance arthrography|N
anti-matrix metalloproteinase 13 antibody|anti-matrix metalloprotease 13 antibody|Y
antidouble stranded DNA antibody|antidouble stranded DNA|Y
cyclic nucleotide-gated|cyclic nucleotide gated channel|Y
congenital central hypoventilation syndrome|central congenital hypoventilation syndrome|Y
excision repair cross-complementing-4|excision repair cross complementation group 4|Y
p-chloromercuribenzene sulfonic acid|p-chloromercuribenzene sulfonate|N
military anti-shock trouser|medical anti-shock trouser|Y
human corneal endothelial cell|human corneal epithelial cell|N
adipose-derived stromal cell|adipose-derived stem cell|N
hydroxypropylcyclodextrin|hydroxypropyl-beta-cyclodextrin|Y
American Society for Clinical Investigation|american society for clinical investigation|Y
methyl CpG binding protein|methyl CpG binding protein 2|N
B2 receptor|receptor|N
adenovirus type 5 E3|adenovirus 5 E3|Y
ischemic leg disease|ischæmic limb disease|N
phosphopantetheinyl transferase|phosphopantetheine protein transferase|Y
middlesex elderly assessment of mental state|Middlesex Elderly Assessment of Mental State|Y
thymus humoral factor|thymic humoral factor|Y
oxygen-radical absorbing capacity|oxygen radical absorbance capacity|Y
standard uptake value ratio|standardised uptake value ratio|Y
testicular feminisation|testicular feminised|Y
thyroglobulin antibody|thyroglobulin activity|N
acetylated low-density lipoprotein|acetylated low density lipoproteins|Y
fibrin fibrinogen degradation product|fibrinogen degradation product|Y
American Society of Anesthesiology physical status 2|American Society of Anesthesiology status II|Y
recommended daily allowance|recommended dietary allowance|Y
brain endothelial cell|bovine endothelial cell|N
modified Rankin score|modified Rankin Scale score|Y
American Society of Anesthesiologists Class 1|American Society of Anesthesiology Class I|Y
nucleoside-triphosphatase|nucleoside triphosphatase|Y
anaplastic thyroid carcinoma|anaplastic thyroid cancer|Y
cerebral endothelial cell|choroidal endothelial cell|N
X-linked severe combined immunodeficiency|X-linked severe combined immunodeficiency disease|Y
cortical-basal ganglionic degeneration|corticobasal ganglionic degeneration|Y
fibrinogen degradation product|fibrinogen/fibrin degradation product|Y
botulinum neurotoxin serotype B|botulinum neurotoxin type B|Y
American Osteopathic Association|American Orthopedic Association|N
computed tomography colography|computed tomography colonography|Y
short interval intracortical inhibition|short intracortical inhibition|Y
thyrotoxin receptor antibody|thyrotropin receptor antibody|N
local regional recurrence|locoregional recurrence|Y
transforming growth factor beta type II receptor|transforming growth factor beta receptor type II|Y
Toronto Alexithymia Scale-26|26-item Toronto Alexithymia Scale|Y
nonbreastfeeding|non-breastfed|Y
American Society of Anesthesiologists grade IV|American Society of Anesthesiologists Class 4|Y
gonadotropin releasing hormone agonist|gonadotropin-releasing hormone analogs|Y
arabinosyluracil|arabinofuranosyluracil|N
interleukin 12 receptor beta2 chain|interleukin 12 receptor beta2|Y
gold thioglucose|goldthioglucose|Y
adaptor protein 1 binding|activation protein 1 binding|N
γ-glutamyl transpeptidase|gamma-glutamyltranspeptidase|Y
malic acid|maslinic acid|N
70 kDa ribosomal protein S6 kinase|p70 ribosomal protein S6 kinase|Y
D1 dopamine receptor|dopamine D(1) receptor|Y
3,4-dihydroxyphenylalanine|dihydroxyphenylalanine|Y
American Society of Anesthesiologists physical status 1|American Society of Anaesthesiology class 1|Y
U2 snRNP auxiliary factor|U2 auxiliary factor|Y
National Inpatient Sample|Nationwide In-patient Sample|Y
American Society of Anesthesiologists Class 1|American Society of Anaesthesiology status I|Y
left salpingo-oophorectomy|left salpingoophorectomy|Y
Clinical Global Impressions Severity of Illness|Clinical Global Impressions-Severity of Illness scale|Y
gastrin binding protein|glucan binding protein|N
urothelial cancer|urothelial cell|N
video-assisted thoracoscopic surgery|video assisted thoracic surgery|Y
fibrin split product|fibrinogen split product|Y
left ventriculogram|left ventriculography|Y
insulinlike growth factor receptor type 1|insulin-like growth factor-1 receptor|Y
thyroid hormone binding globulin|thyroxin binding globulin|N
mercaptoethylamine|beta mercaptoethylamine|Y
human T-cell lymphoma/leukaemia virus type 2|human T cell leukemia virus type 2|Y
American Society of Anaesthesiologists status III|American Society of Anaesthesiology physical status 3|Y
left ventricular hypertrophy|left ventricle hypertrophy|Y
computerised tomography scanning|computerised tomographic scanning|Y
dehydrocholate|dehydrocholesterol|N
rifampin resistance|rifampicin resistance|Y
rhinovirus-induced|rotavirus-induced|N
dengue virus type 1|dengue virus 1|Y
American Society of Anaesthesiologists status II|American Society of Anaesthesiologists Grade II|Y
carboxyterminal amino acid|carboxylterminal amino acid|Y
neuro-Behcet disease|neuro-Behcet's disease|Y
chromosomal aberration|chromosome aberration|Y
metabotropic glutamate receptor 2|metabotropic glutamate receptor subtype 2|Y
fatty acyl coenzyme A synthetase|fatty acyl CoA synthetase|Y
galactose oxidase|glucose oxidase|N
coherent diffraction imaging|coherent diffractive imaging|Y
systemic|system|N
intrathoracic blood volume index|intra-thoracic blood volume index|Y
American Society of Anaesthesiology class I|American Society of Anaesthesiologists physical status I|Y
IL-11 receptor α-chain|IL-11 receptor-alpha|Y
skin sympathetic nerve activity|splanchnic sympathetic nerve activity|N
oleanolic acid|oleic acid|N
periventricular-intraventricular hemorrhage|peri-intraventricular haemorrhage|Y
binucleate cell|binucleated cell|Y
electroconvulsive therapy|electroconvulsive treatment|Y
electron diffraction|gas electron diffraction|N
respiratory inductance plethysmography|respiratory inductive plethysmograph|Y
chemohyperthermic peritoneal perfusion|continuous hyperthermic peritoneal perfusion|Y
membrane-associated RING-CH-1|membrane-associated RING-CH protein 1|Y
practical nurse|practice nurse|N
World Health Organization Quality of Life Questionnaire|World Health Organization Quality of Life|Y
multilamellar vesicle|multilaminar vesicle|Y
equine herpesvirus 2|equid herpesvirus type 2|Y
polymorphic ventricular tachycardia|polymorphous ventricular tachycardia|Y
Patient Health Questionnaire 8|eight-item Patient Health Questionnaire|Y
apoprotein A-I|apolopoprotein A-1|Y
salvage radiotherapy|salvage radiation therapy|Y
primary somatosensory|primary somatosensory cortex|Y
quadrupole mass spectrometry|quadrupole mass spectrometer|Y
trifluoroacetyl|trifluoroacetate|Y
peritoneal carcinoma|peritoneal carcinomatosis|N
