GroupID|RecordID|SF|SFUI|NormSF|LF|LFUI|NormLF|Source|SFEUI|LFEUI|Type|PrefSF|Score|Count|Frequency|UMLS.CUI
|R253466|ZOL|S077425|zol|zoledronic acid|L169597|zoledronic acid|UMLS|E0744240|E0501192|abbreviation|||||
|R253467|ZOL|S077425|zol|zoledronate|L169596|zoledronate|UMLS|E0744240|E0354500|abbreviation|||||
|R253536|OTU|S051667|otu|ovarian tumor|L122957|ovarian tumor|UMLS|E0744285|E0744284|abbreviation|||||
|R253537|OTU|S051667|otu|ovarian tumour|L122962|ovarian tumor|UMLS|E0744285|E0744284|abbreviation|||||
|R253671|CCO|S012752|cco|cytochrom c oxidase|L063948|cytochrom c oxidase|UMLS|E0744336|E0020556|acronym|||||
|R253672|CCO|S012752|cco|cytochromec oxidase|L064118|cytochrom c oxidase|UMLS|E0744336|E0020556|acronym|||||
|R253673|CCO|S012752|cco|cytochrome C oxidase|L063954|cytochrom c oxidase|UMLS|E0744336|E0020556|acronym|||||
|R253674|CCO|S012752|cco|cytochrome c oxidase|L064079|cytochrom c oxidase|UMLS|E0744336|E0020556|acronym|||||
|R253675|CCO|S012752|cco|cytochrom-c oxidase|L063950|cytochrom c oxidase|UMLS|E0744336|E0020556|acronym|||||
|R253676|CCO|S012752|cco|cytochrom-c-oxidase|L063951|cytochrom c oxidase|UMLS|E0744336|E0020556|acronym|||||
|R253677|CCO|S012752|cco|cytochrome-c oxidase|L064108|cytochrom c oxidase|UMLS|E0744336|E0020556|acronym|||||
|R253678|CCO|S012752|cco|cytochrome-c-oxidase|L064113|cytochrom c oxidase|UMLS|E0744336|E0020556|acronym|||||
|R253781|PB1|S053584|pb1|first polar body|L077814|first polar body|UMLS|E0744399|E0744396|acronym|||||
|R254513|PEX|S054534|pex|peroxin|L126756|peroxin|UMLS|E0744534|E0521036|abbreviation|||||
|R254515|PEX|S054534|pex|plasma exchange|L129290|plasma exchange|UMLS|E0744535|E0048216|abbreviation|||||
|R254516|PEX|S054534|pex|plasma-exchange|L129438|plasma exchange|UMLS|E0744535|E0048216|abbreviation|||||
|R254677|Q2W|S058787|q2w|every 2 weeks|L074761||UMLS|E0744610||abbreviation|||||
|R255443|tPSA|S101371|tpsa|topological polar surface area|L158143|topological polar surface area|UMLS|E0744926|E0744925|acronym|||||
|R255446|E9|S021261|e9|echovirus 9|L070569|echovirus 9|UMLS|E0744929|E0744927|abbreviation|||||
|R255964|GVL|S028752|gvl|graft versus leukemia effect|L083227|graft versus leukemia effect|UMLS|E0745046|E0745031|acronym|||||
|R255965|GVL|S028752|gvl|graft versus leukaemia effect|L083225|graft versus leukemia effect|UMLS|E0745046|E0745031|acronym|||||
|R255966|GVL|S028752|gvl|graft-versus-leukemia effect|L083255|graft versus leukemia effect|UMLS|E0745046|E0745031|acronym|||||
|R255967|GVL|S028752|gvl|graft-versus-leukaemia effect|L083251|graft versus leukemia effect|UMLS|E0745046|E0745031|acronym|||||
|R256393|SFN|S064255|sfn|stratifin|L151632|stratifin|UMLS|E0745138|E0550708|abbreviation|||||
|R256395|SFN|S064255|sfn|Society for Neuroscience|L031247||UMLS|E0745139|E0745136|acronym|||||
|R256568|GBCA|S027236|gbca|gallbladder cancer|L080355|gallbladder cancer|UMLS|E0745208|E0745200|acronym|||||
|R256569|GBCA|S027236|gbca|gall bladder cancer|L080337|gallbladder cancer|UMLS|E0745208|E0745200|acronym|||||
|R256570|GBCA|S027236|gbca|gall-bladder cancer|L080346|gallbladder cancer|UMLS|E0745208|E0745200|acronym|||||
|R256571|GBCA|S027236|gbca|gallbladder carcinoma|L080356|gallbladder carcinoma|UMLS|E0745208|E0745201|acronym|||||
|R256572|GBCA|S027236|gbca|gall bladder carcinoma|L080338|gallbladder carcinoma|UMLS|E0745208|E0745201|acronym|||||
|R256573|GBCA|S027236|gbca|gall-bladder carcinoma|L080347|gallbladder carcinoma|UMLS|E0745208|E0745201|acronym|||||
|R256593|CBR|S012535|cbr|cannabinoid receptor|L053498|cannabinoid receptor|UMLS|E0745220|E0729036|abbreviation|||||
|R256724|EM|S022276|em|Echinococcus multilocularis|L012561|Echinococcus multilocularis|UMLS|E0745327|E0201025|acronym|||||
|R256726|Em|S023528|em|Echinococcus multilocularis|L012561|Echinococcus multilocularis|UMLS|E0745328|E0201025|acronym|||||
|R256745|KAP|S038481|kap|kidney androgen-regulated protein|L100016||UMLS|E0745341|E0745338|acronym|||||
|R256746|KAP|S038481|kap|kidney-androgen regulated protein|L100045||UMLS|E0745341|E0745338|acronym|||||
|R256747|KAP|S038481|kap|kidney-androgen-regulated protein|L100046||UMLS|E0745341|E0745338|acronym|||||
|R256995|PHL|S054977|phl|2,4-diacetylphloroglucinol|L001000||UMLS|E0745415||abbreviation|||||
|R257665|PNI|S055975|pni|protease nexin 1|L135320|protease nexin 1|UMLS|E0745661|E0696002|acronym|||||
|R257666|PNI|S055975|pni|protease nexin I|L135321|protease nexin 1|UMLS|E0745661|E0696002|acronym|||||
|R257667|PNI|S055975|pni|protease nexin-1|L135322|protease nexin 1|UMLS|E0745661|E0696002|acronym|||||
|R257668|PNI|S055975|pni|protease nexin-I|L135323|protease nexin 1|UMLS|E0745661|E0696002|acronym|||||
|R258175|DPL|S019757|dpl|day postlesion|L064692||UMLS|E0745830||acronym|||||
|R258248|IFO|S035263|ifo|ifosfamide|L092732|ifosfamide|UMLS|E0745878|E0400447|abbreviation|||||
|R258249|IFO|S035263|ifo|ifosphamide|L092737|ifosfamide|UMLS|E0745878|E0400447|abbreviation|||||
|R258250|IFO|S035263|ifo|iphosphamide|L098924|ifosfamide|UMLS|E0745878|E0400447|abbreviation|||||
|R260734|LBC|S039963|lbc|lymphoid blast crisis|L105799|lymphoid blast crisis|UMLS|E0746043|E0746042|acronym|||||
|R261145|MMEP|S044789|mmep|magnetic motor evoked potential|L106422||UMLS|E0746178|E0746177|acronym|||||
|R261146|MMEP|S044789|mmep|magnetic motor-evoked potential|L106423||UMLS|E0746178|E0746177|acronym|||||
|R261147|MMEP|S044789|mmep|muscle motor evoked potential|L114442||UMLS|E0746178|E0746176|acronym|||||
|R261148|MMEP|S044789|mmep|muscle motor-evoked potential|L114443||UMLS|E0746178|E0746176|acronym|||||
|R261164|FLP|S024995|flp|FMRFamide-like peptide|L013901||UMLS|E0746184|E0746179|acronym|||||
|R261174|FNR|S025146|fnr|fibronectin receptor|L077450|fibronectin receptor|UMLS|E0746188|E0321691|acronym|||||
|R262077|CN|S014416|cn|calcineurin|L052888|calcineurin|UMLS|E0746853|E0304028|abbreviation|||||
|R262078|CN|S014416|cn|Cryptococcus neoformans|L010688|Cryptococcus neoformans|UMLS|E0746853|E0001701|abbreviation|||||
|R262081|Cn|S016914|cn|Cryptococcus neoformans|L010688|Cryptococcus neoformans|UMLS|E0746854|E0001701|acronym|||||
|R262082|Cn|S016914|cn|calcineurin|L052888|calcineurin|UMLS|E0746854|E0304028|abbreviation|||||
|R262132|IB|S034572|ib|ibuprofen|L092533|ibuprofen|UMLS|E0746949|E0033208|abbreviation|||||
|R262200|pac|S095229|pac|PALE CRESS|L025630|PALE CRESS|UMLS|E0747166|E0747165|acronym|||||
|R262201|pac|S095229|pac|pale cress|L123776|PALE CRESS|UMLS|E0747166|E0747165|acronym|||||
|R262303|DMM|S019350|dmm|disproportionate micromelia|L068607|disproportionate micromelia|UMLS|E0747284|E0747283|acronym|||||
|R262547|KF|S038611|kf|Kayser Fleischer|L019184|Kayser Fleischer|UMLS|E0747387|E0747385|acronym|||||
|R262548|KF|S038611|kf|Kayser-Fleischer|L019186|Kayser Fleischer|UMLS|E0747387|E0747385|acronym|||||
|R262663|Gc|S028937|gc|group specific component|L083714|group specific component|UMLS|E0747614|E0440200|acronym|||||
|R262664|Gc|S028937|gc|group-specific component|L083723|group specific component|UMLS|E0747614|E0440200|acronym|||||
|R264132|MAS|S043342|mas|masseter|L107416|masseter|UMLS|E0747998|E0070685|abbreviation|||||
|R264644|PDG|S054085|pdg|pregnanediol 3-glucuronide|L133299||UMLS|E0748406||acronym|||||
|R264645|PDG|S054085|pdg|pregnanediol glucuronide|L133300|pregnanediol glucuronide|UMLS|E0748406|E0748402|acronym|||||
|R264646|PDG|S054085|pdg|pregnanediol-glucuronide|L133303|pregnanediol glucuronide|UMLS|E0748406|E0748402|acronym|||||
|R264647|PDG|S054085|pdg|propanodeoxyguanosine|L134901|propanodeoxyguanosine|UMLS|E0748406|E0516875|acronym|||||
|R264716|PKD2|S055413|pkd2|polycystic kidney disease 2|L130545|polycystic kidney disease 2|UMLS|E0748437|E0748435|acronym|||||
|R264717|PKD2|S055413|pkd2|polycystic kidney disease-2|L130550|polycystic kidney disease 2|UMLS|E0748437|E0748435|acronym|||||
|R264725|PKP|S055455|pkp|plakophilin|L129151|plakophilin|UMLS|E0748440|E0507954|abbreviation|||||
|R264787|PNF|S055968|pnf|phosphorylated neurofilament|L128447||UMLS|E0748469|E0748467|acronym|||||
|R264812|PNL|S055984|pnl|pectin lyase|L125321|pectin lyase|UMLS|E0748482|E0509292|acronym|||||
|R265744|MTG|S045658|mtg|microbial transglutaminase|L110700|microbial transglutaminase|UMLS|E0748670|E0748661|acronym|||||
|R265820|PCU|S053968|pcu|pentacycloundecane|L125568|pentacycloundecane|UMLS|E0748741|E0748739|acronym|||||
|R265821|PCU|S053968|pcu|pentacyclo-undecane|L125567||UMLS|E0748741|E0748739|acronym|||||
|R265822|PCU|S053968|pcu|penta-cyclo-undecane|L125555||UMLS|E0748741|E0748739|acronym|||||
|R266166|G|S026398|g|gyroid|L084307|gyroid|UMLS|E0749284|E0749281|abbreviation|||||
|R266723|AMI|S004849|ami|amitriptyline|L042137|amitriptyline|UMLS|E0749531|E0008574|abbreviation|||||
|R266724|AMI|S004849|ami|amitryptiline|L042138|amitriptyline|UMLS|E0749531|E0008574|abbreviation|||||
|R266725|AMI|S004849|ami|amitryptyline|L042139|amitriptyline|UMLS|E0749531|E0008574|abbreviation|||||
|R266726|AMI|S004849|ami|amifostine|L041876|amifostine|UMLS|E0749531|E0301589|abbreviation|||||
|R266727|AMI|S004849|ami|amiloride|L041879|amiloride|UMLS|E0749531|E0202517|abbreviation|||||
|R266728|AMI|S004849|ami|amiodarone|L042133|amiodarone|UMLS|E0749531|E0008571|abbreviation|||||
|R266937|BAR|S008573|bar|beta adrenergic receptor|L049333|beta adrenergic receptor|UMLS|E0749671|E0351277|acronym|||||
|R266938|BAR|S008573|bar|beta-adrenergic receptor|L049498|beta adrenergic receptor|UMLS|E0749671|E0351277|acronym|||||
|R266939|BAR|S008573|bar|β adrenergic receptor|L170059||UMLS|E0749671|E0351277|acronym|||||
|R266940|BAR|S008573|bar|β-adrenergic receptor|L170165||UMLS|E0749671|E0351277|acronym|||||
|R266990|SRCT|S065736|srct|synchrotron radiation computed tomography|L154152||UMLS|E0749786|E0749784|acronym|||||
|R267017|LY|S041670|ly|lymphocyte|L105666|lymphocyte|UMLS|E0749847|E0038354|abbreviation|||||
|R267087|LUT|S041496|lut|lutein|L105490|lutein|UMLS|E0749910|E0038278|abbreviation|||||
|R267088|LUT|S041496|lut|luteolin|L105540|luteolin|UMLS|E0749910|E0206069|abbreviation|||||
|R267096|LUP|S041488|lup|lupeol|L105460|lupeol|UMLS|E0749916|E0206066|abbreviation|||||
|R267192|AMN|S004896|amn|amnionless|L042195|amnionless|UMLS|E0749992|E0749991|abbreviation|||||
|R267249|LSD1|S041270|lsd1|LESION SIMULATING DISEASE1|L019751||UMLS|E0750075|E0750073|acronym|||||
|R267250|LSD1|S041270|lsd1|lesion simulating disease1|L102335||UMLS|E0750075|E0750073|acronym|||||
|R267251|LSD1|S041270|lsd1|LESION SIMULATING DISEASE 1|L019750||UMLS|E0750075|E0750073|acronym|||||
|R267252|LSD1|S041270|lsd1|lesion simulating disease 1|L102334||UMLS|E0750075|E0750073|acronym|||||
|R267330|LPN|S041120|lpn|licensed practical nurse|L102881|licensed practical nurse|UMLS|E0750190|E0037457|acronym|||||
|R267408|ANT|S005093|ant|anthracene|L043280|anthracene|UMLS|E0750306|E0009369|abbreviation|||||
|R267409|ANT|S005093|ant|antagonist|L043004|antagonist|UMLS|E0750306|E0009256|abbreviation|||||
|R267412|ANT|S005093|ant|AINTEGUMENTA|L003298|AINTEGUMENTA|UMLS|E0750307|E0550520|abbreviation|||||
|R267413|ANT|S005093|ant|aintegumenta|L040509|AINTEGUMENTA|UMLS|E0750307|E0550520|abbreviation|||||
|R267422|AN|S004978|an|anthracene|L043280|anthracene|UMLS|E0750316|E0009369|abbreviation|||||
|R267445|BAI|S008506|bai|baicalein|L048465|baicalein|UMLS|E0750338|E0303648|abbreviation|||||
|R267497|BIC|S009191|bic|bicarbonate|L049819|bicarbonate|UMLS|E0750376|E0012759|abbreviation|||||
|R267585|CIS|S013964|cis|cisplatin|L057974|cisplatin|UMLS|E0750526|E0528419|abbreviation|||||
|R267586|CIS|S013964|cis|cis platin|L057928|cisplatin|UMLS|E0750526|E0528419|abbreviation|||||
|R267587|CIS|S013964|cis|cis-platin|L057960|cisplatin|UMLS|E0750526|E0528419|abbreviation|||||
|R267617|CPE|S014882|cpe|choroid plexus epithelium|L057223|choroid plexus epithelium|UMLS|E0750562|E0750560|acronym|||||
|R267700|DPP IV|S019783|dpp iv|dipeptidyl peptidase IV|L068139|dipeptidylpeptidase 4|UMLS|E0750673|E0750672|acronym|||||
|R267707|DPP IV|S019783|dpp iv|dipeptidyl-peptidase IV|L068149|dipeptidylpeptidase 4|UMLS|E0750673|E0750672|acronym|||||
|R267724|DPP-IV|S019790|dpp_iv|dipeptidyl peptidase IV|L068139|dipeptidylpeptidase 4|UMLS|E0750673|E0750672|acronym|||||
|R267731|DPP-IV|S019790|dpp_iv|dipeptidyl-peptidase IV|L068149|dipeptidylpeptidase 4|UMLS|E0750673|E0750672|acronym|||||
|R267743|DPP|S019779|dpp|day postpartum|L064694||UMLS|E0750678||acronym|||||
|R267745|DP|S019702|dp|Doctor of Pharmacy|L012004||UMLS|E0750680|E0355933|acronym|||||
|R267746|DP|S019702|dp|doctor of pharmacy|L068967||UMLS|E0750680|E0355933|acronym|||||
|R267747|DP|S019702|dp|Doctor of Podiatry|L012007||UMLS|E0750680|E0746917|acronym|||||
|R267827|EMA|S022281|ema|endomysial antibody|L072229|endomysial antibody|UMLS|E0750776|E0750771|acronym|||||
|R267828|EMA|S022281|ema|antiendomysial antibody|L044867|antiendomysial antibody|UMLS|E0750776|E0518642|acronym|||||
|R267829|EMA|S022281|ema|anti-endomysial antibody|L043814||UMLS|E0750776|E0518642|acronym|||||
|R267830|EMA|S022281|ema|antiendomysium antibody|L044869|antiendomysium antibody|UMLS|E0750776|E0729737|acronym|||||
|R267831|EMA|S022281|ema|anti-endomysium antibody|L043816||UMLS|E0750776|E0729737|acronym|||||
|R267832|EMA|S022281|ema|endomysium antibody|L072232|endomysium antibody|UMLS|E0750776|E0750772|acronym|||||
|R267885|FB|S024340|fb|fibrinogen|L077296|fibrinogen|UMLS|E0750843|E0027719|abbreviation|||||
|R267886|FB|S024340|fb|fibroblast|L077331|fibroblast|UMLS|E0750843|E0027744|abbreviation|||||
|R267887|FB|S024340|fb|fibro-blast|L077319||UMLS|E0750843|E0027744|abbreviation|||||
|R267891|FB|S024340|fb|fibroblast|L077331|fibroblast|UMLS|E0750844|E0027744|acronym|||||
|R267892|FB|S024340|fb|fibro-blast|L077319||UMLS|E0750844|E0027744|acronym|||||
|R267893|Fb|S025760|fb|fibroblast|L077331|fibroblast|UMLS|E0750844|E0027744|acronym|||||
|R267894|Fb|S025760|fb|fibro-blast|L077319||UMLS|E0750844|E0027744|acronym|||||
|R267902|fB|S086246|fb|breathing frequency|L052111|breathing frequency|UMLS|E0750846|E0750840|acronym|||||
|R268082|HCII|S030595|hcii|Hybrid Capture 2|L017431|Hybrid Capture 2|UMLS|E0750980|E0750977|acronym|||||
|R268083|HCII|S030595|hcii|Hybrid Capture II|L017432|Hybrid Capture 2|UMLS|E0750980|E0750977|acronym|||||
|R268084|HCII|S030595|hcii|Hybrid Capture-2|L017434|Hybrid Capture 2|UMLS|E0750980|E0750977|acronym|||||
|R268085|HCII|S030595|hcii|Hybrid Capture-II|L017435|Hybrid Capture 2|UMLS|E0750980|E0750977|acronym|||||
|R268086|HC II|S030528|hc ii|Hybrid Capture 2|L017431|Hybrid Capture 2|UMLS|E0750980|E0750977|acronym|||||
|R268087|HC II|S030528|hc ii|Hybrid Capture II|L017432|Hybrid Capture 2|UMLS|E0750980|E0750977|acronym|||||
|R268088|HC II|S030528|hc ii|Hybrid Capture-2|L017434|Hybrid Capture 2|UMLS|E0750980|E0750977|acronym|||||
|R268089|HC II|S030528|hc ii|Hybrid Capture-II|L017435|Hybrid Capture 2|UMLS|E0750980|E0750977|acronym|||||
|R268102|HEM|S030941|hem|hemorrhage|L086461|hemorrhage|UMLS|E0750988|E0030681|abbreviation|||||
|R268103|HEM|S030941|hem|haemorrhage|L084875|hemorrhage|UMLS|E0750988|E0030681|abbreviation|||||
|R268104|HEM|S030941|hem|hæmorrhage|L092510||UMLS|E0750988|E0030681|abbreviation|||||
|R268263|ILO|S036305|ilo|iloprost|L092798|iloprost|UMLS|E0751122|E0306910|abbreviation|||||
|R268394|JAS|S037988|jas|jasplakinolide|L099562|jasplakinolide|UMLS|E0751215|E0407555|abbreviation|||||
|R268414|LASA|S039924|lasa|lysine acetylsalicylic acid|L105933|lysine acetylsalicylic acid|UMLS|E0751242|E0751241|acronym|||||
|R268415|LASA|S039924|lasa|lysine acetyl salicylic acid|L105930|lysine acetylsalicylic acid|UMLS|E0751242|E0751241|acronym|||||
|R268416|LASA|S039924|lasa|lysine-acetylsalicylic acid|L105947|lysine acetylsalicylic acid|UMLS|E0751242|E0751241|acronym|||||
|R268417|LASA|S039924|lasa|lysine acetylsalicylate|L105932|lysine acetylsalicylate|UMLS|E0751242|E0688710|acronym|||||
|R268418|LASA|S039924|lasa|lysine acetyl salicylate|L105929|lysine acetylsalicylate|UMLS|E0751242|E0688710|acronym|||||
|R268419|LASA|S039924|lasa|lysine-acetylsalicylate|L105946|lysine acetylsalicylate|UMLS|E0751242|E0688710|acronym|||||
|R268420|LASA|S039924|lasa|lysine acetyl-salicylate|L105931|lysine acetylsalicylate|UMLS|E0751242|E0688710|acronym|||||
|R268421|LASA|S039924|lasa|lysine-acetyl salicylate|L105945|lysine acetylsalicylate|UMLS|E0751242|E0688710|acronym|||||
|R268603|MA|S042972|ma|Mexican American|L021922|Mexican American|UMLS|E0751362|E0751339|acronym|||||
|R268604|MA|S042972|ma|Mexican-American|L021927|Mexican American|UMLS|E0751362|E0751339|acronym|||||
|R268644|MC|S043496|mc|Magister Chirurgiae|L021178||UMLS|E0751392||acronym|||||
|R268645|MC|S043496|mc|Medical Corps|L021553|Medical Corps|UMLS|E0751392|E0208792|acronym|||||
|R269252|BAS|S008583|bas|basiliximab|L048755|basiliximab|UMLS|E0751857|E0506734|abbreviation|||||
|R269338|LOS|S041021|los|losartan|L104623|losartan|UMLS|E0751904|E0310464|abbreviation|||||
|R269525|Alb|S007184|alb|albumen|L040668|albumen|UMLS|E0752077|E0007940|abbreviation|||||
|R269526|Alb|S007184|alb|albumin|L040669|albumen|UMLS|E0752077|E0007940|abbreviation|||||
|R269527|Alb|S007184|alb|albumine|L040691|albumen|UMLS|E0752077|E0007940|abbreviation|||||
|R269528|Alb|S007184|alb|albendazole|L040657|albendazole|UMLS|E0752077|E0007931|abbreviation|||||
|R269529|Alb|S007184|alb|Albanian|L004207|Albanian|UMLS|E0752078|E0000192|abbreviation|||||
|R269737|TCM|S069395|tcm|central memory T cell|L055575|central memory T cell|UMLS|E0752192|E0752191|acronym|||||
|R269738|TCM|S069395|tcm|central memory T-cell|L055576|central memory T cell|UMLS|E0752192|E0752191|acronym|||||
|R269885|Ins|S037702|ins|insertion|L095106|insertion|UMLS|E0752449|E0034781|abbreviation|||||
|R269988|RTH|S061226|rth|retention test Homburg|L141615|retention test Homburg|UMLS|E0752658|E0578465|acronym|||||
|R270522|IFNα|S035237|ifnα|interferon alfa|L095980|interferon alfa|UMLS|E0753070|E0035056|abbreviation|||||
|R270523|IFNα|S035237|ifnα|interferon alpha|L095988|interferon alfa|UMLS|E0753070|E0035056|abbreviation|||||
|R270524|IFNα|S035237|ifnα|interferon-alfa|L096096|interferon alfa|UMLS|E0753070|E0035056|abbreviation|||||
|R270525|IFNα|S035237|ifnα|interferon-alpha|L096101|interferon alfa|UMLS|E0753070|E0035056|abbreviation|||||
|R270526|IFNα|S035237|ifnα|interferon α|L096067||UMLS|E0753070|E0035056|abbreviation|||||
|R270527|IFNα|S035237|ifnα|interferon-α|L096172||UMLS|E0753070|E0035056|abbreviation|||||
|R270528|IFN α|S035051|ifn α|interferon alfa|L095980|interferon alfa|UMLS|E0753070|E0035056|abbreviation|||||
|R270529|IFN α|S035051|ifn α|interferon alpha|L095988|interferon alfa|UMLS|E0753070|E0035056|abbreviation|||||
|R270530|IFN α|S035051|ifn α|interferon-alfa|L096096|interferon alfa|UMLS|E0753070|E0035056|abbreviation|||||
|R270531|IFN α|S035051|ifn α|interferon-alpha|L096101|interferon alfa|UMLS|E0753070|E0035056|abbreviation|||||
|R270532|IFN α|S035051|ifn α|interferon α|L096067||UMLS|E0753070|E0035056|abbreviation|||||
|R270533|IFN α|S035051|ifn α|interferon-α|L096172||UMLS|E0753070|E0035056|abbreviation|||||
|R270534|IFN-α|S035163|ifn_α|interferon alfa|L095980|interferon alfa|UMLS|E0753070|E0035056|abbreviation|||||
|R270535|IFN-α|S035163|ifn_α|interferon alpha|L095988|interferon alfa|UMLS|E0753070|E0035056|abbreviation|||||
|R270536|IFN-α|S035163|ifn_α|interferon-alfa|L096096|interferon alfa|UMLS|E0753070|E0035056|abbreviation|||||
|R270537|IFN-α|S035163|ifn_α|interferon-alpha|L096101|interferon alfa|UMLS|E0753070|E0035056|abbreviation|||||
|R270538|IFN-α|S035163|ifn_α|interferon α|L096067||UMLS|E0753070|E0035056|abbreviation|||||
|R270539|IFN-α|S035163|ifn_α|interferon-α|L096172||UMLS|E0753070|E0035056|abbreviation|||||
|R270606|MII|S044449|mii|metaphase II|L109635|metaphase II|UMLS|E0753092|E0586968|abbreviation|||||
|R270607|MII|S044449|mii|meta-phase II|L109376||UMLS|E0753092|E0586968|abbreviation|||||
|R270608|MII|S044449|mii|metarhodopsin II|L109641|metarhodopsin II|UMLS|E0753092|E0753087|abbreviation|||||
|R270609|MII|S044449|mii|metarhodopsin-II|L109642|metarhodopsin II|UMLS|E0753092|E0753087|abbreviation|||||
|R270631|DPV|S019827|dpv|day post vaccination|L064690||UMLS|E0753098||acronym|||||
|R272759|LAI|S039867|lai|long-acting injectable|L104427|long acting injectable|UMLS|E0755235|E0755234|acronym|||||
|R272973|APC|S005276|apc|anterior piriform cortex|L043173|anterior piriform cortex|UMLS|E0755440|E0755439|acronym|||||
|R272998|AHR|S004360|ahr|adjusted hazard ratio|L039803|adjusted hazard ratio|UMLS|E0755492|E0744416|acronym|||||
|R273088|BS|S009845|bs|Bachelor of Science|L006490||UMLS|E0755597|E0000709|acronym|||||
|R273089|BS|S009845|bs|Bachelor of Surgery|L006492||UMLS|E0755597|E0000710|acronym|||||
|R273119|BSH|S009891|bsh|bile salt hydrolase|L049989|bile salt hydrolase|UMLS|E0755636|E0755635|acronym|||||
|R273121|BTC|S010012|btc|benzenetricarboxylate|L049113|benzenetricarboxylate|UMLS|E0755639|E0553441|acronym|||||
|R273122|BTC|S010012|btc|benzene tricarboxylate|L049104|benzenetricarboxylate|UMLS|E0755639|E0553441|acronym|||||
|R273123|BTC|S010012|btc|benzene-tricarboxylate|L049110|benzenetricarboxylate|UMLS|E0755639|E0553441|acronym|||||
|R273492|CEL|S013350|cel|celecoxib|L055166|celecoxib|UMLS|E0755989|E0354479|abbreviation|||||
|R273493|CEL|S013350|cel|cellulose|L055448|cellulose|UMLS|E0755989|E0015775|abbreviation|||||
|R273494|CEL|S013350|cel|cellulase|L055445|cellulase|UMLS|E0755989|E0015766|abbreviation|||||
|R273556|CCR|S012767|ccr|clinical complete response|L058262|clinical complete response|UMLS|E0756045|E0756044|acronym|||||
|R273892|DDA|S018549|dda|dideoxyadenosine|L066882|dideoxyadenosine|UMLS|E0756381|E0022526|acronym|||||
|R273905|DOP|S019648|dop|degree of polarization|L065153||UMLS|E0756382||acronym|||||
|R273912|DF|S018767|df|degree of freedom|L065148||UMLS|E0756384||acronym|||||
|R274215|EPG|S022557|epg|egg per gram|L070781||UMLS|E0756704||acronym|||||
|R274664|EH|S022025|eh|essential hypertensive|L073952|essential hypertensive|UMLS|E0757110|E0757109|acronym|||||
|R275317|GDL|S027463|gdl|glucono-delta-lactone|L082095||UMLS|E0757613|E0757610|acronym|||||
|R275318|GDL|S027463|gdl|glucono-δ-lactone|L082096||UMLS|E0757613|E0757610|acronym|||||
|R275495|HPD|S032206|hpd|hematoporphyrin derivative|L085914|hematoporphyrin derivative|UMLS|E0757706|E0201379|acronym|||||
|R275496|HPD|S032206|hpd|haematoporphyrin derivative|L084419|hematoporphyrin derivative|UMLS|E0757706|E0201379|acronym|||||
|R275536|HSP|S032645|hsp|heatshock protein|L085676|heatshock protein|UMLS|E0757768|E0030987|acronym|||||
|R275537|HSP|S032645|hsp|heat shock protein|L085547|heatshock protein|UMLS|E0757768|E0030987|acronym|||||
|R275538|HSP|S032645|hsp|heat-shock protein|L085630|heatshock protein|UMLS|E0757768|E0030987|acronym|||||
|R275642|HOA|S032004|hoa|hydrophobic acid|L091375|hydrophobic acid|UMLS|E0757831|E0686357|abbreviation|||||
|R275776|HER|S030978|her|heroin|L087119|heroin|UMLS|E0757958|E0031437|abbreviation|||||
|R276561|MOB|S044989|mob|mobility|L112248|mobility|UMLS|E0758632|E0040630|abbreviation|||||
|R276562|MOB|S044989|mob|mobilisation|L112246|mobilisation|UMLS|E0758632|E0040631|abbreviation|||||
|R276563|MOB|S044989|mob|mobilization|L112250|mobilisation|UMLS|E0758632|E0040631|abbreviation|||||
|R276567|MOB|S044989|mob|mobilisation|L112246|mobilisation|UMLS|E0758633|E0040631|abbreviation|||||
|R276568|MOB|S044989|mob|mobilization|L112250|mobilisation|UMLS|E0758633|E0040631|abbreviation|||||
|R276569|Mob|S046599|mob|mobilisation|L112246|mobilisation|UMLS|E0758633|E0040631|abbreviation|||||
|R276570|Mob|S046599|mob|mobilization|L112250|mobilisation|UMLS|E0758633|E0040631|abbreviation|||||
|R276595|MFS|S044180|mfs|midwall fractional shortening|L111227|midwall fractional shortening|UMLS|E0758645|E0758643|acronym|||||
|R276596|MFS|S044180|mfs|mid-wall fractional shortening|L111111||UMLS|E0758645|E0758643|acronym|||||
|R276879|MED|S043920|med|minimal effective dose|L111493|minimal effective dose|UMLS|E0758859|E0208823|acronym|||||
|R276890|MWA|S045873|mwa|migraine with aura|L111234||UMLS|E0758868||acronym|||||
|R276891|MWA|S045873|mwa|migraine without aura|L111235||UMLS|E0758868||acronym|||||
|R276903|MY|S045902|my|million years|L111377||UMLS|E0758878||acronym|||||
|R276956|DOB|S019605|dob|dobutamine|L068943|dobutamine|UMLS|E0758938|E0023653|abbreviation|||||
|R276986|MPB|S045122|mpb|mobilised peripheral blood|L112247||UMLS|E0758961|E0758960|acronym|||||
|R276987|MPB|S045122|mpb|mobilized peripheral blood|L112251||UMLS|E0758961|E0758960|acronym|||||
|R277152|RBM|S059868|rbm|reticular basement membrane|L141621|reticular basement membrane|UMLS|E0759105|E0759099|acronym|||||
|R277154|RBM|S059868|rbm|reconstituted basement membrane|L139875||UMLS|E0759106|E0759100|acronym|||||
