GroupID|EntryID|SF|SFUI|NormSF|NSFUI|PrefSF|LF|LFUI|NormLF|PrefLF|Source|SFEUI|LFEUI|Type|Score|Count|Frequency|UMLS.CUI
|E236669|AAP|S003216|aap|N002964||accumulation associated protein|L037679|||UMLS|E0733598|E0733591|acronym||||
|E236670|AAP|S003216|aap|N002964||accumulation-associated protein|L037684|||UMLS|E0733598|E0733591|acronym||||
|E236799|MSN|S045527|msn|N045596||Master of Science in Nursing|L021416|||UMLS|E0733791||acronym||||
|E236929|MAP|S043174|map|N042545||Mycobacterium avium subspecies paratuberculosis|L022716|Mycobacterium avium subspecies paratuberculosis||UMLS|E0733965|E0733956|acronym||||
|E236989|CTAD|S015538|ctad|N017537||carboxyterminal transactivation domain|L054149|carboxyterminal transactivation domain||UMLS|E0734037|E0734035|acronym||||
|E236990|CTAD|S015538|ctad|N017537||carboxy terminal transactivation domain|L053991|carboxyterminal transactivation domain||UMLS|E0734037|E0734035|acronym||||
|E236991|CTAD|S015538|ctad|N017537||carboxy-terminal transactivation domain|L054015|carboxyterminal transactivation domain||UMLS|E0734037|E0734035|acronym||||
|E236992|CTAD|S015538|ctad|N017537||carboxyterminal trans-activation domain|L054148|||UMLS|E0734037|E0734035|acronym||||
|E236993|CTAD|S015538|ctad|N017537||carboxy terminal trans-activation domain|L053990|||UMLS|E0734037|E0734035|acronym||||
|E236994|CTAD|S015538|ctad|N017537||carboxy-terminal trans-activation domain|L054014|||UMLS|E0734037|E0734035|acronym||||
|E236995|CTAD|S015538|ctad|N017537||C-terminal transactivation domain|L007908|||UMLS|E0734037|E0734034|acronym||||
|E236996|CTAD|S015538|ctad|N017537||C-terminal trans-activation domain|L007907|||UMLS|E0734037|E0734034|acronym||||
|E237048|GLK|S027897|glk|N028258||glucokinase|L082092|glucokinase||UMLS|E0734090|E0067124|abbreviation||||
|E237049|GLK|S027897|glk|N028258||glucose kinase|L082143|glucose kinase||UMLS|E0734090|E0734081|abbreviation||||
|E237104|GCC|S027343|gcc|N027618||guanylatecyclase C|L084168|guanylatecyclase C||UMLS|E0734137|E0734129|acronym||||
|E237105|GCC|S027343|gcc|N027618||guanylate cyclase C|L084142|guanylatecyclase C||UMLS|E0734137|E0734129|acronym||||
|E237106|GCC|S027343|gcc|N027618||guanylatecyclase-C|L084169|guanylatecyclase C||UMLS|E0734137|E0734129|acronym||||
|E237107|GCC|S027343|gcc|N027618||guanylate cyclase-C|L084153|guanylatecyclase C||UMLS|E0734137|E0734129|acronym||||
|E237108|GCC|S027343|gcc|N027618||guanylylcyclase C|L084198|guanylylcyclase C||UMLS|E0734137|E0734124|acronym||||
|E237109|GCC|S027343|gcc|N027618||guanylyl cyclase C|L084173|guanylylcyclase C||UMLS|E0734137|E0734124|acronym||||
|E237110|GCC|S027343|gcc|N027618||guanylylcyclase-C|L084199|guanylylcyclase C||UMLS|E0734137|E0734124|acronym||||
|E237111|GCC|S027343|gcc|N027618||guanylyl cyclase-C|L084183|guanylylcyclase C||UMLS|E0734137|E0734124|acronym||||
|E237161|EMBO|S022305|embo|N022919||embolisation|L071697|embolisation||UMLS|E0734297|E0024898|abbreviation||||
|E237162|EMBO|S022305|embo|N022919||embolization|L071698|embolisation||UMLS|E0734297|E0024898|abbreviation||||
|E237314|α-MSH|S103768|α_msh|N076128||alpha melanocyte stimulating hormone|L041221|||UMLS|E0734529|E0694551|acronym||||
|E237315|α-MSH|S103768|α_msh|N076128||alpha-melanocyte stimulating hormone|L041450|||UMLS|E0734529|E0694551|acronym||||
|E237316|α-MSH|S103768|α_msh|N076128||alpha-melanocyte-stimulating hormone|L041452|||UMLS|E0734529|E0694551|acronym||||
|E237317|α-MSH|S103768|α_msh|N076128||α melanocyte stimulating hormone|L169806|||UMLS|E0734529|E0694551|acronym||||
|E237318|α-MSH|S103768|α_msh|N076128||α-melanocyte stimulating hormone|L169921|||UMLS|E0734529|E0694551|acronym||||
|E237319|α-MSH|S103768|α_msh|N076128||α-melanocyte-stimulating hormone|L169923|||UMLS|E0734529|E0694551|acronym||||
|E237931|HCAP|S030550|hcap|N030904||hexamethylmelamine, cyclophosphamide, Adriamycin and platinum diamminodichloride|L087387|||UMLS|E0734824||acronym||||
|E238401|MB|S043396|mb|N042780||Medicinae Baccalaureus|L021636|||UMLS|E0735329||acronym||||
|E238424|MB|S043396|mb|N042780||mesiobuccal|L109287|mesiobuccal||UMLS|E0735333|E0039687|acronym||||
|E238425|MB|S043396|mb|N042780||mesio buccal|L109281|mesiobuccal||UMLS|E0735333|E0039687|acronym||||
|E238426|MB|S043396|mb|N042780||mesio-buccal|L109282|mesiobuccal||UMLS|E0735333|E0039687|acronym||||
|E238433|IRI|S036849|iri|N037022||irinotecan|L098954|irinotecan||UMLS|E0735404|E0310158|abbreviation||||
|E238435|IR|S036742|ir|N036912||ischemia reperfusion|L099117|ischemia reperfusion||UMLS|E0735407|E0035933|acronym||||
|E238436|IR|S036742|ir|N036912||ischaemia reperfusion|L099083|ischemia reperfusion||UMLS|E0735407|E0035933|acronym||||
|E238437|IR|S036742|ir|N036912||ischemia-reperfusion|L099121|ischemia reperfusion||UMLS|E0735407|E0035933|acronym||||
|E238438|IR|S036742|ir|N036912||ischaemia-reperfusion|L099087|ischemia reperfusion||UMLS|E0735407|E0035933|acronym||||
|E238439|IR|S036742|ir|N036912||ischæmia reperfusion|L099160|||UMLS|E0735407|E0035933|acronym||||
|E238440|IR|S036742|ir|N036912||ischæmia-reperfusion|L099162|||UMLS|E0735407|E0035933|acronym||||
|E238441|IR|S036742|ir|N036912||ischemic reperfusion|L099148|ischemic reperfusion||UMLS|E0735407|E0735406|acronym||||
|E238442|IR|S036742|ir|N036912||ischaemic reperfusion|L099106|ischemic reperfusion||UMLS|E0735407|E0735406|acronym||||
|E238443|IR|S036742|ir|N036912||ischemic-reperfusion|L099153|ischemic reperfusion||UMLS|E0735407|E0735406|acronym||||
|E238444|IR|S036742|ir|N036912||ischaemic-reperfusion|L099111|ischemic reperfusion||UMLS|E0735407|E0735406|acronym||||
|E238472|CRE|S015112|cre|N017022||catabolite responsive element|L054795|catabolite responsive element||UMLS|E0735460|E0735452|acronym||||
|E238473|CRE|S015112|cre|N017022||catabolite-responsive element|L054797|catabolite responsive element||UMLS|E0735460|E0735452|acronym||||
|E238634|PV|S057214|pv|N057859||postvaccination|L132589|postvaccination||UMLS|E0735751|E0321608|acronym||||
|E238635|PV|S057214|pv|N057859||post-vaccination|L132042|||UMLS|E0735751|E0321608|acronym||||
|E238638|PV|S057214|pv|N057859||postvaccination|L132589|postvaccination||UMLS|E0735752|E0417656|acronym||||
|E238639|PV|S057214|pv|N057859||post-vaccination|L132042|||UMLS|E0735752|E0417656|acronym||||
|E238640|PV|S057214|pv|N057859||portalvenous|L131497|portalvenous||UMLS|E0735752|E0735750|acronym||||
|E238641|PV|S057214|pv|N057859||portal venous|L131478|portalvenous||UMLS|E0735752|E0735750|acronym||||
|E238642|PV|S057214|pv|N057859||portal-venous|L131495|portalvenous||UMLS|E0735752|E0735750|acronym||||
|E238643|PV|S057214|pv|N057859||paraventricular|L124517|paraventricular||UMLS|E0735752|E0045669|acronym||||
|E238644|PV|S057214|pv|N057859||para-ventricular|L124285|||UMLS|E0735752|E0045669|acronym||||
|E238645|p.v.|S094577|pv|N057859||postvaccination|L132589|postvaccination||UMLS|E0735752|E0417656|acronym||||
|E238646|p.v.|S094577|pv|N057859||post-vaccination|L132042|||UMLS|E0735752|E0417656|acronym||||
|E238652|PV|S057214|pv|N057859||portalvenous|L131497|portalvenous||UMLS|E0735753|E0735750|acronym||||
|E238653|PV|S057214|pv|N057859||portal venous|L131478|portalvenous||UMLS|E0735753|E0735750|acronym||||
|E238654|PV|S057214|pv|N057859||portal-venous|L131495|portalvenous||UMLS|E0735753|E0735750|acronym||||
|E238658|p.v.|S094577|pv|N057859||portalvenous|L131497|portalvenous||UMLS|E0735753|E0735750|acronym||||
|E238659|p.v.|S094577|pv|N057859||portal venous|L131478|portalvenous||UMLS|E0735753|E0735750|acronym||||
|E238660|p.v.|S094577|pv|N057859||portal-venous|L131495|portalvenous||UMLS|E0735753|E0735750|acronym||||
|E238661|PV|S057214|pv|N057859||portal vein|L131458|portal vein||UMLS|E0735754|E0049014|acronym||||
|E238991|post-evac|S096463|post_evac|N056126||postevacuation|L132311|postevacuation||UMLS|E0736240|E0607364|abbreviation||||
|E238992|post-evac|S096463|post_evac|N056126||post-evacuation|L131834|postevacuation||UMLS|E0736240|E0607364|abbreviation||||
|E239123|BAK|S008514|bak|N009609||BCL-2 homologous antagonist killer|L006399|||UMLS|E0736355|E0736354|acronym||||
|E239124|BAK|S008514|bak|N009609||BCL-2 homologous antagonist-killer|L006400|||UMLS|E0736355|E0736354|acronym||||
|E239125|BAK|S008514|bak|N009609||BCL-2 homologous antagonist/killer|L006401|||UMLS|E0736355|E0736354|acronym||||
|E239126|BAK|S008514|bak|N009609||Bcl-2 homologous antagonist killer|L006812|||UMLS|E0736355|E0736354|acronym||||
|E239127|BAK|S008514|bak|N009609||Bcl-2 homologous antagonist-killer|L006813|||UMLS|E0736355|E0736354|acronym||||
|E239128|BAK|S008514|bak|N009609||Bcl-2 homologous antagonist/killer|L006814|||UMLS|E0736355|E0736354|acronym||||
|E239129|BAK|S008514|bak|N009609||bcl-2 homologous antagonist killer|L048823|||UMLS|E0736355|E0736354|acronym||||
|E239130|BAK|S008514|bak|N009609||bcl-2 homologous antagonist-killer|L048824|||UMLS|E0736355|E0736354|acronym||||
|E239131|BAK|S008514|bak|N009609||bcl-2 homologous antagonist/killer|L048825|||UMLS|E0736355|E0736354|acronym||||
|E239383|CAI|S012145|cai|N013378||carbonic anhydrase I|L053910|carbonic anhydrase I||UMLS|E0736527|E0736526|acronym||||
|E239384|CAI|S012145|cai|N013378||carbonic anhydrase-I|L053924|carbonic anhydrase I||UMLS|E0736527|E0736526|acronym||||
|E240115|EDA|S021677|eda|N022245||ectodysplasin|L070617|ectodysplasin||UMLS|E0736687|E0520131|abbreviation||||
|E240116|EDA|S021677|eda|N022245||edaravone|L070648|edaravone||UMLS|E0736687|E0535270|abbreviation||||
|E240128|EDA|S021677|eda|N022245||extradomain A|L075818|extradomain A||UMLS|E0736694|E0585654|acronym||||
|E240129|EDA|S021677|eda|N022245||extra domain A|L075518|extradomain A||UMLS|E0736694|E0585654|acronym||||
|E240130|EDA|S021677|eda|N022245||extra-domain A|L075567|extradomain A||UMLS|E0736694|E0585654|acronym||||
|E240141|SK|S064679|sk|N064672||air kerma strength|L040530|air kerma strength||UMLS|E0736752|E0736751|acronym||||
|E240142|SK|S064679|sk|N064672||air-kerma strength|L040557|air kerma strength||UMLS|E0736752|E0736751|acronym||||
|E241274|post-PEG|S096446|post_peg|N056140||postpercutaneous endoscopic gastrostomy|L132476|postpercutaneous endoscopic gastrostomy||UMLS|E0736937|E0741661|acronym||||
|E241275|post-PEG|S096446|post_peg|N056140||post-percutaneous endoscopic gastrostomy|L131944|||UMLS|E0736937|E0741661|acronym||||
|E241279|2-D|S000650|2_d|N000442||twodimensional|L162819|twodimensional||UMLS|E0736962|E0062687|abbreviation||||
|E241280|2-D|S000650|2_d|N000442||two dimensional|L162730|twodimensional||UMLS|E0736962|E0062687|abbreviation||||
|E241281|2-D|S000650|2_d|N000442||2-dimensional|L001254|||UMLS|E0736962|E0062687|abbreviation||||
|E241282|2-D|S000650|2_d|N000442||two-dimensional|L162767|twodimensional||UMLS|E0736962|E0062687|abbreviation||||
|E241489|HI|S031233|hi|N031747||hypoxia ischemia|L092335|hypoxia ischemia||UMLS|E0737151|E0737150|acronym||||
|E241490|HI|S031233|hi|N031747||hypoxia ischaemia|L092333|hypoxia ischemia||UMLS|E0737151|E0737150|acronym||||
|E241491|HI|S031233|hi|N031747||hypoxia-ischemia|L092384|hypoxia ischemia||UMLS|E0737151|E0737150|acronym||||
|E241492|HI|S031233|hi|N031747||hypoxia/ischemia|L092391|hypoxia ischemia||UMLS|E0737151|E0737150|acronym||||
|E241493|HI|S031233|hi|N031747||hypoxia-ischaemia|L092382|hypoxia ischemia||UMLS|E0737151|E0737150|acronym||||
|E241494|HI|S031233|hi|N031747||hypoxia/ischaemia|L092389|hypoxia ischemia||UMLS|E0737151|E0737150|acronym||||
|E241567|DPM|S019763|dpm|N020663||Diploma in Psychological Medicine|L011895|||UMLS|E0737271|E0002114|acronym||||
|E241568|DPM|S019763|dpm|N020663||Doctor of Podiatric Medicine|L012006|||UMLS|E0737271|E0002126|acronym||||
|E241653|TP|S071211|tp|N070795||total phosphorus|L158554|total phosphorus||UMLS|E0737327|E0737326|acronym||||
|E241680|MTZ|S045726|mtz|N045845||metronidazole|L110540|metronidazole||UMLS|E0737426|E0040016|abbreviation||||
|E241688|CJ|S013986|cj|N015629||Campylobacter jejuni|L008531|Campylobacter jejuni||UMLS|E0737430|E0014871|acronym||||
|E241715|FH|S024776|fh|N025427||Flory-Huggins|L014482|||UMLS|E0737510|E0737509|acronym||||
|E242073|post RFA|S096419|post rfa|N056109||post radiofrequency ablation|L131721|post radiofrequency ablation||UMLS|E0738915|E0738913|acronym||||
|E242074|post RFA|S096419|post rfa|N056109||post-radiofrequency ablation|L131959|post radiofrequency ablation||UMLS|E0738915|E0738913|acronym||||
|E242075|post-RFA|S096450|post_rfa|N056144||post radiofrequency ablation|L131721|post radiofrequency ablation||UMLS|E0738915|E0738913|acronym||||
|E242076|post-RFA|S096450|post_rfa|N056144||post-radiofrequency ablation|L131959|post radiofrequency ablation||UMLS|E0738915|E0738913|acronym||||
|E242115|BOD|S009554|bod|N011082||burden of disease|L052542|||UMLS|E0739102||acronym||||
|E242502|HTM|S032860|htm|N033565||human trabecular meshwork|L090986|human trabecular meshwork||UMLS|E0740298|E0740290|acronym||||
|E242503|HTM|S032860|htm|N033565||human trabecular meshwork cell|L090987|human trabecular meshwork cell||UMLS|E0740298|E0740291|acronym||||
|E242504|hTM|S088111|htm|N033565||human trabecular meshwork|L090986|human trabecular meshwork||UMLS|E0740298|E0740290|acronym||||
|E242505|hTM|S088111|htm|N033565||human trabecular meshwork cell|L090987|human trabecular meshwork cell||UMLS|E0740298|E0740291|acronym||||
|E242566|LOV|S041027|lov|N040742||lovastatin|L104663|lovastatin||UMLS|E0740411|E0400820|abbreviation||||
|E242967|pre-BMT|S096627|pre_bmt|N056570||pre-bone marrow transplant|L132875|||UMLS|E0740934|E0740932|acronym||||
|E242968|pre-BMT|S096627|pre_bmt|N056570||pre-bone-marrow transplant|L132876|||UMLS|E0740934|E0740932|acronym||||
|E242973|pre-CRT|S096637|pre_crt|N056578||prechemoradiotherapy|L133064|prechemoradiotherapy||UMLS|E0740950|E0618253|acronym||||
|E242974|pre-CRT|S096637|pre_crt|N056578||pre-chemoradiotherapy|L132881|||UMLS|E0740950|E0618253|acronym||||
|E242977|pre-ICU|S096645|pre_icu|N056588||preintensive care unit|L133335|preintensive care unit||UMLS|E0740956|E0622001|acronym||||
|E242978|pre-ICU|S096645|pre_icu|N056588||pre-intensive care unit|L132929|||UMLS|E0740956|E0622001|acronym||||
|E242987|pre-MELD|S096666|pre_meld|N056612||pre-model for end-stage liver disease|L132963|||UMLS|E0740963|E0748193|acronym||||
|E242990|pre-ART|S096618|pre_art|N056557||pre-antiretroviral therapy|L132862|||UMLS|E0740967|E0740965|acronym||||
|E242993|pre-ECMO|S096639|pre_ecmo|N056580||pre-extracorporeal membrane oxygenation|L132908|||UMLS|E0740990|E0748194|acronym||||
|E243592|Fng|S026197|fng|N025865||fringe|L079706|fringe||UMLS|E0741620|E0028849|abbreviation||||
|E243598|FNG|S025135|fng|N025865||fibrinogen|L077296|fibrinogen||UMLS|E0741622|E0027719|abbreviation||||
|E243599|Fng|S026197|fng|N025865||fibrinogen|L077296|fibrinogen||UMLS|E0741622|E0027719|abbreviation||||
|E243691|AMR|S004949|amr|N005425||amrinone|L042300|amrinone||UMLS|E0741741|E0008689|abbreviation||||
|E244639|BLA|S009280|bla|N010789||betalactamase|L049771|betalactamase||UMLS|E0742147|E0012646|acronym||||
|E244640|BLA|S009280|bla|N010789||beta lactamase|L049380|betalactamase||UMLS|E0742147|E0012646|acronym||||
|E244641|BLA|S009280|bla|N010789||beta-lactamase|L049623|betalactamase||UMLS|E0742147|E0012646|acronym||||
|E244642|BLA|S009280|bla|N010789||βlactamase|L170335|||UMLS|E0742147|E0012646|acronym||||
|E244643|BLA|S009280|bla|N010789||β lactamase|L170093|||UMLS|E0742147|E0012646|acronym||||
|E244644|BLA|S009280|bla|N010789||β-lactamase|L170238|||UMLS|E0742147|E0012646|acronym||||
|E244854|C8|S011992|c8|N012726||eighth cervical nerve|L070834|eighth cervical nerve||UMLS|E0742192|E0742187|abbreviation||||
|E244951|CDH|S013121|cdh|N014549||cadherin|L052755|cadherin||UMLS|E0742231|E0014600|abbreviation||||
|E245563|T1D|S068694|t1d|N067689||type 1 diabetic|L162879|type 1 diabetic||UMLS|E0742335|E0693607|acronym||||
|E245628|T2D|S068740|t2d|N067733||type 2 diabetic|L162933|type 2 diabetic||UMLS|E0742350|E0729503|acronym||||
|E245629|T2D|S068740|t2d|N067733||type II diabetic|L163066|type 2 diabetic||UMLS|E0742350|E0729503|acronym||||
|E245631|T2D|S068740|t2d|N067733||type-2 diabetic|L163210|type 2 diabetic||UMLS|E0742350|E0729503|acronym||||
|E245633|T2D|S068740|t2d|N067733||type-II diabetic|L163248|type 2 diabetic||UMLS|E0742350|E0729503|acronym||||
|E245657|P6|S053132|p6|N051976||protein 6|L135416|protein 6||UMLS|E0742371|E0742361|abbreviation||||
|E247705|PK1|S055332|pk1|N054992||PRICKLE1|L025739|PRICKLE1||UMLS|E0742727|E0742725|abbreviation||||
|E247706|PK1|S055332|pk1|N054992||Prickle1|L027454|PRICKLE1||UMLS|E0742727|E0742725|abbreviation||||
|E247707|PK1|S055332|pk1|N054992||prickle1|L133798|PRICKLE1||UMLS|E0742727|E0742725|abbreviation||||
|E247708|PK1|S055332|pk1|N054992||PRICKLE-1|L025738|||UMLS|E0742727|E0742725|abbreviation||||
|E247709|PK1|S055332|pk1|N054992||Prickle-1|L027453|||UMLS|E0742727|E0742725|abbreviation||||
|E247710|PK1|S055332|pk1|N054992||prickle-1|L133797|||UMLS|E0742727|E0742725|abbreviation||||
|E247711|PK-1|S055321|pk_1|N054994||PRICKLE1|L025739|PRICKLE1||UMLS|E0742727|E0742725|abbreviation||||
|E247712|PK-1|S055321|pk_1|N054994||Prickle1|L027454|PRICKLE1||UMLS|E0742727|E0742725|abbreviation||||
|E247713|PK-1|S055321|pk_1|N054994||prickle1|L133798|PRICKLE1||UMLS|E0742727|E0742725|abbreviation||||
|E247714|PK-1|S055321|pk_1|N054994||PRICKLE-1|L025738|||UMLS|E0742727|E0742725|abbreviation||||
|E247715|PK-1|S055321|pk_1|N054994||Prickle-1|L027453|||UMLS|E0742727|E0742725|abbreviation||||
|E247716|PK-1|S055321|pk_1|N054994||prickle-1|L133797|||UMLS|E0742727|E0742725|abbreviation||||
|E248266|ETO|S023235|eto|N024015||etoposide|L074516|etoposide||UMLS|E0742839|E0026334|abbreviation||||
|E248268|ETO|S023235|eto|N024015||ethyleneoxide|L074479|ethyleneoxide||UMLS|E0742840|E0026309|abbreviation||||
|E248269|ETO|S023235|eto|N024015||ethylene oxide|L074400|ethyleneoxide||UMLS|E0742840|E0026309|abbreviation||||
|E248270|ETO|S023235|eto|N024015||ethylene oxyde|L074401|ethyleneoxide||UMLS|E0742840|E0026309|abbreviation||||
|E248271|ETO|S023235|eto|N024015||ethylene-oxide|L074422|ethyleneoxide||UMLS|E0742840|E0026309|abbreviation||||
|E248286|LTX|S041452|ltx|N041202||liver transplantation|L103984|liver transplantation||UMLS|E0742844|E0717842|abbreviation||||
|E248287|LTX|S041452|ltx|N041202||lung transplantation|L105440|lung transplantation||UMLS|E0742844|E0742841|abbreviation||||
|E248288|LTX|S041452|ltx|N041202||lung transplant|L105437|lung transplant||UMLS|E0742844|E0717849|abbreviation||||
|E248289|LTX|S041452|ltx|N041202||liver transplant|L103983|liver transplant||UMLS|E0742844|E0717848|abbreviation||||
|E248390|CTB|S015547|ctb|N017546||cholera toxin beta subunit|L056985|cholera toxin beta subunit||UMLS|E0742887|E0742883|acronym||||
|E248391|CTB|S015547|ctb|N017546||cholera toxin beta-subunit|L056986|cholera toxin beta subunit||UMLS|E0742887|E0742883|acronym||||
|E248392|CTB|S015547|ctb|N017546||cholera toxin β subunit|L056993|||UMLS|E0742887|E0742883|acronym||||
|E248393|CTB|S015547|ctb|N017546||cholera toxin β-subunit|L056994|||UMLS|E0742887|E0742883|acronym||||
|E248396|CTB|S015547|ctb|N017546||cholera toxin B subunit|L056983|cholera toxin B subunit||UMLS|E0742887|E0719586|acronym||||
|E248397|CTB|S015547|ctb|N017546||cholera toxin B-subunit|L056984|cholera toxin B subunit||UMLS|E0742887|E0719586|acronym||||
|E248452|COI|S014646|coi|N016391||cytochrome c oxidase subunit 1|L064082|cytochrome c oxidase subunit 1||UMLS|E0742904|E0696169|acronym||||
|E248453|COI|S014646|coi|N016391||cytochrome c oxidase subunit I|L064083|cytochrome c oxidase subunit 1||UMLS|E0742904|E0696169|acronym||||
|E248454|COI|S014646|coi|N016391||cytochrome-c oxidase subunit 1|L064109|cytochrome c oxidase subunit 1||UMLS|E0742904|E0696169|acronym||||
|E248455|COI|S014646|coi|N016391||cytochrome-c oxidase subunit I|L064110|cytochrome c oxidase subunit 1||UMLS|E0742904|E0696169|acronym||||
|E248456|COI|S014646|coi|N016391||cytochrome oxidase subunit 1|L064098|cytochrome oxidase subunit 1||UMLS|E0742904|E0742897|acronym||||
|E248457|COI|S014646|coi|N016391||cytochrome oxidase subunit I|L064099|cytochrome oxidase subunit 1||UMLS|E0742904|E0742897|acronym||||
|E248458|COI|S014646|coi|N016391||cytochrome oxidase 1|L064093|cytochrome oxidase 1||UMLS|E0742904|E0742898|acronym||||
|E248459|COI|S014646|coi|N016391||cytochrome oxidase I|L064094|cytochrome oxidase 1||UMLS|E0742904|E0742898|acronym||||
|E248460|COI|S014646|coi|N016391||cytochrome oxidase-1|L064101|cytochrome oxidase 1||UMLS|E0742904|E0742898|acronym||||
|E248461|COI|S014646|coi|N016391||cytochrome c oxidase 1|L064080|cytochrome c oxidase 1||UMLS|E0742904|E0742899|acronym||||
|E248462|COI|S014646|coi|N016391||cytochrome c oxidase I|L064081|cytochrome c oxidase 1||UMLS|E0742904|E0742899|acronym||||
|E248926|BCF|S008746|bcf|N009870||biochemical failure|L050163|biochemical failure||UMLS|E0743050|E0743049|acronym||||
|E248927|BCF|S008746|bcf|N009870||bio-chemical failure|L050119|||UMLS|E0743050|E0743049|acronym||||
|E249428|HPP|S032300|hpp|N032947||human pancreatic polypeptide|L090664|human pancreatic polypeptide||UMLS|E0743172|E0743169|acronym||||
|E249949|PC2|S053758|pc2|N053088||proinsulin convertase 2|L134643|proinsulin convertase 2||UMLS|E0743234|E0743232|acronym||||
|E249950|PC2|S053758|pc2|N053088||polycystin 2|L130564|polycystin 2||UMLS|E0743234|E0743222|acronym||||
|E249951|PC2|S053758|pc2|N053088||polycystin-2|L130567|polycystin 2||UMLS|E0743234|E0743222|acronym||||
|E249952|PC2|S053758|pc2|N053088||pachyonychia congenita type 2|L123614|pachyonychia congenita type 2||UMLS|E0743234|E0743224|acronym||||
|E249953|PC2|S053758|pc2|N053088||phytochelatin 2|L128828|phytochelatin 2||UMLS|E0743234|E0743231|acronym||||
|E249954|PC2|S053758|pc2|N053088||phytochelatin-2|L128830|phytochelatin 2||UMLS|E0743234|E0743231|acronym||||
|E250393|MBR|S043471|mbr|N042866||major breakpoint region|L106644|major breakpoint region||UMLS|E0743317|E0743311|acronym||||
|E250394|MBR|S043471|mbr|N042866||major break point region|L106640|major breakpoint region||UMLS|E0743317|E0743311|acronym||||
|E250395|MBR|S043471|mbr|N042866||major break-point region|L106642|major breakpoint region||UMLS|E0743317|E0743311|acronym||||
|E250567|PC1|S053755|pc1|N053085||first principal component|L077818|first principal component||UMLS|E0743388|E0743386|acronym||||
|E250568|PC1|S053755|pc1|N053085||principal component 1|L134089|principal component 1||UMLS|E0743388|E0743385|acronym||||
|E251087|PKD1|S055412|pkd1|N055082||polycystic kidney disease 1|L130543|polycystic kidney disease 1||UMLS|E0743521|E0743519|acronym||||
|E251088|PKD1|S055412|pkd1|N055082||polycystic kidney disease-1|L130549|polycystic kidney disease 1||UMLS|E0743521|E0743519|acronym||||
|E251183|Q1|S058780|q1|N058105||ubiquinone 1|L163456|ubiquinone 1||UMLS|E0743579|E0743577|abbreviation||||
|E251184|Q1|S058780|q1|N058105||ubiquinone-1|L163458|ubiquinone 1||UMLS|E0743579|E0743577|abbreviation||||
|E251804|SR-B1|S065692|sr_b1|N065884||scavenger receptor class B type 1|L143956|scavenger receptor class B type 1||UMLS|E0743799|E0714954|acronym||||
|E251805|SR-B1|S065692|sr_b1|N065884||scavenger receptor class B type I|L143957|scavenger receptor class B type 1||UMLS|E0743799|E0714954|acronym||||
|E252315|VASP|S074742|vasp|N073529||Visual Analogue Scale for Pain|L035739|||UMLS|E0743951||acronym||||
|E253072|Myr|S046913|myr|N046236||myricetin|L115143|myricetin||UMLS|E0744128|E0041757|abbreviation||||
|E253073|Myr|S046913|myr|N046236||myristate|L115144|myristate||UMLS|E0744128|E0069915|abbreviation||||
|E253455|IHH|S035565|ihh|N035522||Indian Hedgehog|L018144|Indian Hedgehog||UMLS|E0744238|E0744232|acronym||||
|E253456|IHH|S035565|ihh|N035522||Indian hedgehog|L018150|Indian Hedgehog||UMLS|E0744238|E0744232|acronym||||
|E253457|IHH|S035565|ihh|N035522||indian hedgehog|L093969|Indian Hedgehog||UMLS|E0744238|E0744232|acronym||||
|E253466|ZOL|S077425|zol|N075993||zoledronic acid|L169597|zoledronic acid||UMLS|E0744240|E0501192|abbreviation||||
|E253467|ZOL|S077425|zol|N075993||zoledronate|L169596|zoledronate||UMLS|E0744240|E0354500|abbreviation||||
|E253536|OTU|S051667|otu|N050894||ovarian tumor|L122957|ovarian tumor||UMLS|E0744285|E0744284|abbreviation||||
|E253537|OTU|S051667|otu|N050894||ovarian tumour|L122962|ovarian tumor||UMLS|E0744285|E0744284|abbreviation||||
|E253671|CCO|S012752|cco|N014178||cytochrom c oxidase|L063948|cytochrom c oxidase||UMLS|E0744336|E0020556|acronym||||
|E253672|CCO|S012752|cco|N014178||cytochromec oxidase|L064118|cytochrom c oxidase||UMLS|E0744336|E0020556|acronym||||
|E253673|CCO|S012752|cco|N014178||cytochrome C oxidase|L063954|cytochrom c oxidase||UMLS|E0744336|E0020556|acronym||||
|E253674|CCO|S012752|cco|N014178||cytochrome c oxidase|L064079|cytochrom c oxidase||UMLS|E0744336|E0020556|acronym||||
|E253675|CCO|S012752|cco|N014178||cytochrom-c oxidase|L063950|cytochrom c oxidase||UMLS|E0744336|E0020556|acronym||||
|E253676|CCO|S012752|cco|N014178||cytochrom-c-oxidase|L063951|cytochrom c oxidase||UMLS|E0744336|E0020556|acronym||||
|E253677|CCO|S012752|cco|N014178||cytochrome-c oxidase|L064108|cytochrom c oxidase||UMLS|E0744336|E0020556|acronym||||
|E253678|CCO|S012752|cco|N014178||cytochrome-c-oxidase|L064113|cytochrom c oxidase||UMLS|E0744336|E0020556|acronym||||
|E253781|PB1|S053584|pb1|N052924||first polar body|L077814|first polar body||UMLS|E0744399|E0744396|acronym||||
|E254513|PEX|S054534|pex|N053957||peroxin|L126756|peroxin||UMLS|E0744534|E0521036|abbreviation||||
|E254515|PEX|S054534|pex|N053957||plasma exchange|L129290|plasma exchange||UMLS|E0744535|E0048216|abbreviation||||
