LF1|LF2|Synonym
anti-β-2-glycoprotein-1 antibody|anti-beta-2-glycoprotein-1 antibody|
peroxisome-proliferator-activated receptor-gamma coactivator 1 alpha|peroxisome proliferator-activated receptor-γ co-activator 1 α|
interleukine-2 receptor α|interleukine 2 receptor-α|
matrix assisted laser desorption ionization time-of-flight mass spectrometry|matrix-assisted laser desorption/ionisation time-of-flight mass spectrometry|
T-cell-receptor γ δ-positive|T cell receptor-γ δ-positive|
anti-β2-glycoprotein 1 antibody|anti-beta-2 glycoprotein I antibody|
β2 glycoprotein-I|β-2-glycoprotein-1|
cross polarisation/magic angle spinning nuclear magnetic resonance|cross-polarisation/magic-angle spinning nuclear magnetic resonance|
GTP binding protein βγ subunit|GTP-binding protein βγ subunit|
cytosolic phospholipase A(2)-α|cytosolic phospholipase A2α|
staphylococcal scalded-skin syndrome|staphylococcal scalded skin syndrome|
Hb S/beta-thalassaemia|Hb S-beta thalassemia|
in vitro fertilization-embryo transfer|in vitro fertilisation/embryo transfer|
type 2 corticotrophin releasing hormone receptor|corticotrophin releasing hormone receptor 2|
anti-beta 2 glycoprotein I antibody|anti-beta 2-glycoprotein I antibody|
toll-interleukin-1 receptor domain-containing adapter-inducing interferon-beta|Toll-interleukin-1 receptor domain-containing adaptor inducing IFN-β|
interferon γ-1b|interferon γ1b|
non-commissioned officer|noncommissioned officer|
myelo-fibrosis|myelofibrosis|
interleukin-2 receptor α-chain|interleukin 2 receptor α chain|
β-2-glycoprotein-I|β2-glycoprotein I|
beta site amyloid precursor protein cleaving enzyme 1|beta-site amyloid precursor protein-cleaving enzyme 1|
peroxisome-proliferator-activated receptor-gamma coactivator 1 alpha|peroxisome proliferator-activated receptor γ coactivator 1α|
multilocus variable number tandem repeat analysis|multi-locus variable number tandem-repeat analysis|
inhibitor κB-α|inhibitor κBα|
peroxisome proliferator-activated receptor-gamma coactivator-1alpha|peroxisome proliferator-activated receptor gamma co-activator 1 alpha|
3.6-kilobase|7-kilobase|
recombinant human transforming growth factor-beta 3|recombinant human transforming growth factor β3|
anti-β-2-glycoprotein-1 antibody|anti-beta2-glycoprotein I antibody|
eukaryotic translation elongation factor-1 α 1|eukaryotic translation elongation factor-1-α-1|
interleukin-4 receptor-α chain|interleukine-4 receptor-alpha chain|
American Society of Anesthesiology status IV|American Society of Anesthesiology Class 4|
invariant T cell receptor V α14|invariant T-cell receptor V α 14|
enzyme linked immunoabsorbant assay|enzyme-linked-immunosorbent assay|
inhibitor-κB β|inhibitor-κB beta|
anti-β2 glycoprotein-1 antibody|anti-beta2-glycoprotein-I antibody|
American Society of Anaesthesiology class III|American Society of Anaesthesiology physical status 3|
Fas-associated death domain-like interleukin-1 β-converting enzyme-inhibitory protein|Fas-associated death domain-like interleukin-1beta converting enzyme-inhibitory protein|
latent transforming growth factor-β binding protein-1|latent transforming growth factor β binding protein 1|
cross polarisation/magic-angle-spinning nuclear magnetic resonance|cross-polarisation/magic angle spinning nuclear magnetic resonance|
β site amyloid precursor protein-cleaving enzyme-1|beta site amyloid precursor protein-cleaving enzyme-1|
peroxisome proliferator-activated receptor-gamma coactivator-1 alpha|peroxisome proliferator-activated receptor-γ coactivator-1 α|
anti-beta(2)-glycoprotein I antibody|anti-beta2 glycoprotein I antibody|
platelet-derived growth factor receptor-β|platelet-derived growth factor receptor beta|
cross polarization magic-angle spinning nuclear magnetic resonance spectroscopy|cross-polarization/magic angle spinning nuclear magnetic resonance spectroscopy|
anti-β2 glycoprotein 1 antibody|anti-beta 2-glycoprotein-I antibody|
interleukine 13 receptor α2 chain|interleukine 13 receptor α 2-chain|
oestrogen receptor β knock out|estrogen receptor-β knockout|
interleukin-13 receptor alpha1 chain|interleukin-13 receptor alpha 1-subunit|
interleukin-2 receptor-α|interleukine-2 receptor α-subunit|
cross-polarization magic-angle-spinning nuclear magnetic resonance|cross-polarization/magic-angle spinning nuclear magnetic resonance|
T-cell receptor-gamma delta-positive|T-cell receptor-γ δ-positive|
interleukin 13 receptor alpha2 subunit|interleukine-13 receptor-α2 subunit|
anti-beta-2 glycoprotein-I antibody|anti-beta(2)-glycoprotein-I antibody|
toll/interleukin1 receptor domain-containing adapter-inducing interferon beta|Toll-interleukin 1 receptor domain-containing adapter-inducing interferon β|
vesicular monoamine transporter 2|vesicular monoamine transporter type 2|
Fabry-Perot laser diode|Fabry-Pérot laser diode|
impulse oscillometry|impulse oscillometry system|
pre beta 1 high-density lipoprotein|pre-β 1 high density lipoprotein|
anti-β2 glycoprotein-1 antibody|anti-β 2-glycoprotein I antibody|
enzyme linked immunosorbent assay|enzyme-linked immunosorbant assay|
T cell receptor-γδ-positive|T cell receptor-γ δ-positive|
interleukin1 β|interleukin-1-β|
anti-beta-2 glycoprotein-1 antibody|anti-beta2 glycoprotein-I antibody|
T cell receptor γ δ-positive|T-cell receptor-γ δ-positive|
latent transforming growth factor β binding protein-1|latent transforming growth factor-beta binding protein-1|
extra-renal Wilms' tumour|extra-renal Wilm's tumour|
cross polarization magic angle spinning nuclear magnetic resonance|cross polarization/magic angle spinning nuclear magnetic resonance|
oxidized low density lipoprotein receptor-1|oxidised low density lipoprotein receptor-1|
anti-T cell receptor α/β monoclonal antibody|anti-T-cell receptor α/β monoclonal antibody|
American Society of Anaesthesiology status I|American Society of Anaesthesiologists Status 1|
interleukine 5 receptor α chain|interleukine 5 receptor α|
phospholipase C β2|phospholipase C-β2|
Toll-interleukin-1 receptor domain-containing adaptor inducing IFN-β|Toll-interleukin1 receptor domain-containing adapter-inducing interferon beta|
glycosyl-phosphatidylinositol-linked protein|glycosyl phosphatidyl inositol-linked protein|
glycogen synthase kinase 3β|glycogen synthase kinase 3beta|
T-cell receptor γδ-positive|T-cell-receptor-γ δ-positive|
American Society of Anaesthesiology grade II|American Society of Anaesthesiology Grade II|
cross polarisation/magic angle spinning nuclear magnetic resonance|cross-polarisation magic-angle spinning nuclear magnetic resonance|
phospholipase-C δ1|phospholipase C-δ(1)|
tumour necrosis factor-α|tumor necrosis factor-a|
peroxisome proliferator-activated receptor gamma co-activator-1 alpha|peroxisome proliferator-activated receptor-gamma co-activator 1 alpha|
stromal derived factor 1alpha|stromal derived factor-1 alpha|
hairy and enhancer of split 1|hairy/enhancer of split 1|
anti-beta 2 glycoprotein I antibody|anti-beta-2-glycoprotein 1 antibody|
Toll-interleukin1 receptor domain-containing adapter-inducing interferon-β|toll-interleukin1 receptor domain-containing adapter inducing interferon beta|
peroxisome proliferator activated receptor γ-2|peroxisome proliferator activated receptor-γ 2|
receiver operating curve|receiver operator curve|
pegylated interferon alfa-2b|pegylated interferon-alfa-2b|
beta-APP cleaving enzyme 1|beta-site APP-cleaving enzyme-1|
interleukin-2 receptor-α|interleukin-2 receptor α subunit|
Toll-like receptor-6|Toll-like receptor 6|
multicriteria decision analysis|multi-criteria decision analysis|
recombinant human interleukin-1 β|recombinant human interleukin-1β|
toll-interleukin-1 receptor domain-containing adapter-inducing interferon β|toll/interleukin 1 receptor domain-containing adapter-inducing interferon β|
toll-interleukin 1 receptor domain-containing adapter-inducing interferon-beta|Toll/interleukin-1 receptor domain-containing adapter-inducing interferon-β|
oestrogen receptor α knockout mouse|estrogen receptor alpha knockout mouse|
anti-β 2 glycoprotein-I antibody|anti-β 2-glycoprotein I antibody|
anti-β2 glycoprotein-I antibody|anti-beta2 glycoprotein 1 antibody|
T cell receptor γδ-positive|T-cell-receptor-γ δ-positive|
β site amyloid precursor protein cleaving enzyme-2|β-site amyloid precursor protein-cleaving enzyme 2|
peroxisome proliferator activated receptor γ2|peroxisome proliferator-activated receptor-γ 2|
receptor-like protein tyrosine phosphatase-ζ|receptor protein tyrosine phosphatase ζ|
di-(2-ethylhexyl)-phthalate|di(2-ethylhexyl)phthalate|
Bcl-2-associated X-protein|BCL2 associated X-protein|
β-2 glycoprotein-I|β2-glycoprotein I|
interleukin-2 receptor α|interleukin-2 receptor α subunit|
sulphobutylether-beta-cyclodextrin|sulfobutyl ether-β-cyclodextrin|
GTP binding protein βγ subunit|GTP-binding protein βgamma subunit|
silicon intensified target camera|silicon-intensified target camera|
peroxisome-proliferator-activated receptor-gamma co-activator 1 alpha|peroxisome-proliferator-activated receptor-gamma co-activator-1alpha|
retinoic-acid-receptor-related orphan receptor-γ|retinoic-acid-receptor-related orphan receptor-gamma|
human adenovirus serotype 24|human adenovirus type 24|
ultrasonogram|ultra-sonography|
matrix-assisted laser desorption/ionization time of flight mass spectrometric|matrix assisted laser desorption/ionisation time-of-flight mass spectrometry|
aminoterminal pro B-type natriuretic peptide|amino-terminal pro-B-type natriuretic peptide|
T cell receptor-γδ-positive|T cell receptor-gammadelta-positive|
toll-interleukin1 receptor domain-containing adapter inducing interferon β|toll-interleukin-1 receptor domain-containing adaptor inducing IFN-β|
anti-beta2-glycoprotein I antibody|anti-β-2 glycoprotein I antibody|
American Society of Anaesthesiology class 1|American Society of Anesthesiology status I|
interleukine 13 receptor α2 chain|interleukine 13 receptor α2 subunit|
receptor-like protein-tyrosine phosphatase-α|receptor-like protein-tyrosine phosphatase alpha|
cyclic guanosine monophosphate-dependent protein kinase Iα|cyclic guanosine monophosphate-dependent protein kinase Ialpha|
GTP-binding protein βγ-subunit|GTP binding protein βγ subunit|
interleukin 1β-converting enzyme|interleukin-1 beta converting enzyme|
β2-glycoprotein 1|β(2) glycoprotein I|
polo-like kinase-1|polo-like kinase 1|
anti-toll like receptor 2 monoclonal antibody|anti-toll-like receptor-2 monoclonal antibody|
quantitative electro-encephalogram|quantitative electroencephalographic|
interleukin-15 receptor α-chain|interleukine-15 receptor alpha|
T-cell receptor-γδ-positive|T-cell receptor γ δ-positive|
interleukin-13 receptor α 2-chain|interleukin-13 receptor α2 chain|
ligand-induced binding sites|ligand-induced binding site|
thymosin-β-4|thymosin-β 4|
thoracic aortic aneurysm|thoracoabdominal aortic aneurysm|
computer assisted semen analysis|computer aided sperm analysis|
anti-beta(2)-glycoprotein-I antibody|anti-beta 2 glycoprotein 1 antibody|
Toll-interleukin-1 receptor domain-containing adapter-inducing interferon beta|Toll/interleukin 1 receptor domain-containing adapter-inducing interferon-beta|
interleukine 13 receptor α2-chain|interleukine-13 receptor α 2-chain|
T1-weighted images|T1- and T2-weighted images|
American Society of Anaesthesiologists Grade II|American Society of Anesthesiology status 2|
Toll/interleukin-1 receptor domain-containing adapter-inducing interferon-beta|toll/interleukin1 receptor domain-containing adapter-inducing interferon-beta|
Fagerström tolerance questionnaire|Fagerström Tolerance Questionnaire|
glutathione S-transferase-pi|glutathione-S-transferase-pi|
American Society of Anesthesiology class III|American Society of Anesthesiology grade III|
recombinant human transforming growth factor β1|recombinant human transforming growth factor-beta 1|
anti-β-2-glycoprotein 1 antibody|anti-β2-glycoprotein-1 antibody|
biodesulfurisation|bio-desulphurization|
Toll-interleukin 1 receptor domain-containing adapter-inducing interferon β|toll-interleukin-1 receptor domain-containing adaptor inducing IFN-beta|
alpha 1-anti-trypsin|alpha 1 anti-trypsin|
toll-interleukin1 receptor domain-containing adapter-inducing interferon β|Toll-interleukin1 receptor domain-containing adapter-inducing interferon-beta|
β site amyloid precursor protein cleaving enzyme-2|beta-site amyloid precursor protein-cleaving enzyme-2|
T-cell receptor-γδ-positive|T cell receptor-γδ-positive|
transforming growth factor β-activated kinase 1|transforming-growth-factor-beta-activated kinase-1|
interleukine 13 receptor α 2 chain|interleukine 13 receptor α2 subunit|
C-C chemokine receptor-1|C-C chemokine receptor 1|
American Society of Anaesthesiology grade I|American Society of Anaesthesiology class 1|
receptor-like protein tyrosine phosphatase κ|receptor protein-tyrosine phosphatase κ|
hereditary sensory and autonomic neuropathy type I|hereditary sensory and autonomic neuropathy type 1|
interleukin1 β|interleukin-1β|
American Society of Anaesthesiology class 2|American Society of Anaesthesiology grade 2|
toll-IL-1 receptor domain-containing adaptor-inducing IFNbeta|toll/IL-1 receptor domain-containing adaptor-inducing IFNβ|
sex-determining region Y-box 7|sex determining region Y-box 7|
clinical global impressions improvement of illness scale|clinical global impressions improvement scale|
β-amyloid precursor protein-cleaving enzyme-1|beta site amyloid precursor protein-cleaving enzyme|
anti-β (2)-glycoprotein I antibody|anti-β (2)-glycoprotein-I antibody|
ERβ knock out mouse|ERβ knockout mouse|
proteinase activated receptor 2|protease-activated receptor 2|
mitogen activated protein kinase activated protein kinase 3|mitogen activated protein kinase-activated protein kinase-3|
peripheral blood stem cell transplants|peripheral blood stem cell transplantation|
Toll/interleukin-1 receptor domain-containing adaptor inducing IFN-beta|toll/interleukin 1 receptor domain-containing adapter-inducing interferon-β|
interleukin 2 receptor α|interleukine-2 receptor α subunit|
computed-tomography|computerized tomography|
interleukin-2 receptor α|interleukin 2 receptor-α|
T-cell receptor gammadelta-positive|T-cell receptor-gammadelta-positive|
A disintegrin and metalloprotease 5|a disintegrin and metalloprotease-5|
Minimally modified low density lipoprotein|minimally modified low-density lipoprotein|
galactorrhœa-amenorrhea hyperprolactinaemia syndrome|galactorrhœa amenorrhœa hyperprolactinaemia syndrome|
American Society of Anesthesiology Class 4|American Society of Anaesthesiologists Grade IV|
neural-precursor-cell-expressed developmentally downregulated 4|neural-precursor cell-expressed developmentally down-regulated 4|
pituitary adenylate cyclase-activating polypeptide type 1 receptor|pituitary adenylate cyclase activating polypeptide type 1 receptor|
inhibitor κB alpha|inhibitor-κ B alpha|
TSH-binding inhibitor immunoglobulins|TSH-binding inhibitory immunoglobulin|
Familial Combined Hyperlipidemia|familial combined hyperlipidemia|
ERα knockout mouse|ER α knock-out mouse|
interleukine 4 receptor α|interleukin-4 receptor-α|
anti-β-2 glycoprotein-1 antibody|anti-beta-2 glycoprotein 1 antibody|
anti-β(2) glycoprotein I antibody|anti-beta2-glycoprotein I antibody|
encephalo-myosynangiosis|encephalomyosynangiosis|
anti-beta2 glycoprotein-I antibody|anti-beta2-glycoprotein-1 antibody|
IL-13 receptor α2-chain|IL13 receptor alpha2 chain|
interleukin 13 receptor α 2 subunit|interleukine 13 receptor α 2-chain|
β-2-glycoprotein-I|β2-glycoprotein I|
transforming growth factor type β|transforming growth factor type beta|
anti-beta2-glycoprotein-I antibody|anti-beta2-glycoprotein-1 antibody|
para-chloromercuriphenylsulphonate|p-chloromercuriphenyl sulphonic acid|
pro-collagen type-III amino-terminal peptide|procollagen type III aminoterminal peptide|
head, ears, eyes, nose and throat|head, eyes, ears, nose and throat|
ventroposterolateral nucleus|ventral posterior lateral nucleus|
multidetector computed tomographic scan|multi-detector computed tomography scan|
American Society of Anaesthesiologists Grade 1|American Society of Anaesthesiology class I|
Ω-conotoxin|ω-conotoxin|
anti-β(2)-glycoprotein I antibody|anti-β(2) glycoprotein-I antibody|
peroxisome proliferator-activated receptor-gamma coactivator-1alpha|peroxisome-proliferator-activated receptor-gamma coactivator 1 alpha|
matrix-assisted laser desorption/ionisation mass spectrometry|matrix-assisted laser desorption/ionization mass spectrometry|
β(2)-glycoprotein I|β-2-glycoprotein 1|
β(2)-glycoprotein I|β-2-glycoprotein 1|
carbon-14-labelled|carbon-14 labelled|
T cell receptor α/β|T cell receptor-αβ|
anti-kappa light-chain monoclonal antibody|anti-kappa light chain monoclonal antibody|
peroxisome proliferator-activated receptor γ coactivator-1 α|peroxisome-proliferator-activated receptor gamma coactivator 1alpha|
Standard Pseudoisochromatic Plates Part 2|Standard Pseudoisochromatic Plates part 2|
receptor protein-tyrosine phosphatase ψ|receptor protein tyrosine phosphatase psi|
IL4 receptor α|IL4 receptor alpha|
homozygous α 1-proteinase inhibitor deficiency|homozygous α-1-proteinase inhibitor deficiency|
hepatic sinusoidal endothelium|hepatic sinusoidal endothelial|
β(2)-glycoprotein-I|β 2 glycoprotein I|
receptor-like protein tyrosine phosphatase-η|receptor protein tyrosine phosphatase-η|
T-cell receptor-γδ-positive|T cell receptor-γ δ-positive|
anti-β-2 glycoprotein-I antibody|anti-β2 glycoprotein 1 antibody|
phosphorylated cyclic-AMP response element-binding protein|phospho-cAMP response element binding protein|
alpha-methylacyl coenzyme-A racemase|alpha-methyl-acyl-coenzyme A racemase|
β-site amyloid precursor protein cleaving enzyme 1|β-amyloid precursor protein cleaving enzyme 1|
insulin-like growth factor-II messenger RNA-binding protein 1|insulin-like growth factor II mRNA-binding protein 1|
interleukin-6 receptor alpha|interleukin-6 receptor α|
alpha-1 protease inhibitor|alpha 1 proteinase inhibitor|
T cell receptor gamma delta-positive|T-cell receptor gamma delta-positive|
receptor-like protein tyrosine phosphatase-ζ|receptor-like protein tyrosine phosphatase zeta|
pegylated interferon alfa-2b|pegylated interferon-alpha-2b|
G protein βgamma subunit|GTP-binding protein βgamma subunit|
cross polarisation/magic angle spinning nuclear magnetic resonance|cross-polarisation/magic angle spinning nuclear magnetic resonance|
interleukin-15 receptor-α|interleukine-15 receptor α subunit|
multifluor fluorescence in situ hybridisation|multiplex fluorescence in situ hybridization|
American Society of Anaesthesiologists status 1|American Society of Anesthesiologists Grade 1|
American Society of Anesthesiologists Class 3|American Society of Anesthesiology Class III|
monoamino oxidase A|monoamineoxidase|
receptor-like protein tyrosine phosphatase-ψ|receptor protein tyrosine phosphatase psi|
pre β 1 high-density lipoprotein|preβ-1 high-density lipoprotein|
interleukine-4 receptor-alpha chain|interleukine-4 receptor α chain|
macrophage-inflammatory protein-1α|macrophage-inflammatory protein 1 α|
peroxisome-proliferator-activated receptor-gamma co-activator 1alpha|peroxisome proliferator-activated receptor gamma co-activator-1 alpha|
interleukine-13 receptor α 2 subunit|interleukin-13 receptor α2 subunit|
phospholipase Cδ1|phospholipase C δ(1)|
Toll/interleukin1 receptor domain-containing adapter-inducing interferon β|toll-interleukin 1 receptor domain-containing adapter-inducing interferon β|
interleukin 4 receptor α|interleukin 4 receptor alpha|
α-amino-butyric acid|alpha-amino-butyric acid|
glial-cell derived neurotrophic factor|glial derived neurotrophic factor|
toll-interleukin-1 receptor domain-containing adapter-inducing interferon-β|toll-interleukin 1 receptor domain-containing adapter-inducing interferon beta|
American Society of Anesthesiologists status 4|American Society of Anaesthesiologists grade IV|
American Society of Anaesthesiology status III|American Society of Anesthesiologists physical status 3|
interleukin 11 receptor α|interleukin-11 receptor α subunit|
T cell receptor αβ|T cell receptor-αβ|
anti-β2-glycoprotein I antibody|anti-β2-glycoprotein 1 antibody|
ER α knock-out mouse|ERalpha knockout mouse|
corticotrophin releasing factor receptor-1|corticotrophin-releasing factor receptor-1|
anti-beta(2)-glycoprotein I antibody|anti-β (2)-glycoprotein I antibody|
alkylhydroperoxide reductase|alkylhydroperoxide reductase subunit C|
horizontal limb of the diagonal band|horizontal limb of the diagonal band of Broca|
anti-β-2-glycoprotein 1 antibody|anti-β-2 glycoprotein 1 antibody|
laser desorption ionisation time-of-flight mass spectrometry|laser-desorption ionization time of flight mass spectrometry|
β-site APP cleaving enzyme 2|β site APP cleaving enzyme-2|
core binding factor α1|core binding factor alpha1|
anti-beta2-glycoprotein I antibody|anti-beta-2-glycoprotein 1 antibody|
cross polarisation magic-angle-spinning nuclear magnetic resonance|cross polarisation magic angle spinning nuclear magnetic resonance|
anti-beta 2 glycoprotein I antibody|anti-β(2)-glycoprotein-I antibody|
anti-β-2 glycoprotein-I antibody|anti-beta(2) glycoprotein-I antibody|
anti-beta2-glycoprotein I antibody|anti-β2 glycoprotein I antibody|
T-cell-receptor γ δ-positive|T-cell receptor-γ δ-positive|
peroxisome-proliferator-activated receptor-γ coactivator 1 α|peroxisome proliferator-activated receptor γ co-activator-1α|
anti-β2 glycoprotein-I antibody|anti-beta 2 glycoprotein 1 antibody|
transforming growth factor β1|transforming growth factor-β1|
human-leukocyte-associated antigen|human leukocyte-associated antigen|
anti-β (2)-glycoprotein I antibody|anti-beta2 glycoprotein-I antibody|
activated Cdc42 associated tyrosine kinase 2|activated Cdc42-associated tyrosine kinase-2|
anti-β 2-glycoprotein I antibody|anti-beta 2-glycoprotein-I antibody|
anti-β-2 glycoprotein I antibody|anti-β-2 glycoprotein 1 antibody|
insulin-like growth factor-1-mediated|insulinlike growth factor I-mediated|
polyA binding protein nuclear 1|poly (A) binding protein nuclear 1|
interleukin 7 receptor α subunit|interleukin 7 receptor α chain|
β 2 glycoprotein I|β(2)glycoprotein-I|
dimethylamine|dimethylaniline|
receiver operator characteristic curve analysis|receiver operating characteristic curve analysis|
anti-T cell receptor α β antibody|anti-T-cell receptor-αβ antibody|
Toll-interleukin1 receptor domain-containing adapter-inducing interferon-β|Toll/interleukin 1 receptor domain-containing adapter-inducing interferon-beta|
programmed temperature vapourisation|programmable temperature vaporiser|
homozygous α 1-proteinase inhibitor deficiency|homozygous alpha-1-proteinase inhibitor deficiency|
phosphorylated cyclic AMP responsive element-binding protein|phosphorylated cAMP-responsive element-binding protein|
T-cell receptor-γδ-positive|T-cell-receptor γ δ-positive|
alpha-1,3 galactosyltransferase|alpha-glucosyltransferase|
anti-beta(2)-glycoprotein-I antibody|anti-β2-glycoprotein-1 antibody|
interleukin-13 receptor α 2 chain|interleukine-13 receptor α 2-chain|
IL4R alpha chain|IL-4R alpha chain|
anti-beta(2) glycoprotein I antibody|anti-beta 2 glycoprotein 1 antibody|
peroxisome proliferator-activated receptor γ-1|peroxisome proliferator-activated receptor-γ1|
γ-amino-butyric acid type B receptor|gamma-amino butyric acid B receptor|
In vitro fertilization|vitro fertilization|
American Society of Anesthesiologists grade 2|American Society of Anesthesiology grade II|
cross polarisation/magic-angle spinning nuclear magnetic resonance spectroscopy|cross polarisation magic-angle-spinning nuclear magnetic resonance spectroscopy|
5'-adenylyl imidodiphosphate|adenylyl-imido diphosphate|
peroxisome proliferator-activated receptor γ co-activator 1 α|peroxisome proliferator-activated receptor-γ co-activator 1 α|
soluble receptor activator of nuclear factor kappa-B ligand|soluble receptor activator of nuclear factor kappa B ligand|
anti-β 2 glycoprotein 1 antibody|anti-beta 2 glycoprotein 1 antibody|
toll-interleukin 1 receptor domain-containing adapter-inducing interferon-β|Toll/interleukin 1 receptor domain-containing adapter-inducing interferon β|
interleukine-13 receptor alpha1|interleukine-13 receptor alpha1 subunit|
anti-beta-2-glycoprotein-I antibody|anti-beta 2 glycoprotein-I antibody|
generalised tonic clonic convulsion|generalised tonic-clonic convulsion|
fluorine-18-fluoro-deoxy-glucose|fluorine 18-labeled fluorodeoxyglucose|
anti-β-2-glycoprotein I antibody|anti-beta2-glycoprotein-I antibody|
G protein gamma-like domain|G-protein gamma-subunit-like domain|
intracellular free calcium concentration|intracellular calcium concentration|
latent transforming growth factor beta-binding protein-1|latent transforming growth factor-β binding protein 1|
estrogen receptor α knockout mouse|estrogen receptor alpha knockout mouse|
cross-polarisation magic angle spinning nuclear magnetic resonance|cross-polarization/magic-angle-spinning nuclear magnetic resonance|
high-resolution computed tomographic|high resolution computed tomography|
enzyme-linked-immunosorbant-assay|enzyme linked immuno-sorbant assay|
peroxisome proliferator-activated receptor-γ co-activator-1α|peroxisome proliferator-activated receptor-gamma coactivator 1alpha|
G protein γ-like domain|G-protein gamma-like domain|
β-2 glycoprotein I|β(2) glycoprotein I|
post-adrenocorticotrophic hormone|postadrenocorticotropic hormone|
anti-β 2-glycoprotein-I antibody|anti-β-2-glycoprotein I antibody|
Tc-99m hexamethylpropylene amineoxime|hexamethylpropyleneamineoxime|
fluorine 18-labelled fluorodeoxyglucose|fluorine 18 fluoro-deoxy-glucose|
anti-β (2)-glycoprotein I antibody|anti-beta-2 glycoprotein I antibody|
anti-β-2-glycoprotein I antibody|anti-beta2-glycoprotein 1 antibody|
β amyloid precursor protein cleaving enzyme-2|beta-amyloid precursor protein cleaving enzyme 2|
anti-β(2)-glycoprotein I antibody|anti-β2-glycoprotein-1 antibody|
T-cell receptor gammadelta-positive|T cell receptor-gamma delta-positive|
gastro-intestinal bleeding|gastrointestinal bleed|
stromal-derived factor-1-alpha|stromal-derived factor 1 α|
peroxisome proliferator activated receptor gamma2|peroxisome proliferator activated receptor-gamma 2|
human transforming growth factor-β1|human transforming growth factor beta1|
prostaglandin F-2α|prostaglandin F-2alpha|
anti-beta2 glycoprotein I antibody|anti-β2 glycoprotein 1 antibody|
ER-β knock out|ER β knockout|
anti-beta-2-glycoprotein-1 antibody|anti-β 2-glycoprotein I antibody|
estrogen receptor α knockout|oestrogen receptor α knock-out|
American Society of Anesthesiology class 2|American Society of Anesthesiology grade II|
cross-polarisation/magic-angle-spinning nuclear magnetic resonance|cross polarisation/magic-angle spinning nuclear magnetic resonance|
insulin-like growth factor-II mRNA-binding protein 2|insulin-like growth factor-II mRNA binding protein 2|
src homology 2 domain-containing protein tyrosine phosphatase-2|Src homology 2-containing protein-tyrosine phosphatase 2|
receptor-like protein-tyrosine phosphatase-psi|receptor-like protein tyrosine phosphatase-psi|
apolipoprotein AI|apolipoprotein A1|
peroxisome-proliferator-activated receptor-γ co-activator-1 α|peroxisome-proliferator-activated receptor-gamma coactivator-1 alpha|
anti-β 2 glycoprotein 1 antibody|anti-β-2-glycoprotein-I antibody|
interleukin 7 receptor α|interleukine 7 receptor α-chain|
β amyloid precursor protein cleaving enzyme-2|beta-amyloid precursor protein cleaving enzyme 2|
luteinizing-hormone-releasing-hormone|luteinising-hormone-releasing-hormone|
25-hydroxy-vitamin D(3)|25-hydroxy vitamin D3|
anti-β 2 glycoprotein I antibody|anti-β-2 glycoprotein I antibody|
human adenovirus type 26|human adenovirus serotype 26|
insulin-like growth factor II messenger RNA-binding protein 1|insulin-like growth factor II mRNA-binding protein-1|
amyloid-β 1-40|amyloid-beta 1-40|
anti-β(2)-glycoprotein 1 antibody|anti-β(2) glycoprotein-I antibody|
interferon stimulated gene factor 3γ|interferon-stimulated gene factor 3gamma|
anti-human T cell lymphotropic virus type-I antibody|anti-human T-cell lymphotrophic virus type-1 antibody|
T cell receptor gammadelta-positive|T-cell-receptor gammadelta-positive|
interleukin 12 receptor β1 chain|interleukin 12 receptor beta1 chain|
American Society of Anesthesiologists grade 4|American Society of Anesthesiology grade 4|
β-site APP-cleaving enzyme-1|beta-APP-cleaving enzyme-1|
interleukin 2 receptor α subunit|interleukin-2 receptor α subunit|
Trail Making Test A|Trail Making Test part A|
American Society of Anesthesiologists Status IV|American Society of Anaesthesiology class 4|
anti-β(2) glycoprotein I antibody|anti-beta2-glycoprotein 1 antibody|
anti-β (2)-glycoprotein I antibody|anti-β2 glycoprotein 1 antibody|
peroxisome proliferator activated receptor gamma 1|peroxisome proliferator-activated receptor γ1|
P21-activated protein kinase 1|p21-activated kinase 1|
β site amyloid precursor protein-cleaving enzyme-1|beta site amyloid precursor protein-cleaving enzyme 1|
sex-determining region Y, box 3|sex-determining region Y-box 3|
beta-site amyloid precursor protein-cleaving enzyme 1|β site amyloid precursor protein-cleaving enzyme 1|
Toll/interleukin1 receptor domain-containing adapter-inducing interferon beta|toll/interleukin-1 receptor domain-containing adapter-inducing interferon beta|
GTP binding protein βgamma-subunit|GTP binding protein βgamma subunit|
pre beta 1 high-density lipoprotein|preβ-1 high-density lipoprotein|
hemoglobin Roseau Pointe-a-Pitre|hemoglobin Roseau-Pointe à Pitre|
β amyloid precursor protein-cleaving enzyme-2|β-amyloid precursor protein-cleaving enzyme 2|
casein kinase 2-β|casein kinase II-β|
American Society of Anaesthesiologists physical status 2|American Society of Anaesthesiologists Status II|
estrogen receptor α knock-out|oestrogen receptor-α knockout mouse|
transforming growth factor β-activated kinase-1|transforming growth factor-beta activated kinase 1|
anti-beta(2)-glycoprotein I antibody|anti-β2 glycoprotein 1 antibody|
transforming growth factor β-1|transforming growth factor beta(1)|
cross-polarisation/magic-angle-spinning nuclear magnetic resonance|cross polarization/magic-angle spinning nuclear magnetic resonance|
light-harvesting chlorophyll a/b protein-I|light-harvesting chlorophyll a/b protein I|
anti-PGL-1 antibody|anti-PGL I antibody|
