LF1|LF2|Synonym
generalised linear model|generalized linear modelling|
cebine herpesvirus 2|cebine herpesvirus 1|
American Society of Anaesthesiology class 4|American Society of Anesthesiologists Class 2|
American Society of Anaesthesiology physical status|American Society of Anesthesiology Class II|
N-acetyl-leucyl-leucyl-norleucinal|acetyl-leucyl-leucyl-methional|
tropomyosin-related kinase A|tropomyosin receptor kinase A|
peroxisome proliferator activated receptor gamma co-activator-1|peroxisome-proliferator-activated receptor-gamma coactivator 1alpha|
dorsolateral septal nucleus|lateral spinal nucleus|
human leucocyte antigen-matched|human leucocyte antigen B|
human adenovirus serotype 28|human adenovirus serotype 33|
human acquired immunodeficiency syndrome|pre-acquired immune deficiency syndrome|
reaction center-light-harvesting complex 1|reaction centre light-harvesting complex 1|
interleukin 4 receptor-α|interleukin-1β receptor|
antihorse immunoglobulin G|anti-urease immunoglobulin A|
three-color fluorescence in situ hybridization|multi-fluor fluorescence in-situ hybridization|
equine herpesvirus 5|equine herpesvirus type 4|
a disintegrin and metalloprotease 17|A disintegrin and metalloprotease 6|
macrophage colony-stimulating factor receptor|granulocyte-macrophage colony-stimulating factor receptor|
receptor-like protein tyrosine phosphatase-κ|receptor protein tyrosine phosphatase alpha|
CC chemokine receptor type 5|CC chemokine receptor 7|
intra-cytoplasmic sperm injection|intra-cytoplasmatic sperm injection|
interferon response|γ interferon response|
recombinant human transforming growth factor-beta 3|human transforming growth factor-beta 1|
recombinant interleukine 1 α|recombinant murine interleukin 10|
recombinant canine granulocyte-colony stimulating factor|recombinant human granulocyte-colony stimulating factor|
cluster of differentiation 4 protein|cluster of differentiation antigen 117|
messenger ribonucleoprotein complex|Messenger ribonucleoprotein particles|
2-phenylethylamine|β-phenyl-ethylamine|
leucotriene|leucotriene C|
nanoselenium|nano-selenium|
signal transducer and activator of transcription-5B|signal transducer and activator of transcription-1alpha|
augmented correlation consistent polarized valence quadruple-ζ basis set|augmented correlation-consistent polarised valence double zeta basis set|
A disintegrin and metalloproteinase-7|A disintegrin and metalloproteinase-15|
interleukin-18 receptor alpha|interleukine-6 receptor alpha chain|
ras-related GTP-binding protein 11a|ras-related GTP-binding protein 22B|
broncho esophageal fistula|tracheoesophageal fistula|
aquaporin 4 protein|aquaporin 3 protein|
interleukin 12 receptor β1 chain|interleukin 12 receptor β 1|
coactosin-like protein|exostosin-like protein|
surface-enhanced laser desorption ionisation time-of-flight mass spectrometry|laser desorption ionisation time of flight mass spectrometry|
verocytotoxin producing Escherichia coli|verocytotoxin-producing E coli|
lower motor neuron lesion|lower motor neuron disease|
computer-assisted tomography|computed tomography|
lactose transport protein|glucose transporter 4 protein|
Epstein-Barr virus capsid antigen|Epstein-Barr virus cell surface antigen|
flavin containing monooxygenase 2|flavin-containing monooxygenase 5|
human immunodeficiency virus 2|human immunodeficiency virus syndrome|
beta-APP cleaving enzyme|β-APP cleaving enzyme-2|
retinoic acid receptor-related orphan receptor γ|retinoic acid receptor-related orphan receptor alpha|
human interleukin 1 receptor|interleukin 4 receptor|
TBP-associated factor 3|TBP associated factor|
American Society of Anaesthesiologists Grade|American Society of Anesthesiology Grade 5|
luteinising hormone-releasing hormone|chicken luteinising hormone releasing hormone I|
a disintegrin and metalloprotease 13|A disintegrin and metalloprotease-15|
receptor for uPA|receptor for AGEs|
fragile X mental retardation 1|fragile X mental retardation gene 1|
TBP associated factor 6|TBP-associated factor 7|
human adenovirus type 21|human adenovirus serotype 5|
insulin-like growth factor-I|human insulin-like growth factor 1|
outer membrane protein W|outer membrane is protein F|
adenosine diphosphatase|adenosine 5'-phosphate|
ras-related GTP-binding escort protein|ras-related GTP-binding protein 1|
prostaglandin-F(2)alpha|prostaglandin F-2 alpha|
recombinant murine interferon|recombinant murine α-interferon|
double strand break|DNA double strand break|
American Society of Anaesthesiology grade I|American Society of Anaesthesiologists grade 5|
neural precursor cell-expressed, developmentally downregulated 5|neural-precursor-cell-expressed, developmentally downregulated 1|
Kruppel-like factor-13|krüppel-like factor-13|
human chorionic gonadotropin-stimulated|human chorionic gonadotropin stimulated|
American Society of Anesthesiology Grade III|American Society of Anaesthesiology Class I|
peroxisome proliferator activated receptor gamma 2|peroxisome-proliferator-activated receptor-γ coactivator 1α|
interleukine-6 receptor α|interleukin 4 receptor|
insulin-like-growth-factor receptor|insulin-like growth factor receptor I|
cetyltrimethylammonium bromide|didodecyldimethylammonium bromide|
hyperpolarisation-activated cyclic nucleotide gated channel|hyperpolarisation activated cyclic nucleotide-gated channel|
fanbeam dual X-ray absorptiometry|fan beam dual-energy X-ray absorptiometry|
macrophage colony-stimulating factor receptor|granulocyte macrophage-colony-stimulating factor receptor|
tumour-necrosis-factor-α|tumour necrosis factor-α|
invariant T cell receptor Vα24|invariant T-cell receptor Vα14|
interleukin-2 receptor-α|interleukine-2 receptor α-chain|
neuromuscular|neurovascular|
proendothelin|proendothelin-1|
placental lactogen-II|rat placental lactogen|
Baltimore Veterans Affairs Medical Center|Nashville Veterans Affairs Medical Center|
platelet derived growth factor BB|recombinant platelet-derived growth factor BB|
Sry-box containing gene-9|SRY-box-containing gene-9|
neural-precursor cell-expressed developmentally downregulated 8|neural-precursor cell-expressed, developmentally down-regulated 5|
norbornadiene|norbornene|
polyoxyethylene|octyl-polyoxyethylene|
Wingless-type MMTV integration site family member 2|Wingless-type MMTV integration site family member 5A|
progesterone receptor B|progesterone receptor|
positron emission computed tomography|Transmission computed tomography|
transcription factor IIID|transcription factor IIIA|
interleukin 4 receptor α|interleukine-2 receptor-α|
nuclear factor E2-related factor 1|nuclear factor-E2-related factor-2|
T cell receptor Vα24|T-cell receptor-α|
diacetoxy-scirpenol|monoacetoxyscirpenol|
expired volume|expired tidal volume|
American Society of Anaesthesiologists class 4|American Society of Anesthesiologists Class 3|
functional magnetic resonance imaging study|quantitative magnetic resonance imaging study|
multiple endocrine neoplasia type 1 syndrome|multiple endocrine neoplasia type 1|
Disrupted in Schizophrenia-1|disrupted in schizophrenia 1|
calbindin D28K|calbindin D-28K|
interleukin-13 receptor α1|interleukin 11 receptor α chain|
poly(ethylene oxide)|polytetramethylene oxide|
cytotoxic T-lymphocyte antigen-2 β|cytotoxic T lymphocyte antigen 3|
macrophage inflammatory protein 3alpha|macrophage inflammatory protein-1β|
interleukin-13 receptor α2-chain|interleukin-13 receptor α 2 chain|
high-mobility-group protein I-C|high-mobility group-box protein 4|
α2-HS glycoprotein|P-glycoprotein|
eucaryotic initiation factor 4G|eukaryotic initiation factor 4E protein|
regulator of G protein signaling 2|regulator-of-G-protein-signaling-2|
anti-IL2R alpha monoclonal antibody|anti-TCR-alpha beta monoclonal antibody|
cyclophosphamide, adriamycin, dacarbazine|cyclophosphamide, adriamycin, dtic|
human adenovirus B|human adenovirus 42|
American Society of Anesthesiologists Status I|American Society of Anesthesiology score|
interleukin-15 receptor α chain|interleukine-2 receptor γ chain|
second-order Møller Plesset theory|second-order Møller-Plesset theory|
tert-butylbicyclophosphorothionate|t-butylbicyclophosphorothionate|
IL-13 receptor alpha 2-chain|IL-5 receptor alpha chain|
American Society of Anaesthesiology class IV|American Society of Anaesthesiologists physical status I|
insulinlike growth factor I-stimulated|insulin-like growth factor-1-mediated|
human germinal centre-associated lymphoma|human germinal-center-associated lymphoma|
high resolution magic angle spinning nuclear magnetic resonance|cross-polarization/magic-angle-spinning nuclear magnetic resonance|
group X secretory phospholipase A2|group III secreted phospholipase A2|
neural precursor cell expressed developmentally down-regulated 5|neural-precursor cell-expressed, developmentally downregulated 9|
macrophage inflammatory protein 1 β|macrophage inflammatory protein 1 α|
TonE binding protein|Y box binding protein|
interleukin-13 receptor alpha1-chain|interleukine-2 receptor γ-chain|
interleukin 12 receptor|interleukin 12 receptor beta2|
muscarinic acetylcholine receptor|muscle type nicotinic acetylcholine receptor|
elective low forceps|Elective low forceps|
antiherpes simplex virus antibody|anti-herpes simplex virus type 2 antibody|
American Society of Anaesthesiologists Status 3|American Society of Anesthesiologists Status 4|
a disintegrin and metalloprotease-15|A disintegrin and metalloproteinase 23|
insulin-like growth factor type-1 receptor|insulin-like growth factor-2 receptor|
American Society of Anesthesiology class IV|American Society of Anesthesiologists Class II|
discriminant function analysis|discriminant analysis|
cluster of differentiation antigen 26|anti-cluster of differentiation antigen 20 antibody|
peroxisome proliferator-activated receptor-gamma1|peroxisome-proliferator-activated receptor-gamma co-activator-1alpha|
potassium voltage-gated channel KQT-like subfamily member 1|potassium voltage-gated channel KQT-like subfamily|
nano-micro-orifice uniform deposit impactor|microorifice uniform deposit impactor|
cytochrome P450 2B10|cytochrome P450 1A1|
transforming growth factor-alpha|human transforming growth factor-alpha|
anti-beta-2-glycoprotein I antibody|anti-β (2)-glycoprotein-I antibody|
G-protein alpha(i1) subunit|G protein alpha(i1) subunit|
tumor necrosis factor receptor-associated factor 6|tumor necrosis factor receptor associated factor-2|
dapsone hypersensitivity syndrome|drug hypersensitivity syndrome|
eletron spin-echo|electron spin echo|
total peripheral parenteral nutrition|total parenteral nutrition|
spinocerebellar ataxia type 20|spinocerebellar ataxia type 1|
insulin-like growth factor-II messenger RNA-binding protein 3|insulin-like growth factor-II messenger RNA binding protein-3|
interleukin 2 receptor α chain|interleukine 7 receptor α chain|
krüppel-like factor-12|kruppel-like factor-4|
krüppel-like factor-6|Krüppel-like factor-15|
receptor-like protein tyrosine phosphatase eta|receptor-like protein-tyrosine phosphatase-ζ|
American Society of Anaesthesiologists class 2|American Society of Anesthesiology status III|
toll/IL-1 receptor domain-containing adaptor-inducing IFNβ|Toll-interleukin-1 receptor domain-containing adaptor inducing IFN-β|
mitogen activated protein kinase kinase|mitogen-activated protein kinase phosphatase 1|
Lactatedehydrogenase|fumarate dehydrogenase|
liver X receptor β|liver X receptor-β|
American Society of Anesthesiologists Class IV|American Society of Anaesthesiology status|
normal rate|normal rat serum|
receptor protein tyrosine phosphatase-κ|receptor-like protein tyrosine phosphatase-δ|
Wechsler Intelligence Scale for Children, Third Edition|Wechsler Intelligence Scale for Children 3rd Edition|
IL-18 receptor alpha chain|IL-13 receptor alpha 1|
multi-colour fluorescence in-situ hybridisation|multifluor fluorescence in situ hybridisation|
human neuroblastoma cells|neuroblastoma cell|
thyrotropin releasing hormone receptor-2|thyrotropin releasing hormone receptor|
tumour necrosis factor receptor-associated protein 1|tumor necrosis factor receptor-associated factor 1|
xeroderma pigmentosum|xeroderma pigmentosum group E|
interleukin-12 receptor β 2 chain|interleukin 12 receptor β 2 chain|
anti-interleukin-7 antibody|antiinterleukin 8 autoantibody|
protein phosphatase magnesium/manganese-dependent 1 delta|protein phosphatase magnesium-dependent 1 d|
polyethylene glycol 900|poly(ethylene glycol) 4000|
transesophageal echocardiography|transesophageal echography|
American Society of Anaesthesiology Class 5|American Society of Anesthesiology physical status IV|
interleukin 2 receptor α chain|interleukin-7 receptor α chain|
non-hydroxyapatite coated|hydroxyapatite coated|
ubiquitin-activating enzyme 1|ubiquitin-activating enzyme 6|
human leukocyte antigen DQ8|human leukocyte antigen B53|
serum alphafetoprotein level|serum α-foeto-protein level|
interleukin-4 receptor-α|interleukin-11 receptor α|
matrix assisted laser desorption ionisation time of flight mass spectrometry|matrix-assisted laser desorption ionisation time of flight mass spectrometric|
baby hamster kidney|baby hamster kidney cell|
aldehyde dehydrogenase 1|betaine aldehyde dehydrogenase|
cytotoxic T lymphocyte antigen 4|cytotoxic T lymphocyte antigen 3|
type 2 insulinlike growth factor receptor|insulinlike growth factor receptor type 2|
tumor necrosis factor receptor superfamily 1B|tumor necrosis factor receptor superfamily|
American Society of Anaesthesiology Class II|American Society of Anaesthesiology status|
antileucoproteinase|anti-leukoproteinase|
American Society of Anesthesiology class 1|American Society of Anesthesiology status|
American Society of Anaesthesiology class IV|American Society of Anaesthesiology status 3|
hæme oxygenase-2|hæmoxygenase 2|
retinoic acid receptor-related orphan receptor|retinoic acid receptor-related orphan receptor gammat|
collagen type Iα2|collagen type 8 α-1|
diffusing capacity of lung for carbon monoxide|diffusion capacity of the lung for carbon monoxide|
ventral hippocampal|intrahippocampal|
immunodysregulation, polyendocrinopathy, enteropathy, X linked syndrome|immunodysregulation polyendocrinopathy enteropathy X-linked syndrome|
receptor protein-tyrosine phosphatase α|protein tyrosine phosphatase μ|
interleukin-12 receptor β2|interleukine-5 receptor α|
interferon-stimulated gene factor 3alpha|interferon stimulated gene factor 3α|
anti-interleukin-1 receptor antibody|anti-interleukin-8 receptor monoclonal antibody|
anti-IL 6 antibody|anti-IL3 antibody|
developmental pluripotency-associated-4|developmental pluripotency-associated-3|
Staphylococcus xylosus|Staphylococcus carnosus|
coefficient of friction|coefficient of absorption|
interleukin-15 receptor α chain|interleukin-6 receptor alpha-chain|
A disintegrin and metalloprotease-19|a disintegrin and metalloproteinase-8|
collagen type 1α1|collagen type 1-αI|
Transforming growth factor-beta(1)|human transforming growth factor-beta 2|
acute lymphocytic leucemia|chronic lymphocytic leucemia|
onychogryposis|onychomycosis|
American Society of Anaesthesiologists Class 4|American Society of Anaesthesiology class II|
NADH oxidase|NADPH oxidase 2|
interleukine-6 receptor alpha subunit|interleukin-18 receptor alpha subunit|
microtubule-associated protein 1 light-chain 3|microtubule associated protein 1 light chain 3|
magic-angle spinning nuclear magnetic resonance spectroscopy|magic angle spinning solid-state nuclear magnetic resonance spectroscopy|
enzyme-linked immunofiltration assay|enzyme linked immuno-filtration assay|
spinocerebellar ataxia|spino-cerebellar ataxia type 3|
β site amyloid precursor protein-cleaving enzyme|β amyloid precursor protein cleaving enzyme 2|
Kruppel-like factor-12|Krüppel-like factor 9|
Hb S-β thalassemia|Hb-S-β thalassemia|
human leucocyte antigen DR2|human leucocyte antigen DR4|
apolipoprotein L-I|Apolipoprotein B-48|
immunoproliferative small intestine disease|immunoproliferative small intestinal disease|
basal cell carcinoma|cell carcinoma|
astrocyte-conditioned medium|lymphocyte-conditioned medium|
acute promyelocytic leukemia cell line|acute promyelocytic leukemia|
American Society of Anesthesiologists status II|American Society of Anesthesiology Grade 1|
matrix assisted laser desorption ionisation mass spectrometry|matrix-assisted laser desorption/ionisation time-of-flight mass spectrometry|
macrophage-inflammatory protein-3 β|macrophage inflammatory protein 1α protein|
human immunodeficiency virus negative|human immune deficiency virus|
anti-IL 6 receptor monoclonal antibody|antiinterleukin 2 receptor monoclonal antibody|
TATA-binding protein-associated factor 1|TATA-binding protein-associated factor-6|
neuronal precursor cell-expressed developmentally down regulated 4|neural precursor cell-expressed developmentally downregulated 5|
TATA binding protein|J binding protein|
TBP associated factor 12|TBP associated factor-6|
American Society of Anesthesiologists grade|American Society of Anaesthesiologists status II|
protein phosphatase inhibitor 1|protein phosphatase type 1|
superior olivary nucleus|superior olivary complex|
peroxisome proliferator-activated receptor-γ 1|peroxisome-proliferator-activated receptor-γ coactivator 1α|
x-ray absorption near edge structure spectroscopy|x-ray absorption near edge structure spectrum|
phospholipase C β(1)|phospholipase C β1|
microtubule-associated protein 2D|microtubule-associated protein|
T-cell-receptor α|T-cell receptor V α 24|
a disintegrin and metalloproteinase 15|A disintegrin and metalloprotease-3|
acid-sensing ion channel 2b|acid-sensing ion channel-1b|
mammalian Ste20-like kinase 3|mammalian sterile 20-like kinase 2|
cholecystokinin-8|cholecystokininB|
CCAAT enhancer binding protein|CCAAT enhancer binding protein epsilon|
immunoglobulin superfamily 9|immunoglobulin superfamily 1|
Clostridium butyricum|Clostridium botulinum|
Kruppel like factor|Krüppel-like factor-13|
end-tidal partial pressure of carbon dioxide|expired partial pressure of carbon dioxide|
interferon stimulated gene factor-3α|interferon-stimulated gene factor-3γ|
American Society of Anesthesiologists Class 2|American Society of Anaesthesiologists grade 4|
angiotensin-converting enzyme inhibition|angiotensin converting enzyme inhibitor induced|
interleukine-2 receptor α subunit|interleukine 13 receptor α 2 subunit|
transcription factor IIA|T box transcription factor 6|
growth-associated protein B-50|death-associated protein-5|
amyloid β 1-40|amyloid-β1-42|
American Society of Anaesthesiologists status II|American Society of Anaesthesiologists physical status 5|
G-protein γ-subunit-like domain|G protein gamma subunit-like domain|
trans-thoracic echocardiogram|trans thoracic echocardiogram|
human immunodeficiency type 1 virus|human immunodeficiency viral|
interleukin 12 receptor β 1 chain|interleukin 11 receptor α chain|
American Society of Anesthesiology|American Society of Anaesthesiologists grade|
uncontrolled hemorrhagic shock|treatment of uncontrolled hemorrhagic shock|
meta-phenylenediamine|orthophenylenediamine|
receptor protein-tyrosine phosphatase-δ|receptor-like protein-tyrosine phosphatase-ζ|
TBP-associated factor 7|TBP-associated factor-9|
CC chemokine ligand 21|C-C chemokine ligand-19|
Fc ε receptor I|Fc α receptor I|
tricalciumphosphate|tricalcium phosphate lysine|
preornithine carbamyltransferase|pre-ornithine carbamoyltransferase|
human embryonic fibroblasts|mouse embryonic fibroblast|
glycosylphosphatidyl inositol linked|glycosyl-phosphatidylinositol-linked protein|
severe combined immune-deficient mouse|severe combined immunodeficient|
electron probe micro-analyzer|electron-probe x-ray micro-analyzer|
interleukin 5 receptor-α chain|interleukine 5 receptor α chain|
interleukin-6 receptor alpha subunit|interleukine 2 receptor α-subunit|
peroxisome-proliferator-activated receptor beta|peroxisome proliferator activated receptors|
RNA dependent RNA polymerase|Poliovirus RNA-dependent RNA polymerase|
human adenovirus serotype 19|human adenovirus type 35|
mucus proteinase inhibitor|protease inhibitor|
mean channel fluorescence|metal enhanced fluorescence|
recombinant human interleukin 2|recombinant human interleukin|
multiple organ failure|multiple system organ failure|
apolipoprotein B mRNA-editing enzyme catalytic polypeptide 1 complementation factor|apolipoprotein B mRNA-editing enzyme catalytic polypeptide 3B|
anti-IL-6R monoclonal antibody|anti-IL10 monoclonal antibody|
a disintegrin and metalloprotease 12s|a disintegrin and metalloproteinase 5|
peroxisome proliferator activated receptor γ coactivator 1|peroxisome proliferator-activated receptors|
anti-interleukin 1 alpha antibody|anti-interleukin 17 monoclonal antibody|
tissue inhibitor of metalloproteinases 1|human tissue inhibitor of metalloprotease-1|
colony-forming unit|colony-forming ability|
fæcal occult blood test|occult blood test|
interleukine-7 receptor α chain|interleukine-13 receptor α-1 chain|
p-nitrophenyl phosphatase|p-nitrophenyl sulphate|
interleukin-12 receptor β 1 chain|interleukin-13 receptor α1|
American Society of Anaesthesiology class 5|American Society of Anaesthesiologists grade 5|
American Society of Anesthesiologists class 5|American Society of Anesthesiologists grade|
porous graphitic carbon|porous graphitized carbon|
American Society of Anaesthesiologists Grade V|American Society of Anaesthesiologists grade 4|
CDC-2-like kinase 1|cdc2-like kinase 1|
adenosine 5'phosphosulfate reductase|Adenosine 5'-phosphosulphate reductase|
Cox-2 inhibitor|COX-2 inhibitor|
collagen type 1α1|collagen type 1 α I|
peroxisome proliferator-activated receptor delta|peroxisome proliferator-activated receptor gamma 1|
krüppel-like factor|krüppel-like factor 2|
nucleoside reverse-transcriptase inhibitor-sparing|nucleoside reverse transcriptase inhibitor-induced|
a disintegrin and metalloproteinase-15|a disintegrin and metalloproteinase 11|
anti-human T-cell lymphotropic virus I antibody|anti-human T cell lymphotropic virus type-I antibody|
phenyl-butyl-amine|phenylethylamine|
human adenovirus type B|human adenovirus 44|
T-cell antigen receptor-CD3 complex|T cell receptor CD3 complex|
a disintegrin and metalloprotease with thrombospondin motifs-2|a disintegrin and metalloproteinase with thrombospondin motifs-10|
multi-drug resistance protein 1|multidrug resistance-associated protein 2|
G-protein-coupled oestrogen receptor 1|G protein-coupled oestrogen receptor|
oro-pharyngeal squamous cell carcinoma|oro-pharyngeal squamous-cell carcinoma|
Campylobacter jejuni|Campylobacter jejuni/coli|
organophosphorus-ester induced delayed neurotoxicity|organophosphorus-compound-induced delayed neurotoxicity|
antiinterleukin 1alpha antibody|anti-interleukin 4 antibody|
American Society of Anaesthesiology|American Society of Anesthesiologists Class 4|
glycosyl phosphatidyl inositol anchored|glycosyl phosphatidylinositol-anchored protein|
gated blood-pool single photon emission computed tomography|single photon emission computer tomography|
American Society of Anaesthesiologists score|American Society of Anesthesiologists status I|
krüppel associated box|Krueppel associated box|
antiidiotypic monoclonal antibody|antischizont monoclonal antibody|
anti-β-2-glycoprotein-1 antibody|anti-beta-2 glycoprotein 1 antibody|
phospholipase-Cβ1|phospholipase C-β 4|
solute carrier family 7 member 5|solute carrier family 17 member 8|
DNA polymerase|DNA polymerase η|
A disintegrin and metalloproteinase 4|A disintegrin and metalloproteinase-11|
American Society of Anesthesiology grade 1|American Society of Anaesthesiologists grade 4|
insulin-like growth factor-II mRNA binding protein 1|insulin-like growth factor II mRNA binding protein 3|
Kruppel like factor|kruppel-like factor 5|
American Society of Anaesthesiology Grade IV|American Society of Anesthesiology Grade III|
β APP-cleaving enzyme|beta APP cleaving enzyme-2|
receptor-like protein tyrosine phosphatase eta|receptor protein tyrosine phosphatase-κ|
anti-human T-cell lymphotropic virus type-I antibody|anti-human T cell lymphotrophic virus I antibody|
Src homology 2 domain-containing protein tyrosine phosphatase-1|Src homology 2 domain containing protein tyrosine phosphatase 2|
antiIL-6 receptor antibody|anti-IL8 receptor antibody|
normal oral keratinocyte|normal epidermal keratinocyte|
B-cell leukaemia lymphoma 2|B-cell leukaemia-lymphoma-2|
interleukine-6 receptor alpha-chain|interleukine 7 receptor α chain|
non-selective cation channel|non-selective cation channel 2|
interleukine-4 receptor-α chain|interleukin-18 receptor alpha chain|
acute infectious encephalitis|post-infectious encephalitis|
extremely low birth weight|very low birthweight|
electron-probe x-ray micro-analysis|electron-probe X-ray microanalysis|
β-site amyloid precursor protein-cleaving enzyme-1|beta-site amyloid precursor protein cleaving enzyme 2|
A disintegrin and metalloproteinase-33|A disintegrin and metalloproteinase 23|
anti-IL2 monoclonal antibody|anti-IL 12p70 monoclonal antibody|
augmented correlation-consistent polarised valence triple-zeta basis set|augmented correlation consistent polarized valence quadruple ζ basis set|
American Society of Anesthesiology class 3|American Society of Anaesthesiologists status 4|
melanophore stimulating hormone|α-melanocyte stimulating hormone|
adenosine 3'-5'-monophosphate|adenosine-5-diphosphate|
human adenovirus 24|human adenovirus 19|
physiological cost index|physiological strain index|
Leptospira interrogans serovar canicola|Leptospira interrogans serovar australis|
ultra-purified polymerized bovine haemoglobin|ultra-purified polymerised bovine hemoglobin|
left ventricular diastolic dimension|left ventricular diastolic volume|
phorbol myristic acetate|phorbol myristate acetate|
interleukine-11 receptor α chain|interleukine-6 receptor α chain|
random amplified polymorphic DNA marker|randomly amplified polymorphic DNA analysis|
peroxisome proliferator-activated receptor beta|peroxisome proliferator-activated receptor-gamma|
interferon|interferon β1a|
slow force response|slow vertex response|
paternal grandmother|maternal grandmother|
human adenovirus 47|human adenovirus E|
American Society of Anaesthesiology class III|American Society of Anaesthesiology status 5|
lateral nucleus|lateral septal nucleus|
guanylate cyclase-activating protein-1|guanylate-cyclase-activating protein-1|
paired pulse transcranial magnetic stimulation|repetitive transcranial magnetic stimulation|
endothelial-monocyte-activating polypeptide 2|endothelial-monocyte-activating polypeptide-I|
Krueppel-like factor 5|Kruppel-like factor 15|
Kiddie Schedule for Affective Disorders and Schizophrenia, Present and Lifetime|Kiddie Schedule for Affective Disorders and Schizophrenia|
hemofiltration|biofiltration|
interleukine-5 receptor α chain|interleukine 11 receptor α chain|
phospholipase C-δ(1)|phospholipase C-δ1|
Raynaud's phenomenon|Raynauds phenomenon|
pupils equal, round, and reactive to light and accomodation|pupils equal, round, reactive to light and accommodation|
interleukine-7 receptor-α|interleukin-4 receptor-α|
glycoprotein 32|glycoprotein M|
American Society of Anesthesiology class V|American Society of Anesthesiologists Grade 3|
antiinterleukin 2 antibody|anti-interleukin 8 autoantibody|
human adenovirus serotype 22|human adenovirus type 42|
American Society of Anesthesiology status IV|American Society of Anesthesiologists grade 2|
human adenovirus serotype 16|human adenovirus type 26|
apolipoprotein E-3|apolipoprotein A-IV|
anti-interleukin-4 antibody|anti-interleukin-4 receptor antibody|
receptor protein tyrosine phosphatase psi|receptor-like protein tyrosine phosphatase kappa|
interleukine-18 receptor α chain|interleukin-3 receptor α|
N(1),N(11)-bis(ethyl)norspermine|N(1),N(14)-bis(ethyl)homospermine|
Na-K-Cl cotransporter 1 protein|Na-K-Cl cotransporter|
fifth component of complement|fourth component of complement|
Fc gamma-receptor-mediated|Fc-γ-receptor-mediated|
Niemann-Pick type C1|Niemann-Pick C|
dehydrocholate|dehydrocholesterol|
T box transcription factor 3|T box transcription factor 19|
anti-interleukin-5 antibody|anti-interleukin-2R beta antibody|
human beta defensin 4|human beta defensin 1|
C-C chemokine ligand 2|CC chemokine ligand 21|
interleukin-12 receptor β 1 chain|interleukin-4 receptor-alpha chain|
bone marrow-derived DCs|bone-marrow-derived cell|
antihæmophilic globulin F|antihæmophilic globulin A|
American Society of Anaesthesiology Grade 2|American Society of Anesthesiologists status 4|
growth hormone releasing peptide 2|growth hormone-releasing peptide 2|
interleukine-4 receptor alpha chain|interleukin 3 receptor α chain|
IL-15 receptor alpha chain|IL-11 receptor alpha-chain|
prepro-corticotrophin-releasing factor|preprocorticotropin releasing factor|
anti-interleukin-12p70 monoclonal antibody|anti-interleukin-12p40 antibody|
electron probe x-ray microanalysis|electron-probe x-ray micro analysis|
receptor protein tyrosine phosphatase sigma|receptor-type protein-tyrosine phosphatase β|
American Society of Anesthesiologists class III|American Society of Anesthesiology Grade 3|
interleukin-3 receptor α-chain|interleukine-3 receptor α-subunit|
GTP binding protein beta subunit|GTP-binding protein βgamma-subunit|
retinoic-acid-receptor-related orphan receptor alpha|retinoic-acid-receptor-related orphan receptor-gamma|
periodic limb movement|periodic limb movement disorder|
directly observed treatment, short course|directly observed treatment-short course|
human adenovirus type 38|adenovirus type 3|
phospholipase C β 4|phospholipase C-γ1|
peroxisome-proliferator-activated receptor-γ co-activator-1α|peroxisome-proliferator-activated receptor γ coactivator-1 α|
Spodoptera frugiperda multicapsid nuclear polyhedrosis virus|Spodoptera littoralis multicapsid nucleopolyhedrovirus|
Neovascularization of the iris|Neovascularization of the disc|
substantia nigra compacta|substantia nigra pars compacta|
microtubule-associated protein light chain 3-II|microtubule associated protein light chain-3|
hip-resurfacing arthroplasty|hip resurfacing arthroplasty|
follicle stimulating hormone treatment|follicle stimulating hormone beta|
interferon γ receptor|interferon γ receptor 2|
ultrasound-guided fine needle aspiration biopsy|ultrasound guided fine-needle aspiration cytology|
interleukin-13 receptor α2-chain|interleukin-5 receptor-α chain|
epigallocatechin-3-gallate|(-)epigallocatechin-3-gallate|
20-hydroxyeicosatetraenoic acid|12-hydroxyeicosatetraenoic acid|
Staphylococcus hyicus subspecies hyicus|Staphylococcus capitis subspecies ureolyticus|
quantitative computerized tomography|quantitative computerized tomography scan|
modified Rankin scale|modified Rankin Score|
hepatic triglyceride lipase|adipose triglyceride lipase|
peroxisome-proliferator-activated receptor-γ coactivator-1 α|peroxisome-proliferator-activated receptor-beta|
interleukine-2 receptor α|interleukine-18 receptor α|
a disintegrin and metalloproteinase 33|A disintegrin and metalloproteinase 6|
American Society of Anesthesiologists Grade 5|American Society of Anaesthesiology status|
American Society of Anaesthesiologists Grade V|American Society of Anesthesiologists class 1|
recombinant human interleukin 1β|recombinant human interferon-γ|
glucocorticosteroid receptor|glucocorticoid receptor alpha|
extracellular signal-regulated protein kinase 2|extracellular-signal-regulated kinase 2|
type 3 InsP3 receptor|type I receptor|
A disintegrin and metalloprotease 23|a disintegrin and metalloprotease 11|
corticotrophin-releasing-hormone receptor type 2|corticotropin-releasing factor receptor subtype 1|
paratertiary butylcatechol|para-tertiary-butylcatechol|
Kruppel-like factor-10|kruppel-like factor-13|
hypersensitive site|hypersensitive|
corticotropin releasing factor type 1 receptor|corticotropin releasing factor 2 receptor|
phospholipase C β3|phospholipase C-γ|
microtubule associated protein Tau|microtubule associated protein 1A|
hypothalamo-pituitary-adrenal axis|hypothalamopituitary-thyroid axis|
