LF1|LF2|Synonym
matrix-assisted laser desorption ionisation time of flight mass spectrometric|matrix-assisted laser desorption/ionisation time-of-flight mass spectrometry|
transforming growth factor β-activated kinase 1|transforming growth factor-β activated kinase 1|
toll-interleukin1 receptor domain-containing adapter-inducing interferon beta|toll/interleukin 1 receptor domain-containing adapter-inducing interferon-β|
granulocyte-macrophage-colony-stimulating factor|granulocyte/macrophage-colony stimulating factor|
β 2 µglobulin|β2µglobulin|
GTP binding protein βgamma-subunit|GTP-binding protein β-γ subunit|
Toll/interleukin-1 receptor domain-containing adapter-inducing interferon β|Toll-interleukin1 receptor domain-containing adapter-inducing interferon beta|
interleukin-3 receptor α-chain|interleukin 3 receptor alpha chain|
alpha 1 antitrypsin|alpha1-antitrypsin|
gamma-amino-butyric acid type A|gammaaminobutyric acid|
matrix-assisted laser desorption/ionization time of flight mass spectrometric|matrix-assisted laser desorption ionisation time of flight mass spectrometric|
interleukin-4 receptor-α chain|interleukin-4 receptor alpha chain|
total anterior circulation syndrome|total anterior cerebral circulation stroke|
5-hydroxytryptamine type 6 receptor|5-hydroxytryptamine6 receptor|
American Society of Anaesthesiologists grade II|American Society of Anaesthesiology grade 2|
surface enhanced laser desorption ionization time of flight mass spectrometry|surface-enhanced laser desorption ionisation time-of-flight mass spectrometry|
anti-TCR alpha beta monoclonal antibody|anti-TCR-alpha beta monoclonal antibody|
phospholipase Cβ|phospholipase Cbeta|
anti-neutrophil cytoplasm autoantibodies|anti neutrophil cytoplasmic antibody|
G protein-coupled receptor kinase-2 mediated|G-protein-coupled receptor kinase 2-mediated|
American Society of Anesthesiology Class IV|American Society of Anesthesiology class IV|
inhibitor κBα|inhibitor κ-B α|
anti-T-cell receptor α/β monoclonal antibody|anti-T-cell receptor alpha beta monoclonal antibody|
β(2)glycoprotein I|β2 glycoprotein 1|
anti-beta-2-glycoprotein I antibody|anti-beta-2-glycoprotein 1 antibody|
interleukin 13 receptor α 2-chain|interleukine-13 receptor α 2 chain|
American Society of Anesthesiology physical status 3|American Society of Anaesthesiologists Status III|
guanylyl cyclase-activating protein-2|guanylyl cyclase activating protein-II|
soluble interleukin 2 receptor-α|soluble interleukin-2 receptor-α|
Schizo-saccharomyces japonicus|Schizosaccharomyces japonicus|
interleukine 13 receptor-α2 subunit|interleukine-13 receptor-α2 subunit|
peroxisome proliferator activated receptor gamma 2|peroxisome proliferator activated receptor-gamma2|
peroxisome proliferator-activated receptor γ coactivator-1α|peroxisome proliferator-activated receptor-γ coactivator 1 α|
anti-beta2-glycoprotein-I antibody|anti-β 2 glycoprotein-I antibody|
American Society of Anaesthesiologists grade V|American Society of Anesthesiologists Grade 5|
post-stimulus-time histogram|post-stimulus time histogram|
pre-beta 1 high density lipoprotein|prebeta1-high-density lipoprotein|
receptor protein-tyrosine phosphatase-δ|receptor-like protein-tyrosine phosphatase-δ|
cross-polarisation/magic-angle-spinning nuclear magnetic resonance spectroscopy|cross-polarization magic-angle spinning nuclear magnetic resonance spectroscopy|
ventricular cerebrospinal fluid|ventricular cerebro-spinal fluid|
transforming growth factor beta receptor II|transforming growth factor β receptor type II|
interleukin 13 receptor α 2-chain|interleukin-13 receptor α 2 chain|
β site amyloid precursor protein cleaving enzyme 2|beta-site amyloid precursor protein-cleaving enzyme 2|
recombinant human transforming growth factor beta 1|recombinant human transforming growth factor β 1|
American Society of Anaesthesiology class 2|American Society of Anesthesiologists grade 2|
cytosolic phospholipase A2 α|cytosolic phospholipase A2α|
ρ guanine nucleotide dissociation inhibitor 2|ρ-guanine nucleotide dissociation inhibitor 2|
anti-IL-4 monoclonal antibody|anti-IL4 monoclonal antibody|
spino-cerebellar ataxia type 3|spino-cerebellar ataxia 3|
T-cell-receptor-γδ-positive|T-cell receptor-γ δ-positive|
anti-beta-2-glycoprotein-1 antibody|anti-beta2 glycoprotein-I antibody|
γ-amino-butyric acid-B receptor|gamma-aminobutyric acidB receptor|
peroxisome-proliferator-activated receptor-γ coactivator-1 α|peroxisome proliferator-activated receptor-gamma co-activator-1alpha|
fluorine-18 labeled fluoro-deoxy-glucose|fluorine-18-labelled fluoro-deoxy-glucose|
peroxisome proliferator-activated receptor gamma coactivator-1alpha|peroxisome-proliferator-activated receptor γ coactivator 1α|
anti-β 2-glycoprotein-I antibody|anti-beta 2 glycoprotein-I antibody|
transforming growth factor-β receptor type II|transforming growth factor beta receptor type 2|
interleukin-15 receptor-α|interleukin-15 receptor α subunit|
anti-T-cell receptor alpha beta monoclonal antibody|anti-T-cell receptor-alpha/beta monoclonal antibody|
American Society of Anesthesiologists Class III|American Society of Anesthesiologists class 3|
endothelial-monocyte-activating polypeptide-II|endothelial monocyte-activating polypeptide-2|
alpha-amino-3-hydroxy-5-methylisoxazole propionic acid|L-alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionate|
anti-β(2) glycoprotein-I antibody|anti-β(2)-glycoprotein-I antibody|
β-site amyloid precursor protein-cleaving enzyme-2|β-site amyloid precursor protein cleaving enzyme 2|
gamma-amino-butyric acidB receptor|γ-aminobutyric acid type B receptor|
recombinant interleukin-1-β|recombinant interleukin-1 β|
attenuated total reflectance Fourier-transform infra-red spectroscopy|attenuated total reflection Fourier transform infrared spectroscopy|
stromal derived factor-1α|stromal derived factor 1 alpha|
transforming growth factor beta-activated kinase 1-binding protein 1|transforming growth factor-β-activated kinase 1-binding protein-1|
postural nocturnal dyspnea|paroxysmal nocturnal dyspnea|
cross polarization magic angle spinning nuclear magnetic resonance spectroscopy|crosspolarization/magic-angle spinning nuclear magnetic resonance spectroscopy|
vulvar intraepithelial neoplasia grade 1|vulvar intraepithelial neoplasia 1|
anti-T cell receptor-alpha beta monoclonal antibody|anti-T-cell receptor alpha beta monoclonal antibody|
T cell receptor γδ-positive|T-cell-receptor γδ-positive|
cross polarization/magic angle spinning nuclear magnetic resonance spectroscopy|cross polarization magic-angle-spinning nuclear magnetic resonance spectroscopy|
toll-interleukin1 receptor domain-containing adapter-inducing interferon-β|Toll-interleukin1 receptor domain-containing adapter inducing interferon β|
prebeta1-high-density lipoprotein|pre-beta 1-high density lipoprotein|
interleukin-13 receptor α 1-subunit|interleukin-13 receptor α 1|
insulin-like growth factor-II mRNA binding protein-3|insulin-like growth factor II mRNA binding protein 3|
transforming growth factor β-activated kinase 1|transforming-growth-factor-beta-activated kinase-1|
American Society of Anaesthesiologists physical status 3|American Society of Anesthesiology physical status III|
A disintegrin and metalloproteinase 8|a disintegrin and metalloproteinase 8|
stromal-derived factor-1-α|stromal-derived factor 1-alpha|
peroxisome proliferator-activated receptor γ-2|peroxisome proliferator-activated receptor gamma-2|
American Society of Anesthesiology grade V|American Society of Anesthesiology class V|
insulin-like growth factor II receptor|insulin-like growth factor 2 receptor|
American Society of Anaesthesiologists Grade I|American Society of Anesthesiologists Class 1|
leukokinesis-enhancing factor|leukokinesis enhancing factor|
transforming growth factor beta 2|transforming growth factor-β 2|
T-cell-receptor γδ cell|T cell receptor γδ cell|
medial-lateral|medio-lateral|
stromal-derived factor 1|stromal cell-derived factor 1|
anti-β 2 glycoprotein-I antibody|anti-β-2 glycoprotein 1 antibody|
anti-β 2 glycoprotein I antibody|anti-β-2-glycoprotein I antibody|
phospholipase Cbeta4|phospholipase Cbeta(4)|
anti-IL-5 monoclonal antibody|anti-interleukin-5 monoclonal antibody|
cross polarisation/magic-angle spinning nuclear magnetic resonance|cross-polarisation/magic angle spinning nuclear magnetic resonance|
p38 α mitogen-activated protein kinase|p38-α mitogen-activated protein kinase|
regulatory subunit 1α|regulatory subunit 1-α|
β amyloid precursor protein cleaving enzyme-2|beta amyloid precursor protein cleaving enzyme 2|
peroxisome-proliferator-activated receptor-gamma coactivator-1alpha|peroxisome-proliferator-activated receptor γ coactivator-1α|
anti-β 2 glycoprotein 1 antibody|anti-β 2 glycoprotein-I antibody|
β(2)-glycoprotein 1|β 2-glycoprotein I|
homozygous α-1 protease inhibitor deficiency|homozygous alpha 1-protease inhibitor deficiency|
anti-β(2) glycoprotein-I antibody|anti-beta 2 glycoprotein 1 antibody|
inhibitor-κ-B-alpha|inhibitor κ B alpha|
cross-polarisation magic-angle spinning nuclear magnetic resonance spectroscopy|cross polarisation/magic angle spinning nuclear magnetic resonance spectroscopy|
cytotoxic T-lymphocyte-associated antigen-4|cytotoxic T lymphocyte-associated antigen 4|
preβ1-high density lipoprotein|pre-beta1-high density lipoprotein|
β-amyloid precursor protein cleaving enzyme-2|β-amyloid precursor protein-cleaving enzyme 2|
ER-β knock out mouse|ER β knock-out mouse|
Toll-interleukin1 receptor domain-containing adapter inducing interferon beta|Toll/interleukin-1 receptor domain-containing adapter-inducing interferon beta|
5-HT1A receptor|5-HT 1A receptor|
β-2 glycoprotein 1|β(2) glycoprotein-I|
β site amyloid precursor protein-cleaving enzyme 1|beta amyloid precursor protein cleaving enzyme-1|
interleukin-4 receptor-α chain|interleukin-4 receptor alpha chain|
pregnancy specific beta1 glycoprotein|pregnancy specific β1 glycoprotein|
βglucuronidase|betaglucuronidase|
hematopoietic cell phosphatase|hæmatopoietic cell phosphatase|
receptor-like protein-tyrosine phosphatase α|receptor-like protein tyrosine phosphatase-α|
interleukin 13 receptor α2-chain|interleukin-13 receptor α 2 chain|
interleukine-7 receptor-α|interleukin 7 receptor-α|
anti-beta (2)-glycoprotein-I antibody|anti-beta 2-glycoprotein-I antibody|
T-cell-receptor-γδ-positive|T cell receptor-γ δ-positive|
American Society of Anaesthesiology Grade 3|American Society of Anesthesiologists Grade 3|
GTP binding protein γ subunit|GTP binding protein gamma subunit|
mutated melanoma-associated antigen-1|mutated melanoma-associated antigen 1|
interleukin-13 receptor alpha1-chain|interleukin-13 receptor α1 chain|
glycosyl phosphatidylinositol linked|glycophosphatidyl inositol linked|
ferredoxin-NADP(+) oxidoreductase|ferredoxin:NADP+ reductase|
American Society of Anesthesiologists status V|American Society of Anesthesiology class V|
stromal-derived factor-1alpha|stromal derived factor 1 alpha|
T-cell receptor-gamma delta-positive|T-cell receptor gamma delta-positive|
invariant T-cell receptor V α14|invariant T-cell receptor Vα 14|
multi-color fluorescence in situ hybridization|multicolor fluorescence in-situ hybridization|
fluorine-18 labelled fluoro-deoxy-glucose|fluorine-18 fluoro-deoxy-glucose|
human T-cell leukemia virus type 1-infected|human T cell leukaemia virus type-I-infected|
receptor-like protein tyrosine phosphatase ψ|receptor-like protein-tyrosine phosphatase-psi|
estrogen receptor β knock out mouse|oestrogen receptor-β knock out mouse|
matrix assisted laser desorption ionisation time of flight mass spectrometric|matrix assisted laser desorption ionisation time of flight mass spectrometry|
multiple endocrine neoplasia type 2B syndrome|multiple endocrine neoplasia 2B syndrome|
crosspolarisation/magic angle spinning nuclear magnetic resonance spectroscopy|cross polarisation magic angle spinning nuclear magnetic resonance spectroscopy|
interleukine 13 receptor α 2 subunit|interleukin 13 receptor-α2 subunit|
DICER-LIKE 3|DICER-LIKE-3|
hemoglobin A1c|hemoglobi- A1c|
anti-β(2)-glycoprotein-I antibody|anti-beta2-glycoprotein 1 antibody|
American Society of Anesthesiology Class 4|American Society of Anaesthesiology Grade 4|
Toll-interleukin 1 receptor domain-containing adapter-inducing interferon beta|Toll/interleukin1 receptor domain-containing adapter-inducing interferon-beta|
interferon alpha-2b-induced|interferon-α-2b-induced|
collagen type VI α 3|collagen type 6 α-3|
oestrogen receptor α knockout|estrogen receptor-α knockout mouse|
transforming growth factor β1|transforming growth factor-β 1|
toll-interleukin1 receptor domain-containing adapter inducing interferon beta|Toll/interleukin 1 receptor domain-containing adapter-inducing interferon-β|
peroxisome-proliferator-activated receptor-γ co-activator-1 α|peroxisome proliferator-activated receptor γ co-activator-1 α|
interleukin-13 receptor α1|interleukin-13 receptor alpha 1|
Toll/interleukin 1 receptor domain-containing adapter-inducing interferon β|toll-interleukin-1 receptor domain-containing adapter-inducing interferon-beta|
Wechsler Intelligence Scale for Children 4th Edition|Wechsler Intelligence Scale for Children-4th Edition|
anti-beta2 glycoprotein-1 antibody|anti-β (2)-glycoprotein-I antibody|
insulin-like growth factor receptor 2|insulinlike growth factor receptor type 2|
anti-human T cell lymphotrophic virus-1 antibody|anti-human T cell lymphotrophic virus 1 antibody|
non-nucleoside RT inhibitors|nonnucleoside RT inhibitors|
electron-probe X-ray microanalysis|electron probe x-ray microanalyser|
phospholipase-C β 1|phospholipase C-β1|
American Society of Anaesthesiologists Class 3|American Society of Anesthesiologists Status 3|
IL-12 receptor beta 1 chain|IL12 receptor β1 chain|
transforming growth factor-beta receptor type I|transforming growth factor-beta receptor 1|
cellular inhibitor of apoptosis protein 1|cellular inhibitor of apoptosis protein-1|
pre-beta 1 high density lipoprotein|pre-β 1 high-density lipoprotein|
transforming growth factor β receptor 1|transforming growth factor beta receptor 1|
IL4 receptor-α|IL4 receptor α|
aspartyl-(asparaginyl) β-hydroxylase|aspartyl-asparaginyl-beta-hydroxylase|
toll-interleukin 1 receptor domain-containing adapter-inducing interferon beta|toll/interleukin 1 receptor domain-containing adapter-inducing interferon-beta|
fluorine 18-fluoro-deoxyglucose|fluorine 18-labeled fluoro-deoxyglucose|
anti-human T cell lymphotropic virus type I antibody|anti-human T-cell lymphotrophic virus type-1 antibody|
transforming growth factor-beta receptor type II|transforming growth factor beta receptor type 2|
transforming growth factor beta1|transforming growth factor beta-1|
phospholipase Cβ1|phospholipase C β 1|
cytokine-induced neutrophil chemoattractant-2α|cytokine-induced neutrophil chemoattractant 2alpha|
interleukin 2 receptor α subunit|interleukin 2 receptor α chain|
receptor-type protein-tyrosine phosphatase β|receptor-type protein-tyrosine phosphatase-β|
γ-amino-butyric acid B receptor|γ-amino butyric acid-B receptor|
receptor-like protein-tyrosine phosphatase-μ|receptor-like protein tyrosine phosphatase-μ|
Clinical Global Impressions severity scale|Clinical Global Impressions-Severity of Illness scale|
β-2-glycoprotein-I|β 2 glycoprotein I|
three-colour fluorescence in-situ hybridization|three color fluorescence in-situ hybridisation|
substance-P-like immunoreactivity|substance P like immunoreactive|
interleukin-5 receptor-α chain|interleukine 5 receptor α-chain|
cytotoxic T-lymphocyte antigen-2β|cytotoxic T lymphocyte antigen 2 beta|
T cell receptor γδ-positive|T-cell receptor-γ δ-positive|
interleukine-13 receptor-α2 subunit|interleukin 13 receptor-α2 subunit|
human transforming growth factor beta 2|human transforming growth factor β2|
S-adenosylhomocysteine|S-adenosyl-L-homocysteine|
anti-β2 glycoprotein-1 antibody|anti-β(2)-glycoprotein 1 antibody|
peroxisome-proliferator-activated receptor-γ co-activator-1 α|peroxisome proliferator-activated receptor gamma co-activator-1 alpha|
American Society of Anesthesiology class 1|American Society of Anesthesiologists class 1|
hypoxia-inducible factor 1α|hypoxia-inducible factor-1α|
toll-interleukin-1 receptor domain-containing adapter-inducing interferon beta|toll/interleukin1 receptor domain-containing adapter-inducing interferon-beta|
excision repair cross complementing-group 2|excision repair cross complementing 2|
cellular Fas-associated death domain-like interleukin-1β converting enzyme-inhibitory protein|cellular Fas-associated death domain-like interleukin-1beta converting enzyme inhibitory protein|
β amyloid precursor protein-cleaving enzyme-1|beta-amyloid precursor protein cleaving enzyme 1|
peroxisome proliferator-activated receptor γ coactivator-1 α|peroxisome-proliferator-activated receptor γ coactivator-1α|
American Society of Anaesthesiologists Status 2|American Society of Anesthesiologists status 2|
human interferon-α2b|human interferon alpha2b|
mitogen activated protein kinase activated protein kinase 1|mitogen activated protein kinase-activated protein kinase 1|
GTP binding protein β-γ-subunit|GTP binding protein βγ subunit|
anti-beta-2 glycoprotein I antibody|anti-beta-2 glycoprotein 1 antibody|
American Society of Anaesthesiologists grade 5|American Society of Anesthesiologists status 5|
anti-β2-glycoprotein I antibody|anti-β2 glycoprotein-I antibody|
anti-β 2-glycoprotein-I antibody|anti-beta2 glycoprotein 1 antibody|
toll-interleukin1 receptor domain-containing adapter inducing interferon β|Toll/interleukin1 receptor domain-containing adapter-inducing interferon-beta|
cross polarization magic angle spinning nuclear magnetic resonance spectroscopy|crosspolarisation/magic-angle spinning nuclear magnetic resonance spectroscopy|
peroxisome proliferator-activated receptor-γ coactivator-1α|peroxisome proliferator-activated receptor gamma coactivator-1alpha|
beta amyloid precursor protein-cleaving enzyme-1|β amyloid precursor protein-cleaving enzyme-1|
Toll/interleukin1 receptor domain-containing adapter-inducing interferon-beta|Toll/interleukin 1 receptor domain-containing adapter-inducing interferon beta|
interleukine-2 receptor α-chain|interleukin 2 receptor alpha|
Hb S/β thalassemia|Hb S-beta thalassemia|
natural resistance-associated macrophage protein-1|natural resistance-associated macrophage protein 1|
acute laryngotracheobronchitis|acute laryngotracheal bronchitis|
mitogen-activated protein kinase-activated protein kinase 5|mitogen-activated protein kinase-activated protein kinase-5|
transforming growth factor β type II receptor|transforming growth factor β receptor type II|
beta amyloid precursor protein cleaving enzyme-1|β amyloid precursor protein cleaving enzyme 1|
inhibitory-κB kinase β|inhibitory κ B kinase-β|
interleukin-2 receptor α|interleukin 2 receptor-α|
interleukin 4 receptor alpha|interleukin-4 receptor α chain|
retinoic-acid-receptor-related orphan receptor γT|retinoic acid receptor-related orphan receptor γt|
testicular feminised|testicular-feminised|
amyloid-β1-40|amyloid β1-40|
type-2 corticotrophin-releasing-hormone receptor|corticotropin releasing hormone receptor-2|
interleukin-13 receptor alpha-1 chain|interleukine-13 receptor alpha1 subunit|
insulin-like growth factor II mRNA-binding protein-3|insulin-like growth factor II messenger RNA binding protein 3|
American Society of Anaesthesiologists class IV|American Society of Anaesthesiology status 4|
β 2-glycoprotein-I|β(2)-glycoprotein-I|
toll-interleukin1 receptor domain-containing adapter-inducing interferon-β|toll-interleukin1 receptor domain-containing adapter-inducing interferon-beta|
computed tomography perfusion|computed tomographic perfusion|
estrogen receptor-β knock out|oestrogen receptor β knockout|
in-vitro fertilisation/embryo transfer|in vitro fertilisation-embryo transfer|
increase in life span|increase of lifespan|
anti-β 2 glycoprotein 1 antibody|anti-β-2 glycoprotein I antibody|
receptor-like protein-tyrosine phosphatase-delta|receptor protein-tyrosine phosphatase-δ|
soluble interleukin-2 receptor α|soluble interleukin 2 receptor α|
cytotoxic T lymphocyte antigen-2 α|cytotoxic T-lymphocyte antigen-2 α|
transforming growth factor-β inhibitory element|transforming growth factor β inhibitory element|
peroxisome proliferator-activated receptor gamma coactivator-1alpha|peroxisome-proliferator-activated receptor-gamma coactivator-1alpha|
haemoglobin S-β thalassaemia|hemoglobin S/β thalassemia|
cross-polarization/magic angle spinning nuclear magnetic resonance|cross-polarisation/magic-angle spinning nuclear magnetic resonance|
interleukin-1β receptor|interleukine-1β receptor|
src homology 2 domain containing protein tyrosine phosphatase 2|src homology-2 domain-containing protein tyrosine phosphatase 2|
anti-β(2) glycoprotein-I antibody|anti-beta(2)-glycoprotein-I antibody|
α-2 Heremans-Schmid glycoprotein|α2 Heremans Schmid glycoprotein|
interleukine 5 receptor α chain|interleukin 5 receptor alpha chain|
anti-β-2-glycoprotein-1 antibody|anti-β2-glycoprotein-1 antibody|
T-cell receptor γδ-positive|T-cell receptor γ δ-positive|
anti-matrix metallopeptidase-9 antibody|anti-matrix metalloproteinase 9 antibody|
anti-TCR alphabeta monoclonal antibody|anti-TCR α β monoclonal antibody|
American Society of Anesthesiology Class III|American Society of Anaesthesiology physical status III|
anti-β-2-glycoprotein I antibody|anti-beta-2 glycoprotein 1 antibody|
intra-uterine growth-retarded|intra-uterine growth retarded|
β amyloid precursor protein cleaving enzyme-1|β amyloid precursor protein cleaving enzyme 1|
prostaglandin-F(2)α|prostaglandin F(2)alpha|
transforming growth factor-beta receptor type I|transforming growth factor beta receptor type 1|
technetium 99m labelled human serum albumin|technetium 99m-labelled human serum albumin|
β-site APP-cleaving enzyme-1|β site APP cleaving enzyme 1|
anti-beta2-glycoprotein-I antibody|anti-β(2) glycoprotein-I antibody|
toll/interleukin-1 receptor domain-containing adapter-inducing interferon β|toll-interleukin 1 receptor domain-containing adapter-inducing interferon β|
isonicotinamide|isonicotinic acid|
prointerleukin-1 alpha|pro-interleukin-I alpha|
American Society of Anaesthesiology class IV|American Society of Anesthesiologists Grade 4|
anti-β 2 glycoprotein 1 antibody|anti-β-2 glycoprotein-I antibody|
α-methyl-acyl-coenzyme-A racemase|α-methyl acyl-coenzyme A racemase|
receptor-like protein tyrosine phosphatase-α|receptor protein tyrosine phosphatase α|
invariant T cell receptor Vα-14|invariant T cell receptor Vα 14|
anti-beta2-glycoprotein-I antibody|anti-beta-2-glycoprotein 1 antibody|
peroxisome proliferator-activated receptor-γ coactivator-1 α|peroxisome-proliferator-activated receptor-gamma co-activator-1alpha|
prostaglandin F2alpha metabolite|prostaglandin F2 alpha metabolite|
anti-β-2 glycoprotein-1 antibody|anti-beta2-glycoprotein 1 antibody|
fluorine-18-labeled fluoro-deoxy-glucose|fluorine-18 labelled fluoro-deoxyglucose|
human interferon α2b|human interferon α-2b|
anti-human T-cell lymphotropic virus-I antibody|anti-human T-cell lymphotropic virus 1 antibody|
anti-human T-cell lymphotrophic virus I antibody|anti-human T cell lymphotropic virus-1 antibody|
beta-lactoglobulin-A|beta-lactoglobulin A|
male germ cell rac GTPase-activating protein|male germ cell rac GTPase activating protein|
calcium concentrations|calcium concentration|
American Society of Anesthesiologists status III|American Society of Anaesthesiology status 3|
x-ray repair cross complementing 1|x-ray cross complementing-1|
interleukine 2 receptor α-chain|interleukine 2 receptor-α|
phospholipase C-β 4|phospholipase Cβ(4)|
cross-polarization/magic angle spinning|cross-polarization magic angle spinning|
surface enhanced laser desorption/ionization time-of-flight mass spectrometry|surface-enhanced laser desorption/ionisation time of flight mass spectrometry|
receptor protein tyrosine phosphatase zeta|receptor-like protein tyrosine phosphatase-zeta|
Toll-interleukin 1 receptor domain-containing adapter-inducing interferon β|toll/interleukin-1 receptor domain-containing adapter-inducing interferon-β|
peroxisome-proliferator-activated receptor gamma coactivator-1 alpha|peroxisome-proliferator-activated receptor-gamma co-activator-1alpha|
anti-T-cell receptor alpha/beta antibody|anti-T-cell receptor-α β antibody|
anti-β2 glycoprotein I antibody|anti-β2-glycoprotein-1 antibody|
gamma-amino-butyric acidA|gammaaminobutyric acid|
β2-glycoprotein-1|β-2-glycoprotein 1|
a disintegrin and metalloprotease 8|A disintegrin and metalloprotease-8|
Familial defective apolipoprotein B-100|familial defective apolipoprotein b|
class II-associated invariant chain-derived peptide|class II-associated invariant chain derived peptide|
transforming growth factor-β-activated kinase 1|transforming-growth-factor-beta-activated kinase 1|
interleukin-18 receptor-alpha|interleukin-18 receptor alpha|
proteinase-activated receptor-2|protease activated receptor 2|
beta APP-cleaving enzyme-1|β APP cleaving enzyme 1|
toll/interleukin 1 receptor domain-containing adapter-inducing interferon-beta|toll/interleukin 1 receptor domain-containing adapter-inducing interferon β|
peroxisome proliferator-activated receptor gamma co-activator-1 alpha|peroxisome proliferator-activated receptor-γ co-activator 1α|
apolipo-protein|apolipoprotein|
idiopathic thrombocytopenic purprua|idiopathic thrombo-cytopenia|
receptor-like protein tyrosine phosphatase δ|receptor protein-tyrosine phosphatase-δ|
interleukin 2 receptor α|interleukin-2 receptor-α|
IL-13 receptor α2|IL-13 receptor alpha 2|
American Society of Anesthesiology Grade 2|American Society of Anaesthesiology class II|
interleukin 7 receptor α-chain|interleukine-7 receptor α-chain|
inter-α-trypsin inhibitor|interalpha trypsin inhibitor|
recombinant human transforming growth factor-beta 2|recombinant human transforming growth factor-β2|
T-cell-receptor gammadelta-positive|T-cell-receptor γδ-positive|
American Society of Anaesthesiologists Status IV|American Society of Anaesthesiologists class 4|
toll/interleukin 1 receptor domain-containing adapter-inducing interferon-β|Toll/interleukin 1 receptor domain-containing adapter-inducing interferon beta|
platelet-derived growth factor receptor α|platelet-derived growth factor receptor alpha|
cross polarization magic-angle-spinning nuclear magnetic resonance|cross polarisation magic-angle spinning nuclear magnetic resonance|
transforming growth factor β receptor 1|transforming growth factor-beta receptor 1|
Toll/interleukin 1 receptor domain-containing adapter-inducing interferon beta|Toll/interleukin1 receptor domain-containing adapter-inducing interferon-β|
β2 glycoprotein-1|β-2-glycoprotein 1|
translation elongation factor 1 α|translation elongation factor-1α|
anti-β 2-glycoprotein-I antibody|anti-beta (2)-glycoprotein-I antibody|
American Society of Anaesthesiology grade 1|American Society of Anaesthesiologists Grade 1|
three-color fluorescence in situ hybridisation|three-color fluorescence in situ hybridization|
post-transplantation lymphoproliferative disorder|posttransplant lymphoproliferative disease|
poly-βhydroxybutyrate|poly-β-hydroxy-butyrate|
Toll-interleukin1 receptor domain-containing adapter-inducing interferon-β|toll-interleukin 1 receptor domain-containing adapter-inducing interferon β|
β 2 glycoprotein-I|β-2-glycoprotein I|
β amyloid precursor protein-cleaving enzyme 1|β-amyloid precursor protein cleaving enzyme-1|
never-in-mitosis A related kinase-1|never-in-mitosis A-related kinase-1|
human insulin-like growth factor-2|human insulin-like growth factor II|
anti-β 2-glycoprotein-I antibody|anti-β(2) glycoprotein I antibody|
American Society of Anesthesiology physical status 4|American Society of Anesthesiology physical status IV|
corticotropin-releasing hormone receptor-2|corticotrophin releasing hormone receptor type-2|
beta-amyloid-1-42|beta-amyloid-42|
toll-interleukin1 receptor domain-containing adapter inducing interferon beta|Toll/interleukin1 receptor domain-containing adapter-inducing interferon-beta|
anti-beta(2)-glycoprotein 1 antibody|anti-beta 2-glycoprotein-I antibody|
Hb S-β thalassaemia|Hb S-beta-thalassaemia|
interleukin 5 receptor alpha|interleukin 5 receptor α chain|
mitogen activated protein kinase activated protein kinase 2|mitogen-activated protein kinase activated protein kinase-2|
beta amyloid precursor protein cleaving enzyme-1|beta-amyloid precursor protein cleaving enzyme 1|
leakage of fluid|leaking of fluids|
interleukin-13 receptor α 2 subunit|interleukin 13 receptor-α2 subunit|
IL-2 receptor alpha-subunit|IL-2 receptor α-subunit|
estrogen receptor α knockout mouse|estrogen receptor-α knockout|
peroxisome-proliferator-activated receptor-γ co-activator-1 α|peroxisome-proliferator-activated receptor-gamma co-activator 1 alpha|
American Society of Anaesthesiology Class 5|American Society of Anesthesiology Grade 5|
anti-ribonuclease|antiribonuclease|
interleukine 4 receptor α|interleukine-4 receptor α chain|
anti-β 2-glycoprotein-I antibody|anti-β-2 glycoprotein I antibody|
β amyloid precursor protein cleaving enzyme 2|beta amyloid precursor protein cleaving enzyme-2|
anti-β-2 glycoprotein I antibody|anti-beta(2)-glycoprotein-I antibody|
phospho-glycogen synthase kinase 3beta|phosphorylated glycogen synthase kinase 3 β|
peroxisome-proliferator-activated receptor gamma coactivator 1 alpha|peroxisome proliferator-activated receptor γ co-activator 1 α|
anti-beta2-glycoprotein I antibody|anti-beta2 glycoprotein-1 antibody|
CCAAT/enhancer-binding protein-α|CCAAT enhancer binding protein alpha|
ERalpha knockout mouse|ER-α knock out mouse|
topoisomerase IIα protein|topoisomerase II α protein|
Toll/interleukin-1 receptor domain-containing adapter-inducing interferon beta|toll-interleukin-1 receptor domain-containing adapter-inducing interferon β|
collagen VIII α 1|collagen type VIII α-1|
T-cell-receptor γ δ-positive|T-cell-receptor γδ-positive|
β site amyloid precursor protein cleaving enzyme 2|β-site amyloid precursor protein cleaving enzyme 2|
GTP binding protein βgamma subunit|GTP binding protein βgamma-subunit|
enzyme linked immunosorbant assay|enzyme-linked immunoabsorbent assay|
beta site amyloid precursor protein cleaving enzyme 1|beta-site amyloid precursor protein-cleaving enzyme-1|
anti-β(2) glycoprotein-I antibody|anti-β 2-glycoprotein I antibody|
anti-beta-2-glycoprotein I antibody|anti-beta(2) glycoprotein-I antibody|
β site APP cleaving enzyme 2|β APP-cleaving enzyme 2|
cytotoxic T lymphocyte antigen-2α|cytotoxic T-lymphocyte antigen 2 α|
beta-site amyloid precursor protein-cleaving enzyme 2|beta amyloid precursor protein cleaving enzyme 2|
