LF1|LF2|Synonym
ras-related GTP-binding protein 3C|ras-related GTP-binding protein 6B|
C8 binding protein|IGF binding protein 4|
phenylmethyl-sulfonyl fluoride|phenyl-methylsulfonyl fluoride|
insulinlike growth factor binding protein-2|insulin-like growth factor II mRNA binding protein-3|
receptor protein tyrosine phosphatase-κ|receptor-like protein tyrosine phosphatase alpha|
pyruvate dehydrogenase E1α|pyruvate dehydrogenase|
β-site amyloid precursor protein cleaving enzyme|β site amyloid precursor protein-cleaving enzyme 2|
estrogen receptor-β knock out|estrogen receptor β knockout mouse|
anti-IL 6 receptor monoclonal antibody|anti-IL4 receptor monoclonal antibody|
T-cell death associated gene 8|T cell death-associated gene 8|
bird's eye view|bird's-eye view|
three color fluorescence in-situ hybridization|interphase fluorescence in-situ hybridisation|
GLP1 receptor agonist|receptor agonist|
anti-toll-like receptor 4 monoclonal antibody|anti-IL6 receptor monoclonal antibody|
type-2 corticotrophin-releasing hormone receptor|corticotropin releasing hormone receptor type 2|
surface-assisted laser desorption ionization-mass spectrometry|matrix assisted laser desorption ionisation-mass spectrometry|
cross-polarization/magic angle spinning NMR|cross-polarisation magic-angle spinning|
uniparental disomy 14|uniparental disomy|
laser desorption-ionisation time of flight mass spectrometry|matrix assisted laser desorption/ionization time of flight mass spectrometry|
kruppel-like factor-15|krüppel-like factor-10|
HIV-1 transactivator|transactivator|
cluster of differentiation antigen 50|cluster of differentiation antigen 51|
granulocyte-macrophage-colony-stimulating factor receptor α chain|granulocyte macrophage colony-stimulating factor receptor alpha subunit|
human β defensin 4|human beta defensin 1|
collagen 6 α 3|collagen 6 α3|
peroxin 3|peroxin 13|
recombinant murine interleukin 12|recombinant interleukine 1 β|
multicolour fluorescence in situ hybridisation|three color fluorescence in situ hybridization|
ras GTPase-activating protein|ras GTPase activating protein|
interleukin-1-α|interleukin 10|
receptor protein tyrosine phosphatase-β|receptor protein-tyrosine phosphatase-δ|
anti-TCR-α β monoclonal antibody|anti-IL-18 monoclonal antibody|
three-dimensional computed tomographic angiography|cardiac computed tomographic angiography|
extracellular signal-regulated protein kinase 5|extracellular-signal regulated kinase|
hydroxypentenal|hydroxy-pentenal|
S100 calcium binding protein A12|calcium binding protein A|
guinea pig cytomegalovirus|pig cytomegalovirus|
interleukin 1alpha|interleukin 1β|
tumor node metastasis|tumor-3, node-2b, metastasis-0|
inferior wall myocardial infarction|non-anterior myocardial infarction|
receptor-like protein tyrosine phosphatase-δ|receptor-like protein-tyrosine phosphatase alpha|
renovascular resistance|vascular resistance|
macrophage inflammatory protein 1 α|macrophage inflammatory protein-1β|
insulin-like growth factor receptor-I|insulinlike growth factor|
portal vein dilation|portal vein ligation|
β-human chorionic gonadotropin|equine chorionic gonadotropin|
American Society of Anesthesiology grade V|American Society of Anaesthesiologists class 1|
A disintegrin and metalloproteinase 9|a disintegrin and metalloprotease-23|
cluster of differentiation 44 variant 6|cluster of differentiation 8|
beta-amino-butyric acid|gamma-aminobutyric acidB|
test-of-cure|test of cure|
interleukine 5 receptor α|interleukine-15 receptor alpha|
venous malformation|arteriovenous malformation|
peptidyl glycine α-amidating monooxygenase|peptidyl-glycine-α-amidating mono-oxygenase|
resonance-enhanced multi-photon ionization|resonance enhanced multi-photon ionisation|
mean systemic arterial pressure|mean arterial pressure|
tumour necrosis factor α protein|tumor necrosis factor alpha protein|
a disintegrin and metalloproteinase 21|A disintegrin and metalloproteinase 21|
matrix-assisted laser desorption/ionisation-mass spectrometry|matrix-assisted laser desorption ionization time of flight mass spectrometric|
gamma-aminobutyric acid-B receptor|gamma-aminobutyric acid B|
augmented correlation-consistent polarised valence quadruple ζ basis set|augmented correlation consistent polarized valence quadruple ζ basis set|
interleukin 11 receptor α chain|interleukin 13 receptor α2-chain|
toll-interleukin-1 receptor domain-containing adapter-inducing interferon-beta|Toll-interleukin 1 receptor domain-containing adapter-inducing interferon-beta|
abnormal coronary artery|normal coronary artery|
L-glutamine|glutamin|
interleukin 1 receptor type 1|interleukin 1 receptor type II|
American Society of Anaesthesiology Class IV|American Society of Anesthesiologists status IV|
cluster of differentiation 99|Clusters of Differentiation|
oestrogen receptor β knock-out|estrogen receptor β knockout mouse|
human adenovirus 1|human adenovirus type 33|
posterior wall myocardial infarction|lateral wall myocardial infarction|
Iκ-B kinase-γ|I κB kinase|
mitogen-activated protein kinase kinase kinase-1|mitogen activated protein kinase kinase-4|
anti-interleukin-10 antibody|anti-interleukin-1alpha antibody|
posttransplant lymphoproliferative disease|post transplantation lymphoproliferative disorders|
IL-18 receptor alpha-chain|IL-11 receptor α-chain|
β-site APP cleaving enzyme-1|β-APP cleaving enzyme 2|
pregnancy-associated plasma protein-A|Pregnancy-associated murine protein-1|
Fc γ receptor dependent|Fcgamma receptor dependent|
immobilized metal ion affinity chromatography|immobilised metal-ion affinity chromatography|
surface-enhanced laser desorption/ionization time-of-flight|surface-enhanced laser desorption ionization|
Na-K-Cl cotransporter 1 protein|Na-K-Cl cotransporter-1|
C. difficile associated disease|C. difficile-associated disease|
serine protease inhibitor Kazal|serine protease inhibitor|
transcription factor TEF|transcription factor IIIC|
ataxia telangiectasia mutated protein|ataxia telangiectasia-mutated kinase|
interleukine-5 receptor α-chain|interleukin-13 receptor α1-chain|
Krüppel-like factor-11|Kruppel-like factor 3|
steroid 5-alpha-reductase type 2|steroid 5α-reductase type II|
interleukin-1 type-1 receptor|interleukin 9 receptor|
tumour necrosis factor α|tumor necrosis factor-β|
trefoil factor 2|trefoil factor|
anti-beta(2)-glycoprotein 1 antibody|anti-β2-glycoprotein I antibody|
adenosine triphosphate binding pocket|adenosine triphosphate-binding subunit|
transform ion cyclotron resonance|fourier transform ioncyclotron resonance|
paired box 2|paired box gene 2|
sex determining region Y, box 8|sex-determining region Y-box 3|
magnesium-furaptra red|magnesium-furaptra|
Simulium nodosum|Simulium damnosum|
active oxygen species|activated oxygen species|
Ca(2+) release-activated Ca(2+) channel|Ca2+-release-activated Ca2+ channel|
beta sialoglycoprotein|sialo-glycoprotein|
Fc ε receptor 1|Fc γ receptor|
A disintegrin and metalloprotease 33|a disintegrin and metalloprotease-3|
phospholipase-C β1|phospholipase C β(3)|
phospholipase Cβ2|phospholipase Cbeta(2)|
anti-β(2)-glycoprotein 1 antibody|anti-β-2-glycoprotein-1 antibody|
4-chlorophenol|chlorophenol|
apolipoprotein E ε-4|apolipoprotein a i|
retinitis pigmentosa|X linked retinitis pigmentosa|
human β defensin 1|human β defensin 3|
American Society of Anaesthesiology Class III|American Society of Anesthesiologists'|
excision repair cross complementation 1|excision repair cross-complementing 3|
Kruppel-like factor-15|krüppel-like factor 15|
insulinlike growth factor 2|insulin-like growth factor receptor-1|
American Society of Anesthesiology Class III|American Society of Anesthesiology status III|
proteasome subunit β type 8|proteasome subunit alpha type 6|
tumour necrosis factor α production|tumor necrosis factor-α protein|
Krüppel-like factor-15|Krüppel-like factor 2|
interleukin-2 receptor-α|interleukin-3 receptor-α|
ribosomal protein L11|ribosomal protein S8|
bilateral common carotid artery occlusion|internal carotid artery occlusion|
secreted a disintegrin and metalloprotease 28|a disintegrin and metalloprotease 12-S|
chicken luteinising hormone releasing hormone I|luteinizing-hormone-releasing hormone|
anti-interleukin 2 antibody|anti-interleukin 17 antibody|
electron probe X-ray micro analysis|electron probe microanalyser|
anti-interleukin 8 monoclonal antibody|anti-interleukin-1alpha monoclonal antibody|
vertebral artery|left vertebral artery|
cytidine triphosphate|deoxycytidine 5'-triphosphate|
peptidyl glycine α-amidating mono-oxygenase|peptidyl-glycine-alpha-amidating mono-oxygenase|
antimouse lymphocyte serum|anti-lymphocyte serum|
transforming growth factor β1|human transforming growth factor β1|
neural precursor cell expressed, developmentally downregulated 5|neural-precursor cell-expressed developmentally down-regulated 5|
interleukin-12 receptor β 1 chain|interleukin-18 receptor α chain|
tumor necrosis factor receptor superfamily member 6|tumor necrosis factor receptor superfamily 1A|
transforming growth factor beta-2|human transforming growth factor α|
kruppel-like factor-9|Kruppel-like factor-13|
transforming growth factor β2|human transforming growth factor-β 2|
A disintegrin and metalloproteinase 33|a disintegrin and metalloproteinase 21|
Na(+)/H(+) exchanger-3|Na+/H+ exchanger|
serum glutamic oxalacetic transaminase|glutamine oxaloacetic transaminase|
electron probe X-ray microanalyser|electron-probe X-ray micro-analysis|
male specific lethal 1|male specific lethal complex|
metabotropic glutamate receptor 1α|metabotropic glutamate receptor type 2|
maximum urethral pressure|maximum closure pressure|
human immunodeficiency virus type 1 antibody|human immunodeficiency virus antigen|
AMPA receptor|SNAP receptor|
anti-toll-like receptor-4 monoclonal antibody|anti-toll-like receptor-2 antibody|
meta-iodo-benzylguanidine scan|meta-iodo-benzylguanidine|
cross polarization magic-angle-spinning nuclear magnetic resonance spectroscopy|cross polarisation magic-angle spinning nuclear magnetic resonance spectroscopy|
stromal-derived factor-1|stromal-derived factor 2|
triglycine|triglyceride|
transient receptor potential vanilloid receptor 6|transient receptor potential vanilloid type 3|
human transforming growth factor β 2|recombinant human transforming growth factor-β 3|
delayed cutaneous hypersensitivity|delayed-type hypersensitivity|
α2C adrenergic receptor|alpha2C adrenergic receptor|
fan-beam dual X-ray absorptiometry|fanbeam dual-energy X-ray absorptiometry|
receptor-like protein-tyrosine phosphatase-delta|receptor-like protein tyrosine phosphatase-κ|
human transforming growth factor-beta 1|recombinant human transforming growth factor-beta 2|
adenosine monophosphate|cyclic adenosinemonophosphate|
sex-determining region Y-box 6|sex-determining region Y-box 9|
nucleoside-triphosphatase|nucleotide pyrophosphatase|
krueppel-like factor 5|kruppel-like factor-3|
effective blood volume|relative blood volume|
American Society of Anesthesiology Class IV|American Society of Anaesthesiology physical status 5|
non-selective cation conductance|non-selective cation channel-2|
type V secretory phospholipase A(2)|secretory phospholipase A(2)-IIA|
neural precursor cell-expressed, developmentally down-regulated 8|neural-precursor cell-expressed developmentally down-regulated 1|
G protein-coupled receptor|G protein coupled oestrogen receptor|
A disintegrin and metalloproteinase 10|A disintegrin and metalloprotease 12-S|
messenger ribonucleoprotein particle|messenger ribonucleoprotein|
corticotrophin-releasing-hormone receptor 2|thyrotropin-releasing hormone receptor 1|
interleukin-4 receptor alpha chain|interleukin-13 receptor α 2-chain|
Registered Mental Nurse|Registered General Nurse|
ribosomal protein S9|ribosomal protein S24|
α 7 nicotinic acetylcholine receptor|α 4 β 2 nicotinic acetylcholine receptor|
osteonecrosis of the femoral head|avascular necrosis of the femoral head|
α-1-microglobulin|α-2 macroglobulin|
American Society of Anesthesiologists Grade 4|American Society of Anesthesiologists Status 2|
human immunodeficiency virus risk|human immune deficiency virus|
T helper 1 type|T helper type 2|
t-complex testis-expressed|t-complex testis-expressed gene 5|
interleukine 2 receptor γ chain|interleukin 11 receptor α-chain|
neural precursor cell-expressed developmentally down-regulated 8|neural precursor cell-expressed, developmentally downregulated 5|
crosspolarization/magic angle spinning nuclear magnetic resonance spectroscopy|cross polarization/magic angle spinning nuclear magnetic resonance|
nasal submucous resection|submucous resection|
anti-IL-12p70 monoclonal antibody|anti-CD33 monoclonal antibody|
A disintegrin and metalloproteinase-29|a disintegrin and metalloproteinase 5|
forced expiratory volume in 1 second|forced expiratory volume in 1s|
galactorrhœa amenorrhœa hyperprolactinemia syndrome|galactorrhoea amenorrhœa hyperprolactinæmia syndrome|
tretinoin|isotretinoin|
hepatitis A virus|hepatitis D virus|
a disintegrin and metalloprotease with thrombospondin motifs-19|a disintegrin-like and metalloproteinase with thrombospondin type1 motif 13 inhibitor|
cyclic adenosine monophosphate receptor protein|cyclic adenosine monophosphate receptor 1|
kinesin family member 2C|kinesin family member 21A|
hepatocyte nuclear factor-1α|hepatic nuclear factor-4 α|
stress-activated protein kinase-1c|stress-activated protein kinase-2a|
V2 receptor|VLDL receptor|
prostaglandin F-(2) α|prostaglandin I(2)|
American Society of Anesthesiology Class V|American Society of Anaesthesiology grade II|
accident & emergency patient|accident & emergency medicine|
Peroxisome proliferator-activated receptors|peroxisome proliferator-activated receptor alpha agonist|
insulin-like growth factor-II mRNA binding protein 3|insulin-like growth factor II binding|
single stranded DNA binding protein|mitochondrial single stranded DNA binding protein|
receptor protein-tyrosine phosphatase ζ|receptor protein tyrosine phosphatase|
high-resolution computerised tomography|high resolution computed tomographic|
T cell receptor αβ|T-cell receptor δ|
tri-iodothyronine|tetraiodothyronine|
N-acetyltransferases|N-methyltransferase|
plasma vascular endothelial growth factor level|vascular endothelial growth factor|
staphylococcal superantigen-like protein 7|staphylococcal superantigen-like 5|
interleukin 11 receptor α-chain|interleukin-12 receptor β1 chain|
blood lactate concentration|lactate concentration|
human adenovirus serotype 7|human adenovirus serotype 31|
American Society of Anaesthesiologists Status I|American Society of Anesthesiologists Class 2|
transcriptional intermediary factor 1-γ|transcriptional intermediary factor 1β|
transforming growth factor-β4|Transforming growth factor-beta-1|
hemoglobin Sealy|hemoglobin Ta-li|
augmented correlation-consistent polarised valence quadruple-ζ basis set|augmented correlation-consistent polarised valence triple ζ basis set|
rosette-forming cells|rosette forming cell|
gonadotropin releasing hormone receptor|corticotrophin-releasing hormone receptor|
multi-drug resistance protein 1|multidrug-resistance associated protein 1|
osmotic water permeability coefficient|solute permeability coefficient|
interleukin-1beta converting enzyme inhibitor|interleukin 1 beta-converting enzyme|
interleukine-13 receptor α 2 chain|interleukine-15 receptor alpha-chain|
cerebrospinal fluid protein|cerebrospinal fluid volume|
interleukin 12 receptor β1 chain|interleukin-4 receptor alpha chain|
A disintegrin and metalloprotease 19|a disintegrin and metalloprotease 22|
multiple endocrine syndrome|multiple endocrine neoplasia 2B syndrome|
matrix-assisted laser desorption ionisation time-of-flight mass spectrometry|surface-assisted laser desorption/ionisation time-of-flight mass spectrometry|
Yip1 domain family, member 2|YTH domain family, member 2|
oestrogen receptor α agonist|oestrogen receptor-α agonist|
hepatitis C virus|hepatitis B virus DNA|
a disintegrin and metalloproteinase 15|a disintegrin and metalloproteinase 13|
sixteen-slice spiral computed tomography|sixteen-slice computed tomography|
human transforming growth factor beta|transforming growth factor α|
laser-desorption ionisation time-of-flight mass spectrometry|matrix-assisted laser desorption ionisation time of flight mass spectrometry|
N,N'-diphenyl-4-phenylenediamine|N,N-diethyl-p-phenylenediamine|
ribosomal protein L2|ribosomal protein S12|
beta-APP-cleaving enzyme-2|beta site APP-cleaving enzyme|
2',3'-dideoxythymidine|2',3'-dideoxy-3'-thiacytidine|
alpha-phenyl-tert-butylnitrone|alpha-phenyl-n-tert-butyl nitrone|
interleukine 4 receptor-α|interleukin 2 receptor|
alpha2macroglobulin|alpha1 microglobulin|
reactive site loop|reactive center loop|
antiinsulin antibody|insulin antibody|
inositol phosphatase|[3H]inositol phosphate|
a disintegrin and metalloprotease with thrombospondin motifs-3|a disintegrin and metalloproteinase with thrombospondin motif-20|
interleukine 7 receptor α|interleukine-18 receptor α chain|
left ventricular compliance|left ventricular systolic|
2',3'-dideoxycytidine 5'-triphosphate|2',3'-dideoxythymidine 5'-triphosphate|
temperature|oral temperature|
American Society of Anaesthesiologists grade 1|American Society of Anesthesiology status I|
matrix-assisted laser desorption/ionization mass spectrometry|matrix-assisted laser desorption/ionization time-of-flight mass spectrometry|
translation elongation factor-1 α|eukaryotic translation elongation factor-1α1|
peptidyl-glycine alpha-amidating mono-oxygenase|peptidyl glycine α-amidating mono-oxygenase|
branched chain alpha-ketoacid dehydrogenase|branched chain alpha-keto acid dehydrogenase complex|
neural-precursor cell-expressed developmentally downregulated 2|neural precursor cell expressed developmentally downregulated 2|
American Society of Anesthesiology Grade 4|American Society of Anesthesiologists Status I|
deoxyribonucleic acid methyltransferase 2|deoxyribonucleic acid nucleotidyltransferase|
peroxisome-proliferator-activated receptor β|peroxisome proliferator-activated receptor γ-1|
endosomal sorting complex required for transport-0|endosomal sorting complex required for transport machinery|
β-ketoacyl acyl-carrier protein reductase|β-ketoacyl-acyl carrier protein synthase I|
PAS domain containing 1|YTH domain containing 2|
vitamin|vitamin B2|
internal cardioverter defibrillator|implanted cardioverter defibrillator|
interleukin-13 receptor alpha1-chain|interleukin-13 receptor alpha 1|
estrogen replacement therapy|testosterone replacement therapy|
collagen type Ialpha2|collagen 8 alpha2|
human adenovirus serotype 42|human adenovirus type 37|
T-cell-receptor gamma delta-positive|T cell receptor gamma delta-positive|
corticotropin-releasing hormone receptor type 2|corticotropin-releasing-hormone receptor|
apolipoprotein B|apolipoprotein E4|
krüppel|Krüppel|
interleukine-7 receptor-α|interleukine-15 receptor-alpha|
sporulation protein IVFB|sporulation protein IIB|
renal tubular dysgenesis|renal tubular necrosis|
American Society of Anesthesiologists class 2|American Society of Anaesthesiologists Class 1|
American Society of Anaesthesiologists class 1|American Society of Anaesthesiologists grade 5|
activating transcription factor 3|activating transcription factor 1|
American Society of Anesthesiology Class 5|American Society of Anaesthesiologists Class II|
a disintegrin and metalloproteinase 21|a disintegrin and metalloprotease-5|
interstitial cell|interstitial glucose|
American Society of Anaesthesiology status III|American Society of Anesthesiology physical status 3|
insulin-like growth factor-1-treated|insulin-like growth factor-1-stimulated|
adenine phosphoribosyltransferase|hypoxanthineguanine phosphoribosyltransferase|
Quality of Well-Being scale|quality of wellbeing scale|
peroxisome targeting signal-2|peroxisome-targeting signal-1|
multiple intralumenal impedance|multi-channel intraluminal impedance|
anti-tyrosine hydroxylase|tyrosin-hydroxylase|
alkylacetyl-glycero-phosphocholine|alkyl-acetyl-glycerophosphocholine|
gamma-aminobutyric acid A-benzodiazepine receptor complex|gamma-aminobutyric acidA/benzodiazepine receptor complex|
uncoordinated protein 45|uncoordinated protein 17|
phospholipase C-γ|phospholipase C-β 3|
intermediate lobe|neurointermediate lobe|
neural-precursor-cell-expressed, developmentally down-regulated 5|neural precursor cell expressed, developmentally down-regulated 4|
American Society of Anesthesiologists Grade 3|American Society of Anaesthesiology Grade II|
rate of left ventricular pressure rise|rate of left ventricular pressure development|
interleukin-12 receptor β2 chain|interleukin-13 receptor alpha1 chain|
GTP binding protein γ-subunit|GTP binding protein βgamma subunit|
neural precursor cell expressed, developmentally downregulated 9|neural-precursor-cell-expressed developmentally down-regulated 4|
metabotropic glutamate receptor type 3 gene|metabotropic glutamate receptor 5|
complete metabolic panels|complete metabolic response|
platelet-derived growth factor A-chain|platelet-derived growth factor-B chain|
h postinoculation|hour post-inoculation|
src homology 2 domain-containing protein-tyrosine phosphatase-1|src homology 2 domain containing protein tyrosine phosphatase substrate-1|
4-(dimethylamino)pyridine|dimethylaminopurine|
interleukin 1 receptor 1|interleukin 11 receptor α|
transforming growth factor-beta type II receptor|transforming growth factor type beta|
enterotoxigenic Escherichia coli|entero-invasive Escherichia coli|
a disintegrin and metalloprotease-3|a disintegrin and metalloproteinase-33|
insulin-like growth factor II messenger RNA-binding protein-2|insulin-like growth factor-II messenger RNA binding protein-2|
a disintegrin and metalloproteinase with thrombospondin motif-7|a disintegrin and metalloprotease with thrombospondin motif-19|
a disintegrin and metalloprotease-22|a disintegrin and metalloprotease-29|
glycolic acid|cholic acid|
high resolution magic-angle-spinning nuclear magnetic resonance|cross polarisation magic-angle spinning nuclear magnetic resonance|
interleukine-5 receptor α chain|interleukin 13 receptor α 2 chain|
beta-N-methylamino-L-alanine|β-methylamino-alanine|
transcription factor 1|transcription factor IIE|
src homology 2 domain-containing protein tyrosine phosphatase|Src homology 2 domain-containing protein tyrosine phosphatase substrate-1|
a disintegrin and metalloprotease-28|a disintegrin and metalloproteinase 15|
N-terminal proatrial natriuretic peptide|N-terminal pro-brain type natriuretic peptide|
peroxisome proliferator-activated receptor-gamma|peroxisome proliferator activated receptor gamma1|
bradykinin B1 receptor|bradykinin B2 receptor|
flavin-containing monooxygenase 1|flavin-containing mono-oxygenase 5|
extracellular-signal regulated kinase|extracellular signal-regulated kinase-1/2|
A disintegrin and metalloproteinase-8|A disintegrin and metalloproteinase-11|
brain-specific angiogenesis inhibitor 3|brain angiogenesis inhibitor 3|
anti-neutrophil cytoplasmic antibody positive|antineutrophil cytoplasmic antibody negativity|
tumour necrosis factor receptor associated factor 1|tumour necrosis factor receptor-associated protein-1|
trypsin proteinase inhibitor|cysteine proteinase inhibitor|
Fcα receptor I|Fcγ receptor IIA|
polymerase chain reaction assay|nest polymerase chain reaction|
fluoro-phenylalanine|p-fluorophenylalanine|
enzyme-linked immunoabsorbent assay|dot enzyme-linked immunosorbent assay|
IL-3 receptor alpha chain|IL-11 receptor alpha-chain|
a disintegrin and metalloprotease with thrombospondin motif-18|a disintegrin and metalloproteinase with thrombospondin motifs-10|
interleukin-15 receptor alpha chain|interleukine-2 receptor γ-chain|
granulocyte-colony stimulating factor|Granulocyte-macrophage colony stimulating factor|
receptor-like protein tyrosine phosphatase-alpha|receptor-type protein-tyrosine phosphatase beta|
glioma-associated oncogene 1|glioma-associated oncogene homolog 1|
vitamin K1|vitamin|
human colon epithelial cell|human lens epithelial B3 cell|
soluble IL-1 receptor|soluble receptor|
sporulation protein IIA|sporulation protein IIID|
augmented correlation consistent polarized valence quadruple-ζ basis set|augmented correlation-consistent polarised valence triple ζ basis set|
oro-facio-digital syndrome type II|orofaciodigital syndrome type VII|
liver X receptor-α|liver X receptor α|
anti-IL 13 monoclonal antibody|anti-IL 18 monoclonal antibody|
atrioventricular canal defect|atrioventricular nodal reentry|
a disintegrin and metalloprotease 12|A disintegrin and metalloproteinase 15|
phospholipase Cβ2|phospholipase B|
transactivation response|trans-activation responsive element|
hæmoglobin|hemoglobin A|
interferon-stimulated gene factor 3|interferon stimulated gene factor-3α|
mucosa associated lymphoid tissue|bronchus-associated lymphoid tissue|
computed tomography coronary angiography|multi-detector computed tomography-coronary angiography|
American Society of Anesthesiology class II|American Society of Anaesthesiologists class 1|
insulin like growth factor binding protein 2|insulin-like growth factor II mRNA binding protein-3|
magnetic resonance imaging angiography|magnetic resonance axonography|
granulocyte macrophage-colony-stimulating factor receptor|granulocyte/macrophage colony stimulating factor|
interleukin-2 receptor α-subunit|interleukine 13 receptor α 2 subunit|
post-challenge|days post-challenge|
American Society of Anesthesiologists class IV|American Society of Anesthesiologists grade I|
inositol(1,4,5)trisphosphate|inositol 1,3,4,5-tetrakisphosphate|
a disintegrin and metalloproteinase-21|a disintegrin and metalloprotease 3|
American Radium Society|American Pain Society|
light-harvesting chlorophyll a/b binding protein-I|light-harvesting chlorophyll a/b-binding protein|
P-glycoprotein 170|glycoprotein M|
cytochrome P4501A|cyto-chrome P450|
American Society of Anaesthesiology physical status 2|American Society of Anaesthesiologists class 1|
anti-IL-8 receptor antibody|anti-IL-4 receptor alpha antibody|
anti-IL13 antibody|anti-IL 6R antibody|
cluster of differentiation 154|cluster of differentiation antigen 37|
phosphatidylinositol 3-phosphate|phosphatidylinositol biphosphate|
a disintegrin and metalloproteinase with thrombospondin motifs-12|a disintegrin-like and metalloproteinase with thrombospondin type1 motif 13 inhibitor|
perchloroethylene|trichloroethene|
motorcortex|pre-motor cortex|
quantitative structure permeability relationship|quantitative structure property relationship|
cytochrome P-4501A|cytochome P4507B1|
estrogen receptor protein|estrogen receptor positivity|
human Mut-L homolog 1|human mut-L homolog 1|
interleukin 2 receptor γ chain|interleukine-13 receptor alpha1 chain|
anti-human immunodeficiency virus agent|anti-human immunodeficiency virus-1 effect|
American Society of Anesthesiologists status V|American Society of Anaesthesiologists status 5|
pre-axial polydactyly type IV|post-axial polydactyly type A|
ribosomal protein S14|ribosomal protein S2|
neuro-muscular blocking|neuro-muscular blocker|
xeroderma pigmentosum|xeroderma pigmentosum group A|
protein kinase G1 α|protein kinase G-1α|
T-cell receptor-α|T cell receptor-γ|
β-amyloid precursor protein cleaving enzyme 2|beta-site amyloid precursor protein-cleaving enzyme-1|
hexamethylpropyleneamineoxime|99mTc-hexamethylpropyleneamineoxime|
interleukin 4 receptor-α|interleukin 1 receptor 1|
peroxisome proliferator-activated receptor-γ-2|peroxisome proliferator-activated receptor-alpha|
transforming growth factor beta receptor II|transforming growth factor-beta receptor-II|
matrix-assisted laser desorption/ionization mass spectrometry|matrix-assisted laser desorption/ionization time-of-flight mass spectrometric|
ischemic|ischemia|
ribosomal protein S24|ribosomal protein L14|
recombinant murine interleukin 14|recombinant human interleukin 1β|
monocyte chemotactic activity|monocyte chemotactic protein|
IL-18 receptor α|IL-2 receptor α|
UM squamous cell carcinoma-14A|oral squamous cell carcinoma|
transforming growth factor-beta-induced gene|transforming growth factor-beta 4|
American Society of Anesthesiologists status 4|American Society of Anesthesiologists Grade I|
intracellular calcium concentration|extracellular calcium concentrations|
transient receptor potential vanilloid 2|transient receptor potential vanilloid type 2|
microtubule-associated protein 2c|microtubule-associated protein 4|
American Society of Anesthesiologists grade IV|American Society of Anesthesiology status 5|
A disintegrin and metalloproteinase-29|A disintegrin and metalloproteinase 13|
cluster of differentiation antigen 5|cluster of differentiation 4|
electrothermal atomic absorption spectrophotometry|atomic absorption spectro-photometry|
a disintegrin and metalloproteinase-15|A disintegrin and metalloproteinase 11|
carcinoma associated antigen|mucin-like carcinoma-associated antigen|
trypsin-like immunoreactivity|neurotensin-like immunoreactivity|
IL-5 receptor-α|IL-4 receptor-α|
recombinant human interleukin 1alpha|recombinant human interferon-alpha-A/D|
American Society of Anaesthesiology grade III|American Society of Anaesthesiology physical status III|
cysteine-cysteine chemokine ligand 22|cysteine-cysteine chemokine ligand 7|
interleukin 2 receptor α-subunit|interleukin-13 receptor alpha 1-subunit|
apolipoprotein A|apolipoprotein J|
ribosomal protein L6|ribosomal protein L23A|
epoxy-eicosatrienoic acid|hydroxyeicosatrienoic acid|
duodeno-gastro-oesophageal reflux|gastroesophageal reflux|
antiinterleukin 12 antibody|anti-interleukin-2 antibody|
interferon-stimulated gene factor 3α|interferon stimulated gene factor-3alpha|
sodium-glucose co-transporter 2|sodium-glucose co-transporter 3|
American Society of Anesthesiologists status II|American Society of Anaesthesiologists grade II|
microtubule-associated protein-5|microtubule-associated protein 4|
TATA-binding protein-associated factor-5|TATA-binding protein associated factor-10|
IL-5 receptor alpha-chain|IL7 receptor alpha chain|
sex-determining region Y box 3|sex determining region Y, box 8|
alanine aminotransferase|alanine aminotransferase activity|
computed tomograpy|computerized tomogram|
human adenovirus 41|human adenovirus type 12|
gonadotrophin releasing hormone|gonadotropin-releasing hormone analogs|
guanylyl cyclase-activating protein|guanylate cyclase-activating protein-2|
cranial radiation therapy|conformal radiation therapy|
receptor protein tyrosine phosphatase κ|receptor-type protein-tyrosine phosphatase β|
solute carrier family 7 member 5|solute carrier family 7 member 1|
randomly amplified polymorphic DNA-analysis|randomly amplified polymorphic DNA primer|
American Society of Anaesthesiology Class I|American Society of Anesthesiology Class 4|
American Society of Anesthesiologists class 2|American Society of Anaesthesiologists grade 3|
X-linked hypophosphataemic rickets|X-linked hypophosphataemia|
Giemsa-trypsin-Giemsa banding|Giemsa-trypsin-Giemsa-banding|
transforming growth factor-beta 1 level|transforming growth factor β 4|
human adenovirus type 25|human adenovirus serotype 35|
beta amyloid precursor protein cleaving enzyme 1|beta-site amyloid precursor protein-cleaving enzyme-1|
anti-human T cell lymphotropic virus type-1 antibody|anti-human T cell lymphotrophic virus-I antibody|
maximal electroshock-induced seizures|maximal electroshock induced seizure|
CSF1 receptor|KISS1 receptor|
peroxisome proliferator-activated receptor gamma1|peroxisome-proliferator-activated receptor γ coactivator 1α|
resuscitation promoting factor|nucleation promoting factor|
a disintegrin and metalloprotease-12|a disintegrin and metalloproteinase-28|
matrix-assisted laser desorption ionisation time-of-flight mass spectrometry|laser desorption ionization time of flight mass spectrometry|
subcortical laminar heterotopia|subcortical band heterotopia|
interferon-α-2b-induced|interferon alfa-2b-induced|
Lectin-like oxidized low-density lipoprotein receptor-1|oxidised low density lipoprotein receptor 1|
inosine 5'-monophosphate|adenosine 5'-phosphate|
human adenovirus C|human adenovirus type 45|
